標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↑,MA20下方,nan%,PE:19.9,EPS:37.85,營收:12%,1.5x,,中性★,— 目前無買入信號,$666.6 ~ $680.0,$649.9
00909.TW,國泰智能電動車ETF,,,三線空頭,,↓,MA20下方,nan%,PE:15.8,EPS:--,營收:--,1.8x,外資賣超,迴避,— 目前無買入信號,$35.6 ~ $36.3,$34.7
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:14.8,EPS:--,營收:--,2.7x,外資賣超,偏弱,— 目前無買入信號,$36.3 ~ $37.0,$35.4
6111.TWO,6111擎亞,,,偏空,,↓,MA20下方,nan%,PE:--,EPS:-0.51,營收:88%,0.9x,,偏弱,— 目前無買入信號,$40.8 ~ $41.6,$39.8
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:16.0,EPS:--,營收:--,1.2x,外資賣超,偏弱,— 目前無買入信號,$21.2 ~ $21.6,$20.6
3017.TW,奇鋐,,,三線多頭,,↑,MA20下方,nan%,PE:41.2,EPS:48.25,營收:128%,0.8x,外資賣超,稍強★★,— 目前無買入信號,"$1,656.7 ~ $1,690.0","$1,615.0"
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:15.8,EPS:--,營收:--,0.7x,外資買超,中性★,— 目前無買入信號,$49.8 ~ $50.8,$48.6
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:11.5,EPS:--,營收:--,1.8x,外資賣超,偏弱,— 目前無買入信號,$21.7 ~ $22.2,$21.2
GEV,GE Vernova,869.2249755859375,6.35,多空分歧,53.0,↓,MA20上方,89%,PE:49.2,EPS:17.65,營收:4%,0.6x,,偏弱,🎯 一條件滿足 — 待確認,$772.6 ~ $788.2,$753.2
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:26.6,EPS:66.22,營收:20%,1.8x,外資賣超,偏弱,— 目前無買入信號,"$1,755.4 ~ $1,790.7","$1,711.3"
TSM,台積電ADR,332.32000732421875,5.0,多空分歧,40.5,↓,MA20下方,78%,PE:32.1,EPS:10.35,營收:20%,0.8x,,偏弱,🎯 一條件滿足 — 待確認,$312.2 ~ $318.5,$304.4
2317.TW,鴻海,,,三線空頭,,↓,MA20下方,nan%,PE:14.0,EPS:13.41,營收:22%,1.4x,外資賣超,迴避,— 目前無買入信號,$192.0 ~ $195.9,$187.2
2530.TW,華建,,,偏空,,↑,MA20下方,nan%,PE:12.4,EPS:1.99,營收:-91%,0.6x,外資賣超,迴避,— 目前無買入信號,$24.4 ~ $24.9,$23.8
LRCX,科林研發,210.9600067138672,5.52,多空分歧,46.2,↓,MA20下方,77%,PE:43.2,EPS:4.88,營收:22%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$193.1 ~ $197.0,$188.3
NVDA,NVIDIA,173.40499877929688,4.99,三線空頭,36.8,↓,MA20下方,69%,PE:35.3,EPS:4.91,營收:73%,0.6x,,迴避,🎯 一條件滿足 — 待確認,$163.4 ~ $166.7,$159.3
AMD,AMD,202.1699981689453,3.13,多空分歧,48.3,↑,MA20上方,66%,PE:77.5,EPS:2.61,營收:34%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$188.1 ~ $191.9,$183.3
MU,美光,328.92999267578125,2.22,多空分歧,29.6,↓,空頭排列,65%,PE:15.5,EPS:21.17,營收:196%,1.8x,,中性★,🎯 一條件滿足 — 待確認,$309.9 ~ $316.2,$302.1
00631L.TW,元大台灣50正2,,,偏空,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,34.1x,外資賣超,迴避,— 目前無買入信號,$19.7 ~ $20.1,$19.2
00910.TW,第一金太空衛星,,,多空分歧,,↑,MA20下方,nan%,PE:30.3,EPS:--,營收:--,2.6x,外資賣超,偏弱,— 目前無買入信號,$52.1 ~ $53.1,$50.8
2308.TW,台達電,,,偏多,,↑,MA20下方,nan%,PE:59.9,EPS:23.02,營收:42%,1.7x,外資賣超,稍強★★,— 目前無買入信號,"$1,189.0 ~ $1,212.9","$1,159.1"
