標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,799.0,-0.12,偏多,68.3,↑,多頭排列,62%,PE:21.1,EPS:37.84,營收:17%,3.1x,,中性★,— 目前無買入信號,$695.3 ~ $709.3,$688.7
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:21.1,EPS:--,營收:--,0.3x,外資賣超,偏弱,— 目前無買入信號,$45.3 ~ $46.2,$44.2
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:19.8,EPS:--,營收:--,1.3x,外資賣超,偏弱,— 目前無買入信號,$43.4 ~ $44.3,$42.4
00878.TW,國泰永續高股息,,,多空分歧,,↑,MA20下方,nan%,PE:22.0,EPS:--,營收:--,1.0x,外資賣超,偏弱,— 目前無買入信號,$26.5 ~ $27.0,$25.8
00713.TW,元大高息低波,,,多空分歧,,↑,MA20下方,nan%,PE:18.0,EPS:--,營收:--,0.8x,外資賣超,偏弱,— 目前無買入信號,$54.6 ~ $55.7,$53.2
00919.TW,群益台灣精選高息,,,多空分歧,,↑,MA20下方,nan%,PE:15.9,EPS:--,營收:--,1.8x,外資賣超,偏弱,— 目前無買入信號,$25.1 ~ $25.6,$24.5
2530.TW,華建,20.25,5.74,多空分歧,46.3,↑,MA20上方,17%,PE:10.2,EPS:1.99,營收:16%,2.3x,外資買超,稍強★★,— 目前無買入信號,$17.6 ~ $18.0,$17.2
6111.TWO,6111擎亞,44.0,-1.12,多空分歧,27.6,↓,MA20下方,29%,PE:--,EPS:-4.63,營收:128%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$41.1 ~ $41.9,$40.1
LRCX,科林研發,322.3599853515625,-1.47,多空分歧,61.4,↓,MA20上方,90%,PE:60.8,EPS:5.30,營收:24%,0.9x,,偏弱,— 目前無買入信號,$262.4 ~ $267.7,$255.8
2330.TW,台積電,2249.0,-2.17,多空分歧,52.6,↓,MA20下方,87%,PE:30.7,EPS:73.53,營收:35%,1.3x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$2,153.0 ~ $2,196.3","$2,113.8"
NVDA,NVIDIA,201.08999633789062,-3.41,多空分歧,33.5,↓,空頭排列,63%,PE:30.8,EPS:6.54,營收:85%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$198.3 ~ $202.3,$193.4
TSM,台積電ADR,410.3399963378906,-4.11,多空分歧,53.1,↓,MA20下方,84%,PE:35.3,EPS:11.64,營收:35%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$383.1 ~ $390.8,$373.5
MU,美光,896.875,-4.17,多空分歧,61.3,↓,MA20上方,80%,PE:42.4,EPS:21.15,營收:196%,1.3x,,偏弱,— 目前無買入信號,$620.2 ~ $632.7,$632.6
AMD,AMD,453.5299987792969,-4.62,多空分歧,51.1,↓,MA20下方,78%,PE:151.2,EPS:3.00,營收:38%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$391.4 ~ $399.3,$381.6
2317.TW,鴻海,263.0,-5.23,多空分歧,56.0,↓,MA20下方,70%,PE:19.6,EPS:13.40,營收:29%,1.2x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$224.3 ~ $228.8,$232.3
GEV,GE Vernova,860.2550048828125,-6.51,多空分歧,23.8,↓,空頭排列,56%,PE:25.1,EPS:34.23,營收:16%,1.3x,,偏弱,🎯 一條件滿足 — 待確認,$852.8 ~ $869.9,$831.3
3017.TW,奇鋐,2360.0,-7.27,多空分歧,44.9,↓,MA20下方,72%,PE:39.3,EPS:60.06,營收:110%,0.8x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$2,280.4 ~ $2,326.2","$2,231.0"
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,2.7x,外資賣超,偏弱,— 目前無買入信號,$29.2 ~ $29.8,$28.5
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:31.9,EPS:--,營收:--,3.1x,外資賣超,偏弱,— 目前無買入信號,$69.7 ~ $71.0,$67.9
2308.TW,台達電,2200.0,-8.9,多空分歧,55.9,↓,MA20下方,82%,PE:94.9,EPS:23.18,營收:34%,1.3x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$1,864.5 ~ $1,902.0","$1,823.6"
