標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:18.8,EPS:37.84,營收:17%,1.1x,,偏弱,— 目前無買入信號,$706.6 ~ $720.8,$688.9
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:20.1,EPS:--,營收:--,0.2x,外資買超,中性★,— 目前無買入信號,$44.7 ~ $45.6,$43.6
0056.TW,元大高股息,,,偏多,,↓,MA20下方,nan%,PE:20.7,EPS:--,營收:--,2.3x,外資賣超,中性★,— 目前無買入信號,$50.6 ~ $51.6,$49.3
6111.TWO,6111擎亞,,,三線空頭,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.7x,,迴避,— 目前無買入信號,$40.3 ~ $41.1,$39.3
00878.TW,國泰永續高股息,,,偏多,,↓,MA20下方,nan%,PE:22.8,EPS:--,營收:--,1.0x,外資賣超,中性★,— 目前無買入信號,$32.5 ~ $33.1,$31.7
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:35.3,EPS:60.08,營收:110%,0.7x,外資買超,中性★,— 目前無買入信號,"$2,198.9 ~ $2,243.1","$2,143.7"
00713.TW,元大高息低波,,,偏多,,↓,MA20下方,nan%,PE:18.3,EPS:--,營收:--,0.7x,外資買超,稍強★★,— 目前無買入信號,$59.2 ~ $60.4,$57.7
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:15.5,EPS:--,營收:--,1.1x,外資賣超,偏弱,— 目前無買入信號,$29.0 ~ $29.6,$28.3
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:32.8,EPS:73.69,營收:35%,1.2x,外資賣超,偏弱,— 目前無買入信號,"$2,313.4 ~ $2,359.9","$2,255.2"
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:17.6,EPS:13.41,營收:29%,0.7x,外資賣超,偏弱,— 目前無買入信號,$232.8 ~ $237.5,$227.0
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:9.6,EPS:1.99,營收:16%,1.1x,外資買超,中性★,— 目前無買入信號,$18.3 ~ $18.6,$17.8
LRCX,科林研發,347.95001220703125,5.46,多空分歧,45.9,↓,MA20下方,74%,PE:69.9,EPS:4.98,營收:24%,0.3x,,偏弱,🎯 一條件滿足 — 待確認,$311.5 ~ $317.8,$303.7
MU,美光,984.9749755859375,5.12,多空分歧,45.0,↓,MA20下方,77%,PE:22.3,EPS:44.23,營收:346%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$870.4 ~ $887.9,$864.9
AMD,AMD,555.5994262695312,3.97,三線多頭,55.9,↓,多頭排列,93%,PE:185.8,EPS:2.99,營收:38%,0.3x,,稍強★★,🎯 一條件滿足 — 待確認,$492.9 ~ $502.8,$480.5
NVDA,NVIDIA,210.7050018310547,3.53,三線多頭,59.9,↑,MA20上方,66%,PE:33.4,EPS:6.31,營收:85%,0.4x,,強勢★★★,🎯 一條件滿足 — 待確認,$188.6 ~ $192.3,$184.1
GEV,GE Vernova,1060.5400390625,1.72,多空分歧,52.6,↓,MA20下方,80%,PE:32.5,EPS:32.63,營收:16%,0.3x,,中性★,🎯🎯 兩條件滿足 — 觀察買入點,$952.1 ~ $971.2,$928.2
TSM,台積電ADR,422.6099853515625,0.24,多空分歧,45.7,↓,空頭排列,78%,PE:37.8,EPS:11.17,營收:35%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$409.4 ~ $417.6,$406.3
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,3.1x,外資賣超,偏弱,— 目前無買入信號,$34.9 ~ $35.6,$34.0
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:27.5,EPS:--,營收:--,0.8x,外資買超,中性★,— 目前無買入信號,$57.0 ~ $58.2,$55.6
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:80.4,EPS:23.06,營收:34%,0.9x,外資賣超,偏弱,— 目前無買入信號,"$1,781.0 ~ $1,816.8","$1,736.3"
