標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:16.5,EPS:42.80,營收:15%,2.1x,,偏弱,— 目前無買入信號,$692.5 ~ $706.4,$675.1
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:19.7,EPS:--,營收:--,0.4x,外資賣超,偏弱,— 目前無買入信號,$42.3 ~ $43.1,$41.2
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:21.6,EPS:--,營收:--,0.6x,外資賣超,稍強★★,— 目前無買入信號,$50.7 ~ $51.8,$49.5
6111.TWO,6111擎亞,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:-4.20,營收:174%,0.3x,,中性★,— 目前無買入信號,$35.2 ~ $35.9,$34.3
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:18.9,EPS:--,營收:--,0.6x,外資買超,強勢★★★,— 目前無買入信號,$31.5 ~ $32.1,$30.7
3017.TW,奇鋐,,,三線多頭,,↑,MA20下方,nan%,PE:44.5,EPS:74.34,營收:66%,0.5x,外資買超,強勢★★★,— 目前無買入信號,"$2,596.5 ~ $2,648.7","$2,531.2"
00713.TW,元大高息低波,,,偏多,,↑,MA20下方,nan%,PE:18.9,EPS:--,營收:--,0.5x,外資買超,稍強★★,— 目前無買入信號,$59.9 ~ $61.1,$58.4
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:16.2,EPS:--,營收:--,1.0x,外資賣超,稍強★★,— 目前無買入信號,$29.4 ~ $30.0,$28.7
NVDA,NVIDIA,224.30999755859375,3.16,三線多頭,49.3,↓,MA20上方,83%,PE:28.4,EPS:7.91,營收:106%,0.7x,,稍強★★,— 目前無買入信號,$206.2 ~ $210.4,$201.0
GEV,GE Vernova,922.2000122070312,2.63,三線空頭,30.2,↓,空頭排列,59%,PE:26.5,EPS:34.86,營收:22%,0.7x,,迴避,🎯 一條件滿足 — 待確認,$869.6 ~ $887.1,$847.8
2330.TW,台積電,,,多空分歧,,↑,MA20下方,nan%,PE:27.9,EPS:85.40,營收:36%,0.7x,外資賣超,中性★,— 目前無買入信號,"$2,323.3 ~ $2,370.0","$2,264.9"
TSM,台積電ADR,414.989990234375,0.24,偏空,39.6,↓,MA20下方,75%,PE:30.7,EPS:13.50,營收:36%,0.3x,,偏弱,🎯 一條件滿足 — 待確認,$403.1 ~ $411.2,$393.0
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:16.6,EPS:15.10,營收:41%,0.4x,外資賣超,偏弱,— 目前無買入信號,$236.8 ~ $241.6,$230.9
2530.TW,華建,,,三線空頭,,↓,MA20下方,nan%,PE:30.6,EPS:0.63,營收:-99%,0.7x,外資賣超,迴避,— 目前無買入信號,$18.7 ~ $19.0,$18.2
MU,美光,951.375,1.92,三線多頭,50.2,↑,MA20上方,73%,PE:21.5,EPS:44.25,營收:346%,0.5x,,強勢★★★,— 目前無買入信號,$822.9 ~ $839.4,$802.2
AMD,AMD,456.1322021484375,-0.76,三線空頭,41.7,↓,空頭排列,70%,PE:116.7,EPS:3.91,營收:50%,0.2x,,迴避,🎯 一條件滿足 — 待確認,$445.3 ~ $454.3,$437.5
LRCX,科林研發,287.1499938964844,-1.05,三線空頭,33.5,↓,空頭排列,56%,PE:49.9,EPS:5.75,營收:30%,0.3x,,迴避,🎯 一條件滿足 — 待確認,$283.0 ~ $288.7,$275.9
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,1.1x,外資賣超,稍強★★,— 目前無買入信號,$33.1 ~ $33.8,$32.3
00910.TW,第一金太空衛星,,,三線空頭,,↓,MA20下方,nan%,PE:22.6,EPS:--,營收:--,0.3x,外資賣超,迴避,— 目前無買入信號,$56.3 ~ $57.4,$54.9
2308.TW,台達電,,,多空分歧,,↑,MA20下方,nan%,PE:55.2,EPS:31.33,營收:48%,1.3x,外資賣超,中性★,— 目前無買入信號,"$1,616.9 ~ $1,649.4","$1,576.2"
