標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:19.5,EPS:37.82,營收:12%,0.7x,,偏弱,— 目前無買入信號,$734.3 ~ $749.1,$715.9
00909.TW,國泰智能電動車ETF,,,偏多,,↑,MA20下方,nan%,PE:20.1,EPS:--,營收:--,2.0x,外資買超,稍強★★,— 目前無買入信號,$34.3 ~ $35.0,$33.5
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:17.0,EPS:--,營收:--,1.9x,外資買超,強勢★★★,— 目前無買入信號,$36.8 ~ $37.6,$35.9
6111.TWO,6111擎亞,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:98%,0.9x,,中性★,— 目前無買入信號,$42.0 ~ $42.8,$40.9
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:18.5,EPS:--,營收:--,1.4x,外資賣超,稍強★★,— 目前無買入信號,$22.0 ~ $22.4,$21.4
3017.TW,奇鋐,,,三線多頭,,↑,MA20下方,nan%,PE:56.1,EPS:48.18,營收:128%,1.2x,外資賣超,稍強★★,— 目前無買入信號,"$2,004.9 ~ $2,045.2","$1,954.5"
00713.TW,元大高息低波,,,偏多,,↓,MA20下方,nan%,PE:16.3,EPS:--,營收:--,1.6x,外資買超,稍強★★,— 目前無買入信號,$51.2 ~ $52.2,$49.9
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:12.7,EPS:--,營收:--,2.0x,外資買超,強勢★★★,— 目前無買入信號,$22.3 ~ $22.7,$21.7
GEV,GE Vernova,1102.3199462890625,2.64,偏多,65.7,↓,MA20上方,90%,PE:32.2,EPS:34.26,營收:16%,0.4x,,中性★,— 目前無買入信號,$904.0 ~ $922.2,$902.6
2330.TW,台積電,,,多空分歧,,↑,MA20下方,nan%,PE:30.5,EPS:73.71,營收:35%,0.7x,外資賣超,中性★,— 目前無買入信號,"$1,825.8 ~ $1,862.5","$1,780.0"
AMD,AMD,356.375,4.34,三線多頭,75.5,↑,多頭排列,98%,PE:137.1,EPS:2.60,營收:34%,0.6x,,稍強★★,— 目前無買入信號,$208.4 ~ $212.6,$220.3
NVDA,NVIDIA,197.36000061035156,-0.56,多空分歧,48.4,↓,MA20下方,82%,PE:40.3,EPS:4.90,營收:73%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$179.4 ~ $183.0,$174.9
TSM,台積電ADR,397.6474914550781,-0.99,三線多頭,61.6,↑,多頭排列,93%,PE:34.1,EPS:11.65,營收:35%,0.8x,,強勢★★★,— 目前無買入信號,$351.5 ~ $358.6,$348.5
2317.TW,鴻海,,,多空分歧,,↑,MA20下方,nan%,PE:17.9,EPS:13.40,營收:22%,2.7x,外資買超,中性★,— 目前無買入信號,$188.6 ~ $192.3,$183.8
2530.TW,華建,,,三線空頭,,↓,MA20下方,nan%,PE:10.3,EPS:1.99,營收:-91%,1.5x,外資買超,迴避,— 目前無買入信號,$20.0 ~ $20.4,$19.5
MU,美光,638.5599975585938,10.77,三線多頭,85.8,↑,多頭排列,98%,PE:28.3,EPS:22.54,營收:196%,1.6x,,強勢★★★,— 目前無買入信號,$368.0 ~ $375.4,$386.5
LRCX,科林研發,276.9549865722656,7.11,三線多頭,56.3,↓,MA20上方,99%,PE:52.3,EPS:5.30,營收:24%,0.7x,,稍強★★,🎯 一條件滿足 — 待確認,$240.3 ~ $245.1,$234.2
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,9.5x,外資買超,強勢★★★,— 目前無買入信號,$20.6 ~ $21.0,$20.1
00910.TW,第一金太空衛星,,,三線多頭,,↓,MA20下方,nan%,PE:32.2,EPS:--,營收:--,0.8x,外資買超,稍強★★,— 目前無買入信號,$62.2 ~ $63.4,$60.6
2308.TW,台達電,,,三線多頭,,↑,MA20下方,nan%,PE:93.8,EPS:23.09,營收:34%,0.9x,外資賣超,稍強★★,— 目前無買入信號,"$1,482.5 ~ $1,512.3","$1,445.3"
