標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:16.2,EPS:42.80,營收:15%,1.0x,,偏弱,— 目前無買入信號,$692.5 ~ $706.4,$675.1
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:20.7,EPS:--,營收:--,0.3x,外資賣超,偏弱,— 目前無買入信號,$42.3 ~ $43.1,$41.2
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:21.6,EPS:--,營收:--,0.4x,外資賣超,稍強★★,— 目前無買入信號,$51.2 ~ $52.3,$50.0
6111.TWO,6111擎亞,,,三線空頭,,↑,MA20下方,nan%,PE:--,EPS:-4.21,營收:174%,0.7x,,偏弱,— 目前無買入信號,$35.2 ~ $35.9,$34.3
00878.TW,國泰永續高股息,,,偏多,,↑,MA20下方,nan%,PE:19.1,EPS:--,營收:--,0.6x,外資賣超,中性★,— 目前無買入信號,$31.8 ~ $32.4,$31.0
3017.TW,奇鋐,,,偏多,,↓,MA20下方,nan%,PE:45.5,EPS:74.04,營收:66%,0.4x,外資賣超,中性★,— 目前無買入信號,"$2,726.3 ~ $2,781.1","$2,657.8"
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:19.2,EPS:--,營收:--,0.6x,外資買超,強勢★★★,— 目前無買入信號,$59.9 ~ $61.1,$58.4
00919.TW,群益台灣精選高息,,,多空分歧,,↑,MA20下方,nan%,PE:16.3,EPS:--,營收:--,1.1x,外資賣超,偏弱,— 目前無買入信號,$29.9 ~ $30.5,$29.1
GEV,GE Vernova,954.4650268554688,3.31,三線空頭,49.5,↑,MA20下方,64%,PE:27.3,EPS:34.92,營收:22%,0.3x,,迴避,🎯 一條件滿足 — 待確認,$858.5 ~ $875.8,$847.8
2330.TW,台積電,,,偏多,,↑,MA20下方,nan%,PE:28.2,EPS:85.51,營收:36%,0.6x,外資賣超,稍強★★,— 目前無買入信號,"$2,323.3 ~ $2,370.0","$2,264.9"
AMD,AMD,516.4000244140625,2.54,多空分歧,62.6,↑,多頭排列,84%,PE:131.4,EPS:3.93,營收:50%,0.4x,,中性★,— 目前無買入信號,$437.0 ~ $445.8,$427.3
TSM,台積電ADR,431.864990234375,0.9,多空分歧,58.2,↑,MA20上方,79%,PE:31.8,EPS:13.57,營收:36%,0.5x,,中性★,— 目前無買入信號,$402.6 ~ $410.7,$393.0
NVDA,NVIDIA,218.92230224609375,0.26,多空分歧,53.0,↓,MA20下方,76%,PE:27.7,EPS:7.90,營收:106%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$206.0 ~ $210.1,$200.8
2317.TW,鴻海,,,多空分歧,,↑,MA20下方,nan%,PE:16.4,EPS:15.11,營收:41%,0.4x,外資賣超,中性★,— 目前無買入信號,$236.8 ~ $241.6,$230.9
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:31.9,EPS:0.63,營收:-99%,1.1x,外資買超,中性★,— 目前無買入信號,$18.7 ~ $19.0,$18.2
LRCX,科林研發,300.0400085449219,0.68,三線空頭,43.2,↑,MA20下方,58%,PE:52.2,EPS:5.75,營收:30%,0.3x,,迴避,🎯 一條件滿足 — 待確認,$276.6 ~ $282.2,$269.7
MU,美光,975.8983764648438,-0.15,偏多,51.4,↑,MA20上方,75%,PE:22.0,EPS:44.28,營收:346%,0.4x,,稍強★★,— 目前無買入信號,$883.2 ~ $900.9,$861.0
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,1.6x,外資賣超,稍強★★,— 目前無買入信號,$33.2 ~ $33.8,$32.3
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:22.4,EPS:--,營收:--,0.2x,外資買超,中性★,— 目前無買入信號,$55.6 ~ $56.7,$54.2
2308.TW,台達電,,,偏空,,↓,MA20下方,nan%,PE:51.7,EPS:31.32,營收:48%,1.3x,外資賣超,迴避,— 目前無買入信號,"$1,646.7 ~ $1,679.8","$1,605.3"
