標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,三線多頭,,↑,MA20下方,nan%,PE:21.6,EPS:--,營收:--,0.5x,外資買超,強勢★★★,— 目前無買入信號,$41.0 ~ $41.8,$40.0
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:18.1,EPS:--,營收:--,0.7x,外資賣超,稍強★★,— 目前無買入信號,$39.4 ~ $40.2,$38.4
00878.TW,國泰永續高股息,,,偏多,,↑,MA20下方,nan%,PE:19.6,EPS:--,營收:--,1.1x,外資買超,稍強★★,— 目前無買入信號,$23.6 ~ $24.1,$23.0
00713.TW,元大高息低波,,,偏多,,↑,MA20下方,nan%,PE:16.9,EPS:--,營收:--,1.6x,外資買超,稍強★★,— 目前無買入信號,$52.4 ~ $53.5,$51.1
00919.TW,群益台灣精選高息,,,偏多,,↑,MA20下方,nan%,PE:13.6,EPS:--,營收:--,1.4x,外資買超,稍強★★,— 目前無買入信號,$23.1 ~ $23.6,$22.5
TSM,台積電ADR,417.7200012207031,4.48,多空分歧,57.7,↓,多頭排列,98%,PE:35.7,EPS:11.71,營收:35%,1.5x,,中性★,— 目前無買入信號,$362.4 ~ $369.7,$353.3
NVDA,NVIDIA,235.74000549316406,4.39,三線多頭,70.3,↑,多頭排列,99%,PE:48.1,EPS:4.90,營收:73%,1.0x,,強勢★★★,— 目前無買入信號,$186.9 ~ $190.7,$188.9
GEV,GE Vernova,1090.530029296875,2.63,三線多頭,41.2,↓,MA20上方,88%,PE:31.9,EPS:34.21,營收:16%,0.5x,,稍強★★,— 目前無買入信號,$972.3 ~ $991.9,$947.9
2330.TW,台積電,2270.0,2.25,多空分歧,63.2,↓,多頭排列,95%,PE:30.9,EPS:73.55,營收:35%,1.0x,外資買超,中性★,— 目前無買入信號,"$1,980.4 ~ $2,020.2","$1,964.2"
LRCX,科林研發,299.1499938964844,1.26,三線多頭,64.7,↑,多頭排列,99%,PE:56.6,EPS:5.29,營收:24%,0.5x,,稍強★★,— 目前無買入信號,$236.3 ~ $241.1,$234.4
AMD,AMD,449.70001220703125,0.94,三線多頭,71.1,↑,MA20上方,95%,PE:150.9,EPS:2.98,營收:38%,0.5x,,強勢★★★,— 目前無買入信號,$236.3 ~ $241.0,$263.8
3293.TWO,鈊象電子,724.0,0.0,多空分歧,30.9,↓,空頭排列,26%,PE:19.1,EPS:37.87,營收:17%,0.6x,,偏弱,🎯 一條件滿足 — 待確認,$704.5 ~ $718.7,$696.5
6111.TWO,6111擎亞,47.900001525878906,-0.21,多空分歧,46.0,↑,MA20上方,41%,PE:--,EPS:-4.63,營收:98%,0.7x,,中性★,— 目前無買入信號,$43.3 ~ $44.2,$42.2
3017.TW,奇鋐,2555.0,-1.16,三線多頭,45.1,↓,MA20下方,81%,PE:52.9,EPS:48.29,營收:128%,1.0x,外資賣超,稍強★★,🎯 一條件滿足 — 待確認,"$2,268.6 ~ $2,314.2","$2,279.5"
2530.TW,華建,21.049999237060547,-1.41,偏空,40.8,↑,MA20下方,8%,PE:10.6,EPS:1.99,營收:-91%,1.9x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$19.9 ~ $20.3,$19.4
2317.TW,鴻海,244.5,-2.59,多空分歧,64.4,↑,MA20上方,83%,PE:18.2,EPS:13.40,營收:22%,1.2x,外資賣超,偏弱,— 目前無買入信號,$196.3 ~ $200.2,$197.4
MU,美光,776.010009765625,-3.44,三線多頭,79.4,↑,MA20上方,94%,PE:36.6,EPS:21.22,營收:196%,1.4x,,稍強★★,— 目前無買入信號,$337.9 ~ $344.7,$422.8
00631L.TW,元大台灣50正2,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,1.3x,外資買超,中性★,— 目前無買入信號,$25.4 ~ $25.9,$24.7
00910.TW,第一金太空衛星,,,偏多,,↑,MA20下方,nan%,PE:34.9,EPS:--,營收:--,0.7x,外資買超,稍強★★,— 目前無買入信號,$63.9 ~ $65.2,$62.3
2308.TW,台達電,2155.0,-0.46,多空分歧,61.9,↓,MA20上方,89%,PE:93.5,EPS:23.06,營收:34%,0.6x,外資買超,中性★,— 目前無買入信號,"$1,776.1 ~ $1,811.8","$1,731.5"
