標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↑,MA20下方,nan%,PE:20.0,EPS:37.81,營收:12%,0.6x,,中性★,— 目前無買入信號,$676.6 ~ $690.2,$659.6
00909.TW,國泰智能電動車ETF,,,三線空頭,,↓,MA20下方,nan%,PE:16.0,EPS:--,營收:--,1.5x,外資賣超,迴避,— 目前無買入信號,$35.1 ~ $35.8,$34.2
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:15.1,EPS:--,營收:--,2.6x,外資賣超,偏弱,— 目前無買入信號,$36.3 ~ $37.0,$35.4
6111.TWO,6111擎亞,,,三線空頭,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:98%,0.5x,,迴避,— 目前無買入信號,$39.7 ~ $40.5,$38.7
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:16.2,EPS:--,營收:--,0.8x,外資賣超,偏弱,— 目前無買入信號,$21.2 ~ $21.6,$20.6
3017.TW,奇鋐,,,多空分歧,,↑,MA20下方,nan%,PE:42.8,EPS:48.32,營收:128%,0.4x,外資賣超,中性★,— 目前無買入信號,"$1,656.7 ~ $1,690.0","$1,615.0"
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:16.1,EPS:--,營收:--,0.5x,外資買超,中性★,— 目前無買入信號,$49.8 ~ $50.8,$48.6
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:11.6,EPS:--,營收:--,0.8x,外資賣超,偏弱,— 目前無買入信號,$21.7 ~ $22.2,$21.2
NVDA,NVIDIA,176.66000366210938,0.52,多空分歧,46.0,↓,MA20下方,72%,PE:36.1,EPS:4.90,營收:73%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$163.4 ~ $166.7,$159.3
GEV,GE Vernova,894.7999877929688,0.0,三線多頭,62.7,↓,MA20上方,92%,PE:50.5,EPS:17.72,營收:4%,0.4x,,稍強★★,— 目前無買入信號,$772.6 ~ $788.2,$753.2
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:27.3,EPS:66.22,營收:20%,0.9x,外資賣超,偏弱,— 目前無買入信號,"$1,751.2 ~ $1,786.4","$1,707.2"
AMD,AMD,214.19000244140625,1.89,多空分歧,63.4,↑,MA20上方,72%,PE:82.0,EPS:2.61,營收:34%,0.5x,,中性★,— 目前無買入信號,$188.1 ~ $191.9,$183.3
TSM,台積電ADR,338.4800109863281,-0.88,多空分歧,50.5,↓,MA20上方,80%,PE:32.7,EPS:10.35,營收:20%,0.5x,,偏弱,🎯 一條件滿足 — 待確認,$312.2 ~ $318.5,$304.4
2317.TW,鴻海,,,三線空頭,,↓,MA20下方,nan%,PE:14.4,EPS:13.40,營收:22%,0.6x,外資賣超,迴避,— 目前無買入信號,$186.6 ~ $190.3,$181.9
2530.TW,華建,,,三線空頭,,↑,MA20下方,nan%,PE:12.1,EPS:1.99,營收:-91%,1.4x,外資賣超,迴避,— 目前無買入信號,$24.4 ~ $24.9,$23.8
MU,美光,364.2850036621094,-0.97,多空分歧,36.5,↓,MA20下方,74%,PE:17.2,EPS:21.19,營收:196%,1.3x,,中性★,🎯 一條件滿足 — 待確認,$309.9 ~ $316.2,$302.1
LRCX,科林研發,218.52499389648438,-1.57,三線多頭,53.0,↓,MA20下方,81%,PE:45.0,EPS:4.86,營收:22%,0.3x,,稍強★★,🎯 一條件滿足 — 待確認,$193.1 ~ $197.0,$188.3
00631L.TW,元大台灣50正2,,,偏空,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,25.8x,外資賣超,迴避,— 目前無買入信號,$19.0 ~ $19.4,$18.5
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:32.4,EPS:--,營收:--,1.6x,外資買超,中性★,— 目前無買入信號,$52.1 ~ $53.1,$50.8
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:62.1,EPS:23.01,營收:42%,0.8x,外資賣超,偏弱,— 目前無買入信號,"$1,189.0 ~ $1,212.9","$1,159.1"
