標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:21.8,EPS:--,營收:--,0.2x,外資賣超,偏弱,— 目前無買入信號,$45.7 ~ $46.6,$44.5
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:21.3,EPS:--,營收:--,0.8x,外資買超,中性★,— 目前無買入信號,$47.4 ~ $48.4,$46.2
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:23.3,EPS:--,營收:--,0.5x,外資買超,中性★,— 目前無買入信號,$29.9 ~ $30.5,$29.1
3017.TW,奇鋐,2525.0,9.78,多空分歧,49.0,↓,MA20上方,79%,PE:42.1,EPS:60.03,營收:110%,0.7x,外資買超,中性★,— 目前無買入信號,"$2,163.6 ~ $2,207.1","$2,153.4"
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:18.3,EPS:--,營收:--,0.7x,外資賣超,偏弱,— 目前無買入信號,$55.4 ~ $56.5,$54.0
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:15.5,EPS:--,營收:--,1.0x,外資賣超,偏弱,— 目前無買入信號,$27.6 ~ $28.1,$26.9
AMD,AMD,579.4010009765625,7.4,三線多頭,66.4,↓,多頭排列,99%,PE:191.9,EPS:3.02,營收:38%,0.5x,,稍強★★,— 目前無買入信號,$435.0 ~ $443.8,$424.1
LRCX,科林研發,432.60589599609375,5.28,三線多頭,69.0,↑,多頭排列,99%,PE:81.6,EPS:5.30,營收:24%,0.7x,,稍強★★,— 目前無買入信號,$295.4 ~ $301.4,$293.5
GEV,GE Vernova,1154.7550048828125,4.74,三線多頭,69.4,↑,多頭排列,96%,PE:33.8,EPS:34.18,營收:16%,0.6x,,稍強★★,— 目前無買入信號,$837.1 ~ $853.9,$829.9
TSM,台積電ADR,471.44000244140625,3.59,三線多頭,61.5,↑,多頭排列,98%,PE:41.0,EPS:11.51,營收:35%,0.7x,,強勢★★★,— 目前無買入信號,$401.4 ~ $409.5,$392.4
3293.TWO,鈊象電子,789.0,2.6,三線多頭,47.1,↓,MA20上方,66%,PE:20.9,EPS:37.83,營收:17%,1.6x,,稍強★★,— 目前無買入信號,$736.3 ~ $751.1,$717.8
NVDA,NVIDIA,198.81500244140625,1.97,多空分歧,41.9,↓,MA20下方,56%,PE:30.4,EPS:6.53,營收:85%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$188.9 ~ $192.6,$184.1
6111.TWO,6111擎亞,44.20000076293945,1.84,多空分歧,48.2,↓,MA20上方,30%,PE:--,EPS:-4.63,營收:128%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$41.1 ~ $41.9,$40.1
2317.TW,鴻海,251.0,1.83,多空分歧,29.8,↓,空頭排列,60%,PE:18.7,EPS:13.41,營收:29%,0.8x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$234.1 ~ $238.8,$238.6
2330.TW,台積電,2410.0,1.69,多空分歧,59.6,↓,MA20上方,92%,PE:32.7,EPS:73.71,營收:35%,1.3x,外資賣超,中性★,— 目前無買入信號,"$2,198.9 ~ $2,243.1","$2,143.7"
2530.TW,華建,19.299999237060547,0.78,偏空,51.4,↑,MA20下方,12%,PE:9.7,EPS:1.99,營收:16%,0.6x,外資買超,中性★,🎯🎯 兩條件滿足 — 觀察買入點,$18.2 ~ $18.6,$17.8
MU,美光,1147.0999755859375,0.16,三線多頭,61.1,↓,多頭排列,91%,PE:25.9,EPS:44.21,營收:346%,0.7x,,稍強★★,— 目前無買入信號,$849.8 ~ $866.9,$828.7
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,2.1x,外資買超,中性★,— 目前無買入信號,$31.7 ~ $32.3,$30.9
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:30.6,EPS:--,營收:--,1.1x,外資買超,中性★,— 目前無買入信號,$57.0 ~ $58.2,$55.6
2308.TW,台達電,1950.0,2.36,多空分歧,24.3,↓,MA20下方,71%,PE:84.6,EPS:23.05,營收:34%,1.1x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$1,781.0 ~ $1,816.8","$1,736.3"
