標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:17.5,EPS:42.81,營收:15%,1.3x,,偏弱,— 目前無買入信號,$704.5 ~ $718.6,$686.8
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:18.9,EPS:--,營收:--,0.5x,外資賣超,偏弱,— 目前無買入信號,$41.4 ~ $42.2,$40.3
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:20.3,EPS:--,營收:--,0.5x,外資賣超,稍強★★,— 目前無買入信號,$45.6 ~ $46.5,$44.5
6111.TWO,6111擎亞,,,三線空頭,,↑,MA20下方,nan%,PE:--,EPS:-4.26,營收:174%,0.6x,,偏弱,— 目前無買入信號,$35.6 ~ $36.3,$34.7
00878.TW,國泰永續高股息,,,偏多,,↑,MA20下方,nan%,PE:18.2,EPS:--,營收:--,0.6x,外資賣超,中性★,— 目前無買入信號,$29.2 ~ $29.8,$28.5
3017.TW,奇鋐,,,多空分歧,,↑,MA20下方,nan%,PE:41.8,EPS:74.05,營收:66%,0.7x,外資買超,稍強★★,— 目前無買入信號,"$1,998.0 ~ $2,038.2","$1,947.8"
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:18.3,EPS:--,營收:--,0.7x,外資買超,中性★,— 目前無買入信號,$59.0 ~ $60.2,$57.5
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:15.2,EPS:--,營收:--,0.4x,外資賣超,稍強★★,— 目前無買入信號,$27.8 ~ $28.4,$27.1
NVDA,NVIDIA,219.1699981689453,-0.26,多空分歧,74.2,↑,MA20上方,76%,PE:33.6,EPS:6.53,營收:85%,0.3x,,中性★,— 目前無買入信號,$188.5 ~ $192.3,$184.3
2330.TW,台積電,,,多空分歧,,↑,MA20下方,nan%,PE:27.5,EPS:85.44,營收:36%,0.7x,外資賣超,中性★,— 目前無買入信號,"$2,169.1 ~ $2,212.7","$2,114.6"
TSM,台積電ADR,413.5050048828125,0.02,多空分歧,58.1,↑,MA20上方,75%,PE:31.0,EPS:13.35,營收:36%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$370.9 ~ $378.3,$361.5
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:17.6,EPS:13.94,營收:41%,0.5x,外資賣超,偏弱,— 目前無買入信號,$225.4 ~ $229.9,$219.7
2530.TW,華建,,,偏空,,↓,MA20下方,nan%,PE:30.2,EPS:0.63,營收:-99%,1.2x,外資賣超,迴避,— 目前無買入信號,$18.9 ~ $19.2,$18.4
MU,美光,937.1599731445312,-0.38,三線多頭,58.2,↑,MA20上方,72%,PE:21.2,EPS:44.22,營收:346%,0.5x,,強勢★★★,— 目前無買入信號,$734.2 ~ $748.9,$715.7
GEV,GE Vernova,980.3499755859375,-2.41,多空分歧,49.7,↑,MA20下方,68%,PE:28.1,EPS:34.86,營收:22%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$893.2 ~ $911.1,$870.7
AMD,AMD,468.1700134277344,-3.35,多空分歧,45.8,↑,MA20下方,73%,PE:119.4,EPS:3.92,營收:50%,0.3x,,中性★,🎯 一條件滿足 — 待確認,$421.9 ~ $430.4,$411.3
LRCX,科林研發,309.0050048828125,-5.77,多空分歧,54.2,↑,MA20上方,62%,PE:53.6,EPS:5.77,營收:30%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$249.2 ~ $254.3,$243.0
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,1.2x,外資賣超,稍強★★,— 目前無買入信號,$27.2 ~ $27.8,$26.5
00910.TW,第一金太空衛星,,,多空分歧,,↑,MA20下方,nan%,PE:24.8,EPS:--,營收:--,0.2x,外資買超,中性★,— 目前無買入信號,$51.2 ~ $52.3,$50.0
2308.TW,台達電,,,多空分歧,,↑,MA20下方,nan%,PE:56.4,EPS:31.30,營收:48%,1.0x,外資賣超,中性★,— 目前無買入信號,"$1,417.9 ~ $1,446.4","$1,382.2"
