標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:19.9,EPS:--,營收:--,0.4x,外資買超,中性★,— 目前無買入信號,$42.3 ~ $43.1,$41.2
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:21.3,EPS:--,營收:--,0.5x,外資賣超,稍強★★,— 目前無買入信號,$50.7 ~ $51.8,$49.5
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:18.9,EPS:--,營收:--,0.8x,外資買超,強勢★★★,— 目前無買入信號,$31.5 ~ $32.1,$30.7
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:19.0,EPS:--,營收:--,0.4x,外資賣超,稍強★★,— 目前無買入信號,$59.9 ~ $61.1,$58.4
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:16.3,EPS:--,營收:--,0.9x,外資賣超,稍強★★,— 目前無買入信號,$29.4 ~ $30.0,$28.7
NVDA,NVIDIA,229.4550018310547,2.25,三線多頭,53.0,↑,MA20上方,91%,PE:29.0,EPS:7.90,營收:106%,0.6x,,強勢★★★,🎯 一條件滿足 — 待確認,$206.2 ~ $210.4,$201.0
GEV,GE Vernova,942.4149780273438,2.22,偏空,29.5,↓,MA20下方,62%,PE:27.0,EPS:34.85,營收:22%,0.4x,,迴避,🎯 一條件滿足 — 待確認,$862.0 ~ $879.3,$847.8
2530.TW,華建,19.549999237060547,1.56,多空分歧,51.4,↑,MA20上方,13%,PE:31.0,EPS:0.63,營收:-99%,0.7x,外資買超,中性★,🎯🎯 兩條件滿足 — 觀察買入點,$18.7 ~ $19.0,$18.2
LRCX,科林研發,290.1400146484375,0.63,三線空頭,29.5,↓,空頭排列,57%,PE:50.3,EPS:5.77,營收:30%,0.4x,,迴避,🎯 一條件滿足 — 待確認,$276.6 ~ $282.2,$269.7
2330.TW,台積電,2390.0,0.21,多空分歧,49.2,↓,MA20下方,90%,PE:28.0,EPS:85.38,營收:36%,0.4x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$2,323.3 ~ $2,370.0","$2,264.9"
TSM,台積電ADR,415.6600036621094,0.04,偏空,42.5,↓,MA20下方,75%,PE:30.9,EPS:13.46,營收:36%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$403.1 ~ $411.2,$393.0
AMD,AMD,456.2799987792969,-0.17,三線空頭,27.7,↓,空頭排列,71%,PE:116.1,EPS:3.93,營收:50%,0.3x,,迴避,🎯 一條件滿足 — 待確認,$438.3 ~ $447.1,$427.3
6111.TWO,6111擎亞,37.400001525878906,-0.27,多空分歧,51.3,↑,MA20上方,11%,PE:--,EPS:-4.20,營收:174%,0.4x,,中性★,— 目前無買入信號,$35.2 ~ $35.9,$34.3
3017.TW,奇鋐,3300.0,-0.3,多空分歧,53.5,↑,MA20上方,91%,PE:44.5,EPS:74.14,營收:66%,0.8x,外資買超,稍強★★,— 目前無買入信號,"$2,596.5 ~ $2,648.7","$2,531.2"
MU,美光,949.5612182617188,-0.68,偏多,46.6,↑,多頭排列,73%,PE:21.4,EPS:44.27,營收:346%,0.5x,,稍強★★,— 目前無買入信號,$840.4 ~ $857.3,$819.3
3293.TWO,鈊象電子,703.0,-0.71,多空分歧,35.0,↓,空頭排列,38%,PE:16.4,EPS:42.83,營收:15%,0.6x,,偏弱,🎯 一條件滿足 — 待確認,$669.3 ~ $682.7,$675.1
2317.TW,鴻海,247.5,-1.39,多空分歧,37.2,↓,MA20下方,53%,PE:16.4,EPS:15.11,營收:41%,0.4x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$236.3 ~ $241.1,$230.9
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,0.8x,外資買超,強勢★★★,— 目前無買入信號,$33.1 ~ $33.8,$32.3
00910.TW,第一金太空衛星,,,三線空頭,,↓,MA20下方,nan%,PE:22.8,EPS:--,營收:--,0.2x,外資買超,迴避,— 目前無買入信號,$56.3 ~ $57.4,$54.9
2308.TW,台達電,1760.0,1.73,多空分歧,37.6,↑,MA20下方,57%,PE:56.2,EPS:31.31,營收:48%,0.8x,外資買超,稍強★★,🎯 一條件滿足 — 待確認,"$1,626.8 ~ $1,659.5","$1,586.0"
