標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,706.0,2.92,多空分歧,36.5,↓,MA20下方,39%,PE:18.1,EPS:38.97,營收:17%,0.7x,,偏弱,🎯 一條件滿足 — 待確認,$678.6 ~ $692.2,$661.5
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:19.2,EPS:--,營收:--,0.1x,外資買超,中性★,— 目前無買入信號,$42.8 ~ $43.7,$41.7
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:20.0,EPS:--,營收:--,2.9x,外資賣超,偏弱,— 目前無買入信號,$50.1 ~ $51.2,$48.9
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:21.8,EPS:--,營收:--,1.0x,外資買超,中性★,— 目前無買入信號,$31.6 ~ $32.3,$30.8
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:18.3,EPS:--,營收:--,0.6x,外資買超,中性★,— 目前無買入信號,$59.3 ~ $60.5,$57.8
2530.TW,華建,20.049999237060547,2.82,多空分歧,57.9,↑,MA20上方,17%,PE:9.8,EPS:2.05,營收:16%,1.5x,外資賣超,中性★,— 目前無買入信號,$18.3 ~ $18.6,$17.8
00910.TW,第一金太空衛星,54.650001525878906,2.34,多空分歧,22.1,↓,空頭排列,39%,PE:26.0,EPS:--,營收:--,0.4x,外資買超,中性★,🎯 一條件滿足 — 待確認,$53.0 ~ $54.0,$51.7
GEV,GE Vernova,1079.1800537109375,2.02,多空分歧,47.2,↓,MA20下方,82%,PE:31.6,EPS:34.17,營收:16%,0.7x,,偏弱,🎯 一條件滿足 — 待確認,$977.1 ~ $996.7,$952.5
6111.TWO,6111擎亞,40.79999923706055,2.0,多空分歧,31.5,↓,MA20下方,11%,PE:--,EPS:-4.72,營收:128%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$39.0 ~ $39.7,$38.0
MU,美光,865.4600219726562,1.94,多空分歧,24.5,↓,空頭排列,66%,PE:19.6,EPS:44.23,營收:346%,1.0x,,中性★,🎯 一條件滿足 — 待確認,$781.2 ~ $796.9,$779.9
AMD,AMD,503.57000732421875,1.58,多空分歧,44.3,↓,空頭排列,81%,PE:166.7,EPS:3.02,營收:38%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$457.9 ~ $467.1,$446.4
2330.TW,台積電,2320.0,1.31,多空分歧,42.1,↓,空頭排列,85%,PE:26.8,EPS:86.54,營收:36%,1.4x,外資賣超,中性★,🎯 一條件滿足 — 待確認,"$2,278.6 ~ $2,324.3","$2,221.3"
TSM,台積電ADR,402.29998779296875,0.99,多空分歧,32.4,↓,空頭排列,70%,PE:30.1,EPS:13.35,營收:36%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$384.1 ~ $391.8,$374.4
NVDA,NVIDIA,203.27999877929688,0.23,多空分歧,57.5,↑,MA20上方,54%,PE:31.1,EPS:6.53,營收:85%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$188.7 ~ $192.4,$184.1
2317.TW,鴻海,234.5,0.21,多空分歧,35.2,↓,空頭排列,52%,PE:17.4,EPS:13.44,營收:29%,0.7x,外資買超,中性★,🎯 一條件滿足 — 待確認,$228.8 ~ $233.4,$223.1
00631L.TW,元大台灣50正2,32.060001373291016,-0.34,多空分歧,21.8,↓,空頭排列,69%,PE:--,EPS:--,營收:--,2.1x,外資買超,偏弱,🎯 一條件滿足 — 待確認,$31.5 ~ $32.2,$30.7
00919.TW,群益台灣精選高息,28.549999237060547,-1.31,多空分歧,36.3,↓,空頭排列,80%,PE:15.0,EPS:--,營收:--,1.0x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$28.3 ~ $28.8,$27.6
2308.TW,台達電,1705.0,-2.01,多空分歧,31.3,↓,空頭排列,58%,PE:62.9,EPS:27.11,營收:34%,0.9x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$1,656.7 ~ $1,690.0","$1,615.0"
LRCX,科林研發,306.760009765625,-2.09,多空分歧,27.9,↓,空頭排列,62%,PE:58.0,EPS:5.29,營收:24%,0.7x,,偏弱,🎯 一條件滿足 — 待確認,$286.5 ~ $292.3,$289.7
3017.TW,奇鋐,2135.0,-2.95,多空分歧,32.6,↓,空頭排列,60%,PE:35.6,EPS:59.99,營收:110%,0.7x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$1,984.0 ~ $2,023.9","$1,954.5"
