標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:18.9,EPS:37.85,營收:17%,0.9x,,偏弱,— 目前無買入信號,$713.4 ~ $727.8,$695.5
00909.TW,國泰智能電動車ETF,,,三線多頭,,↑,MA20下方,nan%,PE:20.9,EPS:--,營收:--,0.5x,外資買超,強勢★★★,— 目前無買入信號,$41.2 ~ $42.1,$40.2
0056.TW,元大高股息,,,多空分歧,,↑,MA20下方,nan%,PE:17.8,EPS:--,營收:--,1.1x,外資買超,中性★,— 目前無買入信號,$40.0 ~ $40.8,$39.0
6111.TWO,6111擎亞,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:-4.63,營收:98%,1.3x,,中性★,— 目前無買入信號,$43.3 ~ $44.2,$42.2
00878.TW,國泰永續高股息,,,偏多,,↑,MA20下方,nan%,PE:19.4,EPS:--,營收:--,2.2x,外資賣超,中性★,— 目前無買入信號,$24.3 ~ $24.7,$23.6
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:50.1,EPS:48.12,營收:110%,0.7x,外資賣超,偏弱,— 目前無買入信號,"$2,338.2 ~ $2,385.2","$2,279.5"
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:16.7,EPS:--,營收:--,1.0x,外資賣超,稍強★★,— 目前無買入信號,$52.4 ~ $53.5,$51.1
00919.TW,群益台灣精選高息,25.639999389648438,-0.47,偏多,86.0,↑,MA20上方,90%,PE:13.5,EPS:--,營收:--,1.0x,外資賣超,中性★,— 目前無買入信號,$22.4 ~ $22.9,$22.6
NVDA,NVIDIA,219.86000061035156,-2.42,三線多頭,54.7,↑,MA20上方,84%,PE:45.0,EPS:4.89,營收:73%,0.6x,,強勢★★★,— 目前無買入信號,$188.1 ~ $191.8,$188.9
2330.TW,台積電,,,三線多頭,,↓,MA20下方,nan%,PE:30.4,EPS:73.61,營收:35%,0.9x,外資賣超,稍強★★,— 目前無買入信號,"$2,014.9 ~ $2,055.4","$1,964.2"
2317.TW,鴻海,,,多空分歧,,↑,MA20下方,nan%,PE:18.6,EPS:13.39,營收:29%,1.0x,外資買超,中性★,— 目前無買入信號,$203.5 ~ $207.6,$198.4
2530.TW,華建,,,三線空頭,,↑,MA20下方,nan%,PE:10.5,EPS:1.99,營收:16%,1.0x,外資賣超,迴避,— 目前無買入信號,$19.9 ~ $20.3,$19.4
00910.TW,第一金太空衛星,75.80000305175781,1.81,三線多頭,76.8,↑,多頭排列,100%,PE:36.1,EPS:--,營收:--,1.6x,外資買超,強勢★★★,— 目前無買入信號,$62.4 ~ $63.6,$62.3
00631L.TW,元大台灣50正2,30.90999984741211,-1.12,多空分歧,57.9,↓,MA20上方,90%,PE:--,EPS:--,營收:--,1.6x,外資賣超,迴避,— 目前無買入信號,$25.5 ~ $26.0,$25.1
AMD,AMD,413.05999755859375,-2.6,多空分歧,67.7,↓,MA20上方,84%,PE:137.2,EPS:3.01,營收:38%,0.4x,,中性★,— 目前無買入信號,$262.1 ~ $267.4,$268.3
TSM,台積電ADR,392.2099914550781,-3.0,三線多頭,49.9,↓,MA20下方,87%,PE:33.7,EPS:11.65,營收:35%,0.7x,,稍強★★,🎯 一條件滿足 — 待確認,$363.3 ~ $370.6,$354.2
LRCX,科林研發,274.2449951171875,-3.68,多空分歧,60.0,↓,MA20上方,88%,PE:51.7,EPS:5.30,營收:24%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$237.7 ~ $242.5,$234.4
GEV,GE Vernova,986.9949951171875,-5.93,多空分歧,36.5,↓,空頭排列,74%,PE:28.9,EPS:34.20,營收:16%,0.7x,,偏弱,🎯 一條件滿足 — 待確認,$975.2 ~ $994.8,$950.7
MU,美光,669.5999755859375,-7.6,多空分歧,65.5,↑,MA20上方,80%,PE:31.7,EPS:21.16,營收:196%,1.3x,,中性★,— 目前無買入信號,$374.2 ~ $381.7,$428.1
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:87.7,EPS:23.03,營收:34%,0.8x,外資買超,中性★,— 目前無買入信號,"$1,850.7 ~ $1,887.9","$1,804.2"
