標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↑,MA20下方,nan%,PE:19.7,EPS:37.88,營收:17%,1.2x,,中性★,— 目前無買入信號,$706.6 ~ $720.8,$688.9
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:20.0,EPS:--,營收:--,0.5x,,偏弱,— 目前無買入信號,$45.3 ~ $46.2,$44.1
0056.TW,元大高股息,,,偏多,,↓,MA20下方,nan%,PE:20.9,EPS:--,營收:--,0.9x,,中性★,— 目前無買入信號,$48.2 ~ $49.2,$47.0
6111.TWO,6111擎亞,,,偏空,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.5x,,偏弱,— 目前無買入信號,$41.6 ~ $42.5,$40.6
00878.TW,國泰永續高股息,,,偏多,,↓,MA20下方,nan%,PE:23.1,EPS:--,營收:--,0.5x,,中性★,— 目前無買入信號,$30.9 ~ $31.5,$30.1
3017.TW,奇鋐,,,多空分歧,,↑,MA20下方,nan%,PE:38.7,EPS:60.03,營收:110%,0.7x,,中性★,— 目前無買入信號,"$2,208.9 ~ $2,253.3","$2,153.4"
00713.TW,元大高息低波,,,三線多頭,,↓,MA20下方,nan%,PE:18.4,EPS:--,營收:--,0.3x,,稍強★★,— 目前無買入信號,$57.3 ~ $58.4,$55.8
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:15.8,EPS:--,營收:--,0.7x,,偏弱,— 目前無買入信號,$28.7 ~ $29.3,$28.0
NVDA,NVIDIA,202.2100067138672,2.68,多空分歧,44.5,↓,MA20上方,56%,PE:30.9,EPS:6.54,營收:85%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$188.9 ~ $192.6,$184.1
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:33.5,EPS:73.69,營收:35%,0.8x,,中性★,— 目前無買入信號,"$2,198.9 ~ $2,243.1","$2,143.7"
TSM,台積電ADR,435.7900085449219,0.74,多空分歧,52.3,↓,MA20下方,83%,PE:37.9,EPS:11.51,營收:35%,0.5x,,中性★,🎯🎯 兩條件滿足 — 觀察買入點,$402.5 ~ $410.6,$392.4
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:17.7,EPS:13.39,營收:29%,0.6x,,偏弱,— 目前無買入信號,$234.8 ~ $239.5,$228.9
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:9.8,EPS:1.99,營收:16%,0.3x,,中性★,— 目前無買入信號,$18.3 ~ $18.6,$17.8
LRCX,科林研發,332.94500732421875,2.09,多空分歧,44.0,↓,MA20下方,70%,PE:63.1,EPS:5.28,營收:24%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$304.3 ~ $310.4,$296.6
GEV,GE Vernova,1085.5799560546875,0.79,多空分歧,58.0,↑,MA20上方,84%,PE:31.7,EPS:34.25,營收:16%,0.4x,,中性★,— 目前無買入信號,$851.3 ~ $868.4,$829.9
MU,美光,933.0800170898438,-0.56,多空分歧,44.9,↓,MA20下方,72%,PE:21.1,EPS:44.20,營收:346%,0.9x,,中性★,🎯 一條件滿足 — 待確認,$849.9 ~ $867.0,$828.6
AMD,AMD,511.1300048828125,-0.96,多空分歧,50.6,↓,MA20下方,84%,PE:170.9,EPS:2.99,營收:38%,0.4x,,中性★,🎯🎯 兩條件滿足 — 觀察買入點,$435.0 ~ $443.8,$424.1
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,1.5x,,偏弱,— 目前無買入信號,$31.7 ~ $32.3,$30.9
00910.TW,第一金太空衛星,,,多空分歧,,↑,MA20下方,nan%,PE:29.3,EPS:--,營收:--,0.4x,,中性★,— 目前無買入信號,$57.0 ~ $58.2,$55.6
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:81.7,EPS:23.06,營收:34%,0.9x,,中性★,— 目前無買入信號,"$1,781.0 ~ $1,816.8","$1,736.3"
