標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:19.4,EPS:37.87,營收:12%,1.2x,,偏弱,— 目前無買入信號,$714.4 ~ $728.8,$696.5
00909.TW,國泰智能電動車ETF,,,三線多頭,,↑,MA20下方,nan%,PE:21.1,EPS:--,營收:--,0.9x,外資買超,強勢★★★,— 目前無買入信號,$36.8 ~ $37.5,$35.8
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:17.9,EPS:--,營收:--,1.8x,外資買超,強勢★★★,— 目前無買入信號,$38.1 ~ $38.9,$37.1
6111.TWO,6111擎亞,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:98%,1.0x,,中性★,— 目前無買入信號,$42.2 ~ $43.0,$41.1
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:19.4,EPS:--,營收:--,1.9x,外資賣超,稍強★★,— 目前無買入信號,$22.8 ~ $23.2,$22.2
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:50.6,EPS:48.30,營收:128%,0.9x,外資賣超,偏弱,— 目前無買入信號,"$2,174.1 ~ $2,217.8","$2,119.4"
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:16.7,EPS:--,營收:--,1.9x,外資買超,強勢★★★,— 目前無買入信號,$52.0 ~ $53.1,$50.7
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:13.4,EPS:--,營收:--,2.1x,外資買超,強勢★★★,— 目前無買入信號,$22.6 ~ $23.0,$22.0
NVDA,NVIDIA,215.0449981689453,1.68,三線多頭,60.2,↑,MA20上方,97%,PE:43.8,EPS:4.91,營收:73%,0.5x,,強勢★★★,— 目前無買入信號,$184.8 ~ $188.5,$180.2
GEV,GE Vernova,1040.4000244140625,-0.5,多空分歧,56.0,↓,MA20下方,82%,PE:30.4,EPS:34.19,營收:16%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$934.8 ~ $953.6,$940.4
2330.TW,台積電,,,三線多頭,,↑,MA20下方,nan%,PE:31.1,EPS:73.69,營收:35%,0.9x,外資賣超,稍強★★,— 目前無買入信號,"$1,960.2 ~ $1,999.5","$1,910.9"
AMD,AMD,446.2699890136719,9.26,三線多頭,80.1,↑,多頭排列,99%,PE:149.7,EPS:2.98,營收:38%,0.8x,,稍強★★,— 目前無買入信號,$212.5 ~ $216.7,$234.8
TSM,台積電ADR,407.6600036621094,-1.57,三線多頭,68.1,↑,多頭排列,95%,PE:35.0,EPS:11.64,營收:35%,1.0x,,強勢★★★,— 目前無買入信號,$354.1 ~ $361.2,$349.7
2317.TW,鴻海,,,多空分歧,,↑,MA20下方,nan%,PE:18.6,EPS:13.41,營收:22%,1.6x,外資買超,中性★,— 目前無買入信號,$197.5 ~ $201.5,$192.5
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:10.8,EPS:1.99,營收:-91%,1.9x,外資賣超,偏弱,— 目前無買入信號,$19.9 ~ $20.3,$19.4
MU,美光,732.7349853515625,13.32,三線多頭,87.5,↑,多頭排列,99%,PE:34.5,EPS:21.21,營收:196%,1.4x,,強勢★★★,— 目前無買入信號,$352.6 ~ $359.7,$396.2
LRCX,科林研發,295.375,3.09,三線多頭,63.7,↑,多頭排列,99%,PE:55.7,EPS:5.30,營收:24%,0.3x,,稍強★★,— 目前無買入信號,$239.1 ~ $243.9,$234.4
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,1.9x,外資買超,強勢★★★,— 目前無買入信號,$23.2 ~ $23.7,$22.6
00910.TW,第一金太空衛星,,,三線多頭,,↓,MA20下方,nan%,PE:32.0,EPS:--,營收:--,1.2x,外資賣超,中性★,— 目前無買入信號,$63.9 ~ $65.2,$62.3
2308.TW,台達電,,,三線多頭,,↑,MA20下方,nan%,PE:95.5,EPS:23.03,營收:34%,1.0x,外資賣超,稍強★★,— 目前無買入信號,"$1,666.6 ~ $1,700.1","$1,624.8"
