標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:19.1,EPS:--,營收:--,2.2x,外資買超,中性★,— 目前無買入信號,$32.9 ~ $33.5,$32.1
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:16.3,EPS:--,營收:--,3.5x,外資買超,強勢★★★,— 目前無買入信號,$36.0 ~ $36.7,$35.1
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:17.2,EPS:--,營收:--,2.2x,外資買超,強勢★★★,— 目前無買入信號,$21.7 ~ $22.1,$21.1
00713.TW,元大高息低波,,,偏多,,↑,MA20下方,nan%,PE:16.3,EPS:--,營收:--,2.1x,外資賣超,中性★,— 目前無買入信號,$50.4 ~ $51.4,$49.1
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:12.4,EPS:--,營收:--,2.0x,外資賣超,稍強★★,— 目前無買入信號,$21.9 ~ $22.3,$21.3
GEV,GE Vernova,1149.530029296875,1.95,三線多頭,91.2,↑,多頭排列,96%,PE:33.6,EPS:34.17,營收:16%,1.0x,,稍強★★,— 目前無買入信號,$784.6 ~ $800.4,$782.8
2317.TW,鴻海,225.0,1.81,多空分歧,81.1,↑,多頭排列,70%,PE:16.8,EPS:13.41,營收:22%,2.9x,外資買超,中性★,— 目前無買入信號,$183.7 ~ $187.4,$181.9
2330.TW,台積電,2080.0,1.46,三線多頭,74.7,↑,多頭排列,96%,PE:28.2,EPS:73.63,營收:35%,1.5x,外資買超,強勢★★★,— 目前無買入信號,"$1,712.3 ~ $1,746.7","$1,707.2"
AMD,AMD,305.3299865722656,0.62,三線多頭,96.4,↑,多頭排列,98%,PE:117.0,EPS:2.61,營收:34%,0.9x,,稍強★★,— 目前無買入信號,$173.2 ~ $176.6,$187.1
2530.TW,華建,21.75,0.0,三線空頭,4.3,↓,空頭排列,3%,PE:10.9,EPS:1.99,營收:-91%,2.4x,外資買超,迴避,🎯 一條件滿足 — 待確認,$21.1 ~ $21.5,$20.8
3017.TW,奇鋐,2680.0,-0.56,三線多頭,79.4,↑,多頭排列,92%,PE:55.6,EPS:48.24,營收:128%,0.9x,外資賣超,稍強★★,— 目前無買入信號,"$1,869.5 ~ $1,907.1","$1,886.6"
MU,美光,481.7200012207031,-1.18,三線多頭,84.9,↑,多頭排列,97%,PE:22.7,EPS:21.21,營收:196%,1.3x,,稍強★★,— 目前無買入信號,$309.1 ~ $315.3,$302.1
TSM,台積電ADR,382.6600036621094,-1.23,三線多頭,72.3,↑,多頭排列,97%,PE:32.7,EPS:11.70,營收:35%,0.9x,,強勢★★★,— 目前無買入信號,$312.2 ~ $318.5,$304.4
NVDA,NVIDIA,199.63999938964844,-1.41,多空分歧,83.3,↑,MA20上方,89%,PE:40.7,EPS:4.90,營收:73%,0.6x,,中性★,— 目前無買入信號,$160.4 ~ $163.6,$159.3
6111.TWO,6111擎亞,48.599998474121094,-1.62,多空分歧,84.2,↑,多頭排列,36%,PE:--,EPS:-4.63,營收:98%,2.2x,,偏弱,— 目前無買入信號,$39.3 ~ $40.1,$38.7
LRCX,科林研發,258.55999755859375,-2.63,多空分歧,71.0,↑,MA20上方,93%,PE:53.2,EPS:4.86,營收:22%,1.1x,,中性★,— 目前無買入信號,$193.2 ~ $197.1,$192.6
3293.TWO,鈊象電子,761.0,-3.67,多空分歧,48.1,↓,MA20下方,43%,PE:20.1,EPS:37.82,營收:12%,1.4x,,偏弱,🎯 一條件滿足 — 待確認,$727.3 ~ $742.0,$709.1
00631L.TW,元大台灣50正2,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,56.3x,外資賣超,偏弱,— 目前無買入信號,$19.1 ~ $19.5,$18.7
00910.TW,第一金太空衛星,,,三線多頭,,↑,MA20下方,nan%,PE:33.3,EPS:--,營收:--,3.2x,外資買超,強勢★★★,— 目前無買入信號,$54.2 ~ $55.3,$52.9
2308.TW,台達電,1980.0,-1.74,三線多頭,85.3,↑,多頭排列,93%,PE:85.5,EPS:23.17,營收:42%,1.3x,外資賣超,中性★,— 目前無買入信號,"$1,279.5 ~ $1,305.2","$1,324.0"
