標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,三線空頭,,↓,MA20下方,nan%,PE:15.8,EPS:--,營收:--,1.8x,外資賣超,迴避,— 目前無買入信號,$35.6 ~ $36.3,$34.7
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:14.8,EPS:--,營收:--,2.7x,外資賣超,偏弱,— 目前無買入信號,$36.3 ~ $37.0,$35.4
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:16.0,EPS:--,營收:--,1.2x,外資賣超,偏弱,— 目前無買入信號,$21.2 ~ $21.6,$20.6
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:15.8,EPS:--,營收:--,0.7x,外資買超,中性★,— 目前無買入信號,$49.8 ~ $50.8,$48.6
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:11.5,EPS:--,營收:--,1.8x,外資賣超,偏弱,— 目前無買入信號,$21.7 ~ $22.2,$21.2
LRCX,科林研發,213.66000366210938,6.87,多空分歧,47.5,↓,MA20下方,79%,PE:43.8,EPS:4.88,營收:22%,1.0x,,偏弱,🎯 一條件滿足 — 待確認,$193.1 ~ $197.0,$188.3
GEV,GE Vernova,872.9000244140625,6.8,多空分歧,53.4,↓,MA20上方,89%,PE:49.5,EPS:17.65,營收:4%,1.1x,,偏弱,🎯 一條件滿足 — 待確認,$772.6 ~ $788.2,$753.2
TSM,台積電ADR,337.95001220703125,6.78,多空分歧,43.3,↓,MA20下方,80%,PE:32.7,EPS:10.35,營收:20%,1.4x,,中性★,🎯 一條件滿足 — 待確認,$312.2 ~ $318.5,$304.4
NVDA,NVIDIA,174.39999389648438,5.59,三線空頭,38.1,↓,MA20下方,70%,PE:35.5,EPS:4.91,營收:73%,1.1x,,迴避,🎯 一條件滿足 — 待確認,$163.4 ~ $166.7,$159.3
MU,美光,337.8399963378906,4.98,多空分歧,32.4,↓,空頭排列,67%,PE:16.0,EPS:21.17,營收:196%,2.6x,,中性★,🎯 一條件滿足 — 待確認,$309.9 ~ $316.2,$302.1
AMD,AMD,203.42999267578125,3.77,多空分歧,49.1,↑,MA20上方,67%,PE:77.9,EPS:2.61,營收:34%,0.9x,,中性★,🎯 一條件滿足 — 待確認,$188.1 ~ $191.9,$183.3
3293.TWO,鈊象電子,753.0,0.27,多空分歧,59.0,↑,MA20上方,47%,PE:19.9,EPS:37.88,營收:12%,1.4x,,中性★,— 目前無買入信號,$665.5 ~ $678.9,$649.9
6111.TWO,6111擎亞,41.150001525878906,-0.84,三線空頭,39.2,↓,空頭排列,5%,PE:--,EPS:-4.63,營收:88%,0.9x,,迴避,🎯 一條件滿足 — 待確認,$39.7 ~ $40.5,$38.7
2330.TW,台積電,1760.0,-1.12,多空分歧,26.9,↓,空頭排列,79%,PE:26.6,EPS:66.18,營收:20%,1.5x,外資賣超,迴避,🎯 一條件滿足 — 待確認,"$1,751.2 ~ $1,786.4","$1,707.2"
2530.TW,華建,24.600000381469727,-1.6,偏空,38.4,↑,MA20下方,0%,PE:12.4,EPS:1.99,營收:-91%,0.6x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$24.1 ~ $24.6,$23.8
2317.TW,鴻海,187.5,-3.35,三線空頭,16.1,↓,空頭排列,50%,PE:14.0,EPS:13.41,營收:22%,1.4x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$186.0 ~ $189.7,$181.9
3017.TW,奇鋐,1990.0,-6.79,偏多,55.9,↑,MA20上方,84%,PE:41.3,EPS:48.16,營收:128%,0.7x,外資賣超,稍強★★,— 目前無買入信號,"$1,601.8 ~ $1,634.0","$1,615.0"
00631L.TW,元大台灣50正2,,,偏空,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,34.1x,外資賣超,迴避,— 目前無買入信號,$19.7 ~ $20.1,$19.2
00910.TW,第一金太空衛星,,,多空分歧,,↑,MA20下方,nan%,PE:30.3,EPS:--,營收:--,2.6x,外資賣超,偏弱,— 目前無買入信號,$52.1 ~ $53.1,$50.8
2308.TW,台達電,1380.0,-7.07,多空分歧,48.3,↓,MA20下方,86%,PE:59.9,EPS:23.02,營收:42%,1.6x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$1,189.0 ~ $1,212.9","$1,159.1"
