標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
2530.TW,華建,19.75,5.05,多空分歧,53.8,↓,MA20上方,15%,PE:31.3,EPS:0.63,營收:-99%,2.0x,,偏弱,🎯 一條件滿足 — 待確認,$18.7 ~ $19.0,$18.2
00631L.TW,元大台灣50正2,37.2599983215332,4.02,偏多,59.6,↑,多頭排列,85%,PE:--,EPS:--,營收:--,1.6x,,稍強★★,— 目前無買入信號,$33.0 ~ $33.7,$32.3
2317.TW,鴻海,256.0,2.4,多空分歧,35.7,↓,MA20上方,60%,PE:16.9,EPS:15.13,營收:41%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$236.8 ~ $241.6,$230.9
0056.TW,元大高股息,54.849998474121094,1.86,三線多頭,73.0,↑,多頭排列,99%,PE:21.5,EPS:--,營收:--,0.5x,,稍強★★,— 目前無買入信號,$49.4 ~ $50.4,$48.1
00878.TW,國泰永續高股息,33.7599983215332,1.75,三線多頭,71.6,↑,多頭排列,100%,PE:19.0,EPS:--,營收:--,1.2x,,稍強★★,— 目前無買入信號,$31.5 ~ $32.1,$30.7
2330.TW,台積電,2440.0,1.46,三線多頭,54.0,↑,多頭排列,93%,PE:28.6,EPS:85.43,營收:36%,0.6x,,強勢★★★,— 目前無買入信號,"$2,323.3 ~ $2,370.0","$2,264.9"
2308.TW,台達電,1865.0,1.36,多空分歧,58.6,↑,MA20上方,63%,PE:59.6,EPS:31.28,營收:48%,0.6x,,中性★,— 目前無買入信號,"$1,616.9 ~ $1,649.4","$1,576.2"
00713.TW,元大高息低波,62.349998474121094,1.3,偏多,72.4,↑,多頭排列,100%,PE:18.7,EPS:--,營收:--,0.5x,,稍強★★,— 目前無買入信號,$59.9 ~ $61.1,$58.4
00919.TW,群益台灣精選高息,32.310001373291016,1.1,三線多頭,84.9,↑,多頭排列,100%,PE:16.2,EPS:--,營收:--,1.1x,,稍強★★,— 目前無買入信號,$29.1 ~ $29.6,$28.7
6111.TWO,6111擎亞,38.150001525878906,0.39,多空分歧,56.3,↑,MA20上方,15%,PE:--,EPS:-4.21,營收:174%,0.5x,,中性★,— 目前無買入信號,$35.2 ~ $35.9,$34.3
00910.TW,第一金太空衛星,57.29999923706055,0.26,三線空頭,14.8,↓,空頭排列,41%,PE:23.1,EPS:--,營收:--,0.2x,,迴避,🎯 一條件滿足 — 待確認,$55.9 ~ $57.0,$54.9
TSM,台積電ADR,414.6000061035156,-0.17,偏空,40.2,↓,MA20下方,75%,PE:30.9,EPS:13.44,營收:36%,0.1x,,偏弱,🎯 一條件滿足 — 待確認,$403.1 ~ $411.2,$393.0
3017.TW,奇鋐,3410.0,-0.44,三線多頭,68.1,↑,多頭排列,98%,PE:45.9,EPS:74.32,營收:66%,0.5x,,強勢★★★,— 目前無買入信號,"$2,563.1 ~ $2,614.6","$2,531.2"
NVDA,NVIDIA,216.94000244140625,-1.74,偏多,44.2,↓,MA20下方,73%,PE:27.5,EPS:7.90,營收:106%,0.1x,,稍強★★,🎯 一條件滿足 — 待確認,$206.2 ~ $210.4,$201.0
GEV,GE Vernova,882.8300170898438,-1.75,三線空頭,29.7,↓,空頭排列,53%,PE:25.3,EPS:34.86,營收:22%,0.1x,,迴避,🎯 一條件滿足 — 待確認,$869.6 ~ $887.1,$847.8
MU,美光,939.3099975585938,-2.03,三線多頭,53.9,↑,MA20上方,72%,PE:21.3,EPS:44.20,營收:346%,0.1x,,強勢★★★,— 目前無買入信號,$822.9 ~ $839.4,$802.2
AMD,AMD,459.1000061035156,-2.47,三線空頭,42.5,↓,MA20下方,71%,PE:117.4,EPS:3.91,營收:50%,0.1x,,迴避,🎯 一條件滿足 — 待確認,$448.2 ~ $457.2,$437.5
3293.TWO,鈊象電子,711.0,-2.6,多空分歧,30.6,↓,MA20下方,42%,PE:16.6,EPS:42.78,營收:15%,2.1x,,偏弱,🎯 一條件滿足 — 待確認,$677.0 ~ $690.6,$675.1
LRCX,科林研發,291.6099853515625,-3.28,三線空頭,42.3,↓,空頭排列,57%,PE:50.6,EPS:5.76,營收:30%,0.1x,,迴避,🎯 一條件滿足 — 待確認,$288.8 ~ $294.6,$282.3
00909.TW,國泰智能電動車ETF,45.90999984741211,-3.99,多空分歧,59.7,↑,MA20上方,69%,PE:20.4,EPS:--,營收:--,0.2x,,中性★,— 目前無買入信號,$42.1 ~ $43.0,$41.2
