標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,偏多,,↑,MA20下方,nan%,PE:20.2,EPS:37.83,營收:12%,0.5x,,稍強★★,— 目前無買入信號,$712.4 ~ $726.7,$694.5
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:17.7,EPS:--,營收:--,0.9x,外資賣超,偏弱,— 目前無買入信號,$35.1 ~ $35.8,$34.2
0056.TW,元大高股息,,,偏多,,↑,MA20下方,nan%,PE:15.7,EPS:--,營收:--,0.9x,外資賣超,中性★,— 目前無買入信號,$36.9 ~ $37.6,$35.9
6111.TWO,6111擎亞,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:-4.63,營收:98%,0.7x,,中性★,— 目前無買入信號,$39.7 ~ $40.5,$38.7
3017.TW,奇鋐,,,三線多頭,,↑,MA20下方,nan%,PE:45.6,EPS:48.24,營收:128%,0.4x,外資賣超,稍強★★,— 目前無買入信號,"$1,805.9 ~ $1,842.2","$1,760.5"
00713.TW,元大高息低波,52.869998931884766,0.7,三線多頭,60.9,↑,多頭排列,94%,PE:16.4,EPS:--,營收:--,0.0x,外資買超,強勢★★★,— 目前無買入信號,$50.4 ~ $51.4,$49.1
2330.TW,台積電,,,三線多頭,,↑,MA20下方,nan%,PE:30.1,EPS:66.20,營收:20%,1.0x,外資賣超,稍強★★,— 目前無買入信號,"$1,751.2 ~ $1,786.4","$1,707.2"
AMD,AMD,246.21499633789062,0.48,多空分歧,73.7,↑,多頭排列,89%,PE:94.0,EPS:2.62,營收:34%,0.3x,,中性★,— 目前無買入信號,$180.0 ~ $183.6,$187.0
GEV,GE Vernova,991.4400024414062,0.01,三線多頭,66.8,↑,多頭排列,98%,PE:56.2,EPS:17.65,營收:4%,0.3x,,稍強★★,— 目前無買入信號,$790.9 ~ $806.8,$782.8
00878.TW,國泰永續高股息,23.010000228881836,-0.04,三線多頭,58.5,↑,多頭排列,87%,PE:16.9,EPS:--,營收:--,1.0x,外資買超,強勢★★★,— 目前無買入信號,$21.6 ~ $22.1,$21.1
TSM,台積電ADR,370.0,-0.16,三線多頭,65.4,↑,多頭排列,92%,PE:35.4,EPS:10.45,營收:20%,0.5x,,稍強★★,— 目前無買入信號,$312.2 ~ $318.5,$304.4
NVDA,NVIDIA,188.09500122070312,-0.28,多空分歧,65.0,↑,多頭排列,79%,PE:38.4,EPS:4.90,營收:73%,0.4x,,中性★,— 目前無買入信號,$163.4 ~ $166.7,$159.3
00919.TW,群益台灣精選高息,22.809999465942383,-0.52,三線多頭,47.7,↑,MA20上方,82%,PE:11.9,EPS:--,營收:--,1.0x,外資賣超,稍強★★,🎯 一條件滿足 — 待確認,$21.9 ~ $22.3,$21.3
2317.TW,鴻海,,,多空分歧,,↑,MA20下方,nan%,PE:14.9,EPS:13.39,營收:22%,0.6x,外資買超,中性★,— 目前無買入信號,$186.6 ~ $190.3,$181.9
2530.TW,華建,,,三線空頭,,↓,MA20下方,nan%,PE:11.5,EPS:1.99,營收:-91%,2.6x,外資買超,迴避,— 目前無買入信號,$22.9 ~ $23.3,$22.3
LRCX,科林研發,262.9700012207031,-0.26,三線多頭,62.8,↑,多頭排列,97%,PE:53.9,EPS:4.88,營收:22%,0.4x,,稍強★★,— 目前無買入信號,$193.8 ~ $197.7,$192.6
00631L.TW,元大台灣50正2,23.6200008392334,-0.34,多空分歧,1.2,↓,MA20下方,1%,PE:--,EPS:--,營收:--,11.0x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$-268.0 ~ $-273.4,$18.5
MU,美光,416.7550048828125,-0.91,偏多,53.2,↑,MA20上方,87%,PE:19.7,EPS:21.20,營收:196%,0.8x,,稍強★★,🎯 一條件滿足 — 待確認,$309.9 ~ $316.2,$302.1
00910.TW,第一金太空衛星,,,三線多頭,,↑,MA20下方,nan%,PE:37.1,EPS:--,營收:--,1.3x,外資賣超,稍強★★,— 目前無買入信號,$54.2 ~ $55.3,$52.9
2308.TW,台達電,,,三線多頭,,↑,MA20下方,nan%,PE:75.4,EPS:23.08,營收:42%,0.6x,外資賣超,稍強★★,— 目前無買入信號,"$1,333.3 ~ $1,360.1","$1,299.8"
