標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,719.0,1.27,多空分歧,44.0,↓,MA20下方,47%,PE:19.0,EPS:37.82,營收:17%,0.5x,,偏弱,🎯 一條件滿足 — 待確認,$676.8 ~ $690.4,$661.5
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:20.7,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$42.8 ~ $43.7,$41.7
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:19.6,EPS:--,營收:--,1.0x,外資買超,中性★,— 目前無買入信號,$47.5 ~ $48.5,$46.3
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:18.3,EPS:--,營收:--,0.5x,外資賣超,偏弱,— 目前無買入信號,$30.9 ~ $31.6,$30.2
3017.TW,奇鋐,2400.0,0.84,多空分歧,47.7,↑,MA20上方,72%,PE:40.0,EPS:59.98,營收:110%,0.4x,外資賣超,中性★,🎯 一條件滿足 — 待確認,"$1,983.6 ~ $2,023.5","$1,954.5"
00713.TW,元大高息低波,,,偏多,,↓,MA20下方,nan%,PE:18.4,EPS:--,營收:--,0.6x,外資賣超,中性★,— 目前無買入信號,$59.3 ~ $60.5,$57.8
2530.TW,華建,20.149999618530273,0.75,多空分歧,58.0,↑,多頭排列,18%,PE:10.4,EPS:1.93,營收:16%,0.8x,外資買超,中性★,— 目前無買入信號,$18.5 ~ $18.9,$18.0
00919.TW,群益台灣精選高息,29.59000015258789,0.34,多空分歧,49.6,↓,MA20上方,88%,PE:14.8,EPS:--,營收:--,0.3x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$28.3 ~ $28.8,$27.6
2317.TW,鴻海,253.0,0.2,三線多頭,67.0,↑,多頭排列,63%,PE:18.9,EPS:13.41,營收:29%,0.5x,外資買超,強勢★★★,— 目前無買入信號,$227.1 ~ $231.7,$223.1
00631L.TW,元大台灣50正2,33.540000915527344,0.12,多空分歧,35.4,↓,空頭排列,74%,PE:--,EPS:--,營收:--,1.1x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$31.5 ~ $32.2,$30.7
2330.TW,台積電,2350.0,0.0,多空分歧,41.7,↓,空頭排列,87%,PE:31.9,EPS:73.56,營收:36%,0.7x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$2,278.6 ~ $2,324.3","$2,221.3"
00910.TW,第一金太空衛星,55.25,-0.81,多空分歧,27.9,↑,空頭排列,40%,PE:22.3,EPS:--,營收:--,0.3x,外資買超,中性★,🎯 一條件滿足 — 待確認,$51.1 ~ $52.1,$51.7
TSM,台積電ADR,399.0899963378906,-1.07,多空分歧,32.3,↓,MA20下方,69%,PE:35.2,EPS:11.34,營收:36%,1.2x,,中性★,🎯 一條件滿足 — 待確認,$384.1 ~ $391.8,$374.4
2308.TW,台達電,1755.0,-1.68,多空分歧,38.8,↑,MA20下方,60%,PE:65.8,EPS:26.68,營收:34%,0.7x,外資買超,稍強★★,🎯 一條件滿足 — 待確認,"$1,656.7 ~ $1,690.0","$1,615.0"
GEV,GE Vernova,996.5700073242188,-1.79,多空分歧,38.4,↓,空頭排列,70%,PE:28.5,EPS:34.91,營收:22%,1.1x,,偏弱,🎯 一條件滿足 — 待確認,$937.2 ~ $956.0,$913.6
MU,美光,900.2000122070312,-2.25,多空分歧,46.5,↓,MA20下方,69%,PE:20.4,EPS:44.21,營收:346%,1.3x,,中性★,🎯 一條件滿足 — 待確認,$799.5 ~ $815.6,$779.9
6111.TWO,6111擎亞,39.900001525878906,-2.56,三線空頭,37.8,↓,MA20下方,5%,PE:--,EPS:-4.63,營收:128%,0.4x,,迴避,🎯 一條件滿足 — 待確認,$38.7 ~ $39.5,$38.0
LRCX,科林研發,291.6099853515625,-4.46,多空分歧,38.7,↓,空頭排列,58%,PE:55.2,EPS:5.28,營收:24%,1.2x,,偏弱,🎯 一條件滿足 — 待確認,$267.8 ~ $273.2,$270.1
NVDA,NVIDIA,196.50999450683594,-4.99,多空分歧,49.7,↓,MA20下方,45%,PE:30.0,EPS:6.54,營收:85%,0.9x,,中性★,🎯 一條件滿足 — 待確認,$188.9 ~ $192.6,$184.1
AMD,AMD,494.95001220703125,-5.17,多空分歧,45.7,↓,MA20下方,79%,PE:166.1,EPS:2.98,營收:38%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$457.9 ~ $467.1,$446.4
