標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:19.1,EPS:37.87,營收:17%,0.7x,,偏弱,— 目前無買入信號,$714.4 ~ $728.8,$696.5
00909.TW,國泰智能電動車ETF,,,三線多頭,,↑,MA20下方,nan%,PE:21.6,EPS:--,營收:--,0.5x,外資買超,強勢★★★,— 目前無買入信號,$41.0 ~ $41.8,$40.0
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:18.1,EPS:--,營收:--,0.7x,外資賣超,稍強★★,— 目前無買入信號,$39.4 ~ $40.2,$38.4
6111.TWO,6111擎亞,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:-4.63,營收:98%,0.7x,,中性★,— 目前無買入信號,$43.3 ~ $44.2,$42.2
00878.TW,國泰永續高股息,,,偏多,,↑,MA20下方,nan%,PE:19.6,EPS:--,營收:--,1.1x,外資買超,稍強★★,— 目前無買入信號,$23.6 ~ $24.1,$23.0
3017.TW,奇鋐,,,三線多頭,,↓,MA20下方,nan%,PE:52.9,EPS:48.34,營收:128%,1.1x,外資賣超,稍強★★,— 目前無買入信號,"$2,338.2 ~ $2,385.2","$2,279.5"
00713.TW,元大高息低波,,,偏多,,↑,MA20下方,nan%,PE:16.9,EPS:--,營收:--,1.6x,外資買超,稍強★★,— 目前無買入信號,$52.4 ~ $53.5,$51.1
00919.TW,群益台灣精選高息,,,偏多,,↑,MA20下方,nan%,PE:13.6,EPS:--,營收:--,1.4x,外資買超,稍強★★,— 目前無買入信號,$23.1 ~ $23.6,$22.5
NVDA,NVIDIA,234.7949981689453,3.97,三線多頭,69.9,↑,多頭排列,98%,PE:47.9,EPS:4.90,營收:73%,0.7x,,強勢★★★,— 目前無買入信號,$187.1 ~ $190.9,$188.9
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:30.8,EPS:73.70,營收:35%,1.0x,外資買超,中性★,— 目前無買入信號,"$2,014.9 ~ $2,055.4","$1,964.2"
TSM,台積電ADR,415.45001220703125,3.91,多空分歧,56.7,↓,多頭排列,97%,PE:35.5,EPS:11.71,營收:35%,1.1x,,中性★,— 目前無買入信號,$362.4 ~ $369.7,$353.3
GEV,GE Vernova,1080.0899658203125,1.65,三線多頭,39.3,↓,MA20上方,87%,PE:31.6,EPS:34.21,營收:16%,0.3x,,稍強★★,🎯 一條件滿足 — 待確認,$972.3 ~ $991.9,$947.9
2317.TW,鴻海,,,多空分歧,,↑,MA20下方,nan%,PE:18.2,EPS:13.40,營收:22%,1.2x,外資賣超,偏弱,— 目前無買入信號,$202.5 ~ $206.6,$197.4
2530.TW,華建,,,偏空,,↑,MA20下方,nan%,PE:10.6,EPS:1.99,營收:-91%,1.9x,外資賣超,迴避,— 目前無買入信號,$19.9 ~ $20.3,$19.4
LRCX,科林研發,299.7325134277344,1.45,三線多頭,64.9,↑,多頭排列,99%,PE:56.7,EPS:5.29,營收:24%,0.3x,,稍強★★,— 目前無買入信號,$236.2 ~ $241.0,$234.4
AMD,AMD,446.1499938964844,0.15,三線多頭,70.7,↑,MA20上方,94%,PE:149.7,EPS:2.98,營收:38%,0.4x,,強勢★★★,— 目前無買入信號,$236.6 ~ $241.4,$263.8
MU,美光,790.22998046875,-1.67,三線多頭,81.8,↑,多頭排列,96%,PE:37.2,EPS:21.22,營收:196%,1.0x,,稍強★★,— 目前無買入信號,$336.3 ~ $343.1,$422.8
00631L.TW,元大台灣50正2,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,1.3x,外資買超,中性★,— 目前無買入信號,$25.4 ~ $25.9,$24.7
00910.TW,第一金太空衛星,,,偏多,,↑,MA20下方,nan%,PE:34.9,EPS:--,營收:--,0.7x,外資買超,稍強★★,— 目前無買入信號,$63.9 ~ $65.2,$62.3
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:93.0,EPS:23.17,營收:34%,0.6x,外資買超,中性★,— 目前無買入信號,"$1,776.1 ~ $1,811.8","$1,731.5"
