標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,799.0,-0.12,偏多,68.3,↑,多頭排列,62%,PE:21.1,EPS:37.84,營收:17%,3.4x,,中性★,— 目前無買入信號,$695.3 ~ $709.3,$688.7
00713.TW,元大高息低波,58.95000076293945,-0.92,多空分歧,66.0,↑,MA20上方,89%,PE:18.0,EPS:--,營收:--,0.8x,,中性★,— 目前無買入信號,$53.1 ~ $54.1,$53.2
6111.TWO,6111擎亞,44.0,-1.12,多空分歧,27.6,↓,MA20下方,29%,PE:--,EPS:-4.63,營收:128%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$41.1 ~ $41.9,$40.1
NVDA,NVIDIA,,,多空分歧,,↓,MA20下方,nan%,PE:31.8,EPS:6.54,營收:85%,1.0x,,中性★,— 目前無買入信號,$203.3 ~ $207.4,$198.2
GEV,GE Vernova,,,多空分歧,,↓,MA20下方,nan%,PE:26.9,EPS:34.23,營收:16%,1.2x,,偏弱,— 目前無買入信號,$916.8 ~ $935.3,$893.8
2330.TW,台積電,2255.0,-2.17,多空分歧,52.6,↓,MA20下方,87%,PE:30.7,EPS:73.53,營收:35%,1.5x,,偏弱,🎯 一條件滿足 — 待確認,"$2,158.8 ~ $2,202.2","$2,119.4"
AMD,AMD,,,多空分歧,,↓,MA20下方,nan%,PE:158.5,EPS:3.00,營收:38%,0.8x,,中性★,— 目前無買入信號,$391.4 ~ $399.3,$381.6
TSM,台積電ADR,,,多空分歧,,↓,MA20下方,nan%,PE:36.8,EPS:11.64,營收:35%,1.7x,,中性★,— 目前無買入信號,$383.1 ~ $390.8,$373.5
2530.TW,華建,20.25,5.74,多空分歧,46.3,↑,MA20上方,17%,PE:10.2,EPS:1.99,營收:16%,2.3x,,中性★,— 目前無買入信號,$17.6 ~ $18.0,$17.2
00919.TW,群益台灣精選高息,30.239999771118164,-1.56,多空分歧,72.0,↑,MA20上方,95%,PE:15.9,EPS:--,營收:--,1.8x,,偏弱,— 目前無買入信號,$24.3 ~ $24.8,$24.5
00878.TW,國泰永續高股息,31.600000381469727,-2.2,多空分歧,68.0,↓,MA20上方,88%,PE:22.0,EPS:--,營收:--,1.0x,,偏弱,— 目前無買入信號,$25.4 ~ $26.0,$25.8
0056.TW,元大高股息,49.619998931884766,-3.18,多空分歧,61.7,↓,MA20上方,82%,PE:19.8,EPS:--,營收:--,1.3x,,偏弱,— 目前無買入信號,$42.0 ~ $42.8,$42.4
00909.TW,國泰智能電動車ETF,47.380001068115234,-3.66,多空分歧,50.4,↓,MA20下方,81%,PE:21.1,EPS:--,營收:--,0.3x,,偏弱,🎯 一條件滿足 — 待確認,$45.1 ~ $46.0,$44.2
2317.TW,鴻海,263.0,-5.23,多空分歧,56.0,↓,MA20下方,70%,PE:19.6,EPS:13.40,營收:29%,1.3x,,偏弱,🎯 一條件滿足 — 待確認,$224.3 ~ $228.8,$232.3
3017.TW,奇鋐,2360.0,-7.27,多空分歧,44.9,↓,MA20下方,72%,PE:39.3,EPS:60.06,營收:110%,0.9x,,中性★,🎯 一條件滿足 — 待確認,"$2,280.4 ~ $2,326.2","$2,231.0"
MU,美光,,,多空分歧,,↓,MA20下方,nan%,PE:44.3,EPS:21.15,營收:196%,2.2x,,中性★,— 目前無買入信號,$648.9 ~ $662.0,$632.6
LRCX,科林研發,,,多空分歧,,↓,MA20下方,nan%,PE:61.7,EPS:5.30,營收:24%,1.3x,,偏弱,— 目前無買入信號,$262.4 ~ $267.7,$255.8
00910.TW,第一金太空衛星,66.9000015258789,-5.51,多空分歧,36.6,↓,空頭排列,65%,PE:31.9,EPS:--,營收:--,3.1x,,偏弱,🎯 一條件滿足 — 待確認,$65.9 ~ $67.3,$64.8
00631L.TW,元大台灣50正2,33.43000030517578,-5.67,多空分歧,54.7,↓,MA20下方,80%,PE:--,EPS:--,營收:--,2.7x,,偏弱,🎯 一條件滿足 — 待確認,$28.4 ~ $28.9,$28.5
2308.TW,台達電,2200.0,-8.9,多空分歧,55.9,↓,MA20下方,82%,PE:94.9,EPS:23.18,營收:34%,1.6x,,偏弱,🎯 一條件滿足 — 待確認,"$1,864.5 ~ $1,902.0","$1,823.6"
