標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,三線多頭,,↑,MA20下方,nan%,PE:20.1,EPS:39.67,營收:17%,1.6x,,稍強★★,— 目前無買入信號,$678.6 ~ $692.2,$661.5
00909.TW,國泰智能電動車ETF,,,三線多頭,,↑,MA20下方,nan%,PE:19.7,EPS:--,營收:--,0.2x,外資賣超,稍強★★,— 目前無買入信號,$41.4 ~ $42.2,$40.3
0056.TW,元大高股息,,,多空分歧,,↑,MA20下方,nan%,PE:20.0,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$45.6 ~ $46.5,$44.5
6111.TWO,6111擎亞,,,三線空頭,,↓,MA20下方,nan%,PE:--,EPS:-4.26,營收:128%,0.3x,,迴避,— 目前無買入信號,$35.6 ~ $36.3,$34.7
00878.TW,國泰永續高股息,,,偏多,,↑,MA20下方,nan%,PE:18.5,EPS:--,營收:--,0.8x,外資賣超,中性★,— 目前無買入信號,$30.1 ~ $30.8,$29.4
3017.TW,奇鋐,,,三線多頭,,↑,MA20下方,nan%,PE:46.4,EPS:59.98,營收:110%,0.7x,外資賣超,稍強★★,— 目前無買入信號,"$2,004.9 ~ $2,045.2","$1,954.5"
00713.TW,元大高息低波,,,偏多,,↓,MA20下方,nan%,PE:18.4,EPS:--,營收:--,0.2x,外資買超,稍強★★,— 目前無買入信號,$59.0 ~ $60.2,$57.5
00919.TW,群益台灣精選高息,,,偏多,,↑,MA20下方,nan%,PE:14.9,EPS:--,營收:--,0.3x,外資賣超,中性★,— 目前無買入信號,$27.8 ~ $28.4,$27.1
NVDA,NVIDIA,221.77000427246094,1.27,三線多頭,64.4,↑,MA20上方,80%,PE:34.0,EPS:6.53,營收:85%,0.4x,,強勢★★★,— 目前無買入信號,$189.0 ~ $192.8,$184.3
2330.TW,台積電,,,偏多,,↑,MA20下方,nan%,PE:32.2,EPS:73.55,營收:36%,0.7x,外資買超,強勢★★★,— 目前無買入信號,"$2,169.1 ~ $2,212.7","$2,114.6"
TSM,台積電ADR,419.80499267578125,0.38,多空分歧,57.1,↑,MA20上方,77%,PE:37.1,EPS:11.33,營收:36%,0.4x,,中性★,— 目前無買入信號,$370.9 ~ $378.3,$361.5
2317.TW,鴻海,,,三線多頭,,↑,MA20下方,nan%,PE:18.7,EPS:13.94,營收:29%,0.6x,外資賣超,稍強★★,— 目前無買入信號,$225.4 ~ $229.9,$219.7
2530.TW,華建,,,多空分歧,,↓,MA20下方,nan%,PE:10.1,EPS:1.93,營收:16%,0.4x,外資買超,中性★,— 目前無買入信號,$18.9 ~ $19.2,$18.4
LRCX,科林研發,308.92999267578125,1.03,多空分歧,50.6,↑,MA20上方,62%,PE:53.7,EPS:5.75,營收:30%,0.3x,,中性★,🎯🎯 兩條件滿足 — 觀察買入點,$249.2 ~ $254.3,$243.0
GEV,GE Vernova,989.5250244140625,-1.08,多空分歧,39.3,↓,MA20下方,69%,PE:28.3,EPS:34.91,營收:22%,0.5x,,偏弱,🎯 一條件滿足 — 待確認,$893.2 ~ $911.1,$870.7
MU,美光,871.2449951171875,-1.16,多空分歧,50.4,↑,MA20下方,66%,PE:19.7,EPS:44.25,營收:346%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$734.2 ~ $748.9,$715.7
AMD,AMD,480.30230712890625,-1.83,多空分歧,46.5,↓,MA20下方,76%,PE:122.8,EPS:3.91,營收:50%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$421.9 ~ $430.4,$411.3
00631L.TW,元大台灣50正2,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,1.0x,外資賣超,偏弱,— 目前無買入信號,$27.2 ~ $27.8,$26.5
00910.TW,第一金太空衛星,,,多空分歧,,↑,MA20下方,nan%,PE:24.6,EPS:--,營收:--,0.2x,外資賣超,偏弱,— 目前無買入信號,$51.2 ~ $52.3,$50.0
2308.TW,台達電,,,多空分歧,,↑,MA20下方,nan%,PE:61.0,EPS:27.05,營收:48%,0.8x,外資賣超,中性★,— 目前無買入信號,"$1,417.9 ~ $1,446.4","$1,382.2"
