標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,734.0,1.52,多空分歧,45.9,↑,MA20上方,56%,PE:19.4,EPS:37.89,營收:17%,1.3x,,中性★,🎯 一條件滿足 — 待確認,$678.6 ~ $692.2,$661.5
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:19.3,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$42.8 ~ $43.7,$41.7
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:18.3,EPS:--,營收:--,2.4x,外資賣超,偏弱,— 目前無買入信號,$47.5 ~ $48.5,$46.3
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:17.4,EPS:--,營收:--,1.5x,外資買超,中性★,— 目前無買入信號,$30.9 ~ $31.6,$30.2
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:18.1,EPS:--,營收:--,0.9x,外資買超,中性★,— 目前無買入信號,$59.3 ~ $60.5,$57.8
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:14.3,EPS:--,營收:--,1.2x,外資買超,中性★,— 目前無買入信號,$28.3 ~ $28.8,$27.6
2530.TW,華建,20.649999618530273,3.77,多空分歧,60.7,↑,多頭排列,21%,PE:10.7,EPS:1.93,營收:16%,2.7x,外資買超,稍強★★,— 目前無買入信號,$18.5 ~ $18.9,$18.0
2317.TW,鴻海,237.0,-0.42,多空分歧,49.6,↑,MA20下方,51%,PE:17.0,EPS:13.95,營收:29%,1.2x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$226.4 ~ $231.0,$223.1
6111.TWO,6111擎亞,37.349998474121094,-2.23,三線空頭,32.4,↓,空頭排列,9%,PE:--,EPS:-4.63,營收:128%,0.9x,,迴避,🎯 一條件滿足 — 待確認,$35.6 ~ $36.3,$34.7
2330.TW,台積電,2200.0,-3.51,多空分歧,32.5,↓,空頭排列,76%,PE:29.9,EPS:73.70,營收:36%,1.7x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$2,169.1 ~ $2,212.7","$2,114.6"
NVDA,NVIDIA,190.00999450683594,-3.55,多空分歧,40.4,↓,MA20下方,36%,PE:29.1,EPS:6.52,營收:85%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$188.9 ~ $192.7,$184.3
TSM,台積電ADR,374.6700134277344,-4.5,多空分歧,22.9,↓,空頭排列,60%,PE:32.9,EPS:11.38,營收:36%,1.5x,,偏弱,🎯 一條件滿足 — 待確認,$371.7 ~ $379.1,$362.3
GEV,GE Vernova,900.280029296875,-4.57,多空分歧,29.8,↓,空頭排列,56%,PE:25.8,EPS:34.91,營收:22%,1.2x,,偏弱,🎯 一條件滿足 — 待確認,$893.2 ~ $911.1,$870.7
AMD,AMD,429.55999755859375,-5.51,多空分歧,29.1,↓,空頭排列,64%,PE:143.2,EPS:3.00,營收:38%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$421.9 ~ $430.4,$411.3
LRCX,科林研發,252.35000610351562,-6.4,多空分歧,19.4,↓,空頭排列,47%,PE:47.8,EPS:5.28,營收:24%,1.4x,,偏弱,🎯 一條件滿足 — 待確認,$249.2 ~ $254.3,$243.0
3017.TW,奇鋐,2095.0,-6.47,多空分歧,39.6,↓,MA20下方,58%,PE:35.0,EPS:59.92,營收:110%,1.0x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$1,944.7 ~ $1,983.8","$1,954.5"
MU,美光,739.0,-9.94,多空分歧,30.6,↓,空頭排列,55%,PE:16.7,EPS:44.23,營收:346%,1.8x,,偏弱,🎯 一條件滿足 — 待確認,$734.2 ~ $748.9,$715.7
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,4.8x,外資賣超,偏弱,— 目前無買入信號,$30.4 ~ $31.0,$29.6
00910.TW,第一金太空衛星,,,多空分歧,,↑,MA20下方,nan%,PE:21.4,EPS:--,營收:--,0.6x,外資買超,中性★,— 目前無買入信號,$53.0 ~ $54.0,$51.7
2308.TW,台達電,1495.0,-5.38,多空分歧,27.5,↓,空頭排列,48%,PE:55.2,EPS:27.06,營收:34%,1.7x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$1,417.9 ~ $1,446.4","$1,382.2"
