標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
6111.TWO,6111擎亞,48.75,1.77,多空分歧,55.4,↑,多頭排列,47%,PE:--,EPS:-4.63,營收:98%,2.7x,,稍強★★,🎯 一條件滿足 — 待確認,$43.3 ~ $44.2,$42.2
00910.TW,第一金太空衛星,74.44999694824219,1.64,偏多,67.0,↑,多頭排列,98%,PE:35.5,EPS:--,營收:--,1.3x,,稍強★★,— 目前無買入信號,$62.7 ~ $64.0,$62.3
2317.TW,鴻海,248.5,1.64,多空分歧,69.9,↑,MA20上方,86%,PE:18.6,EPS:13.39,營收:29%,2.2x,,中性★,— 目前無買入信號,$199.4 ~ $203.4,$197.4
00909.TW,國泰智能電動車ETF,49.20000076293945,1.19,三線多頭,73.3,↑,多頭排列,97%,PE:21.9,EPS:--,營收:--,0.9x,,稍強★★,— 目前無買入信號,$39.0 ~ $39.8,$40.0
2330.TW,台積電,2265.0,-0.22,偏多,56.5,↓,MA20上方,94%,PE:30.8,EPS:73.61,營收:35%,0.9x,,稍強★★,— 目前無買入信號,"$1,991.7 ~ $2,031.8","$1,964.2"
2530.TW,華建,21.0,-0.24,三線空頭,38.7,↑,MA20下方,8%,PE:10.6,EPS:1.99,營收:16%,1.1x,,迴避,🎯 一條件滿足 — 待確認,$19.9 ~ $20.3,$19.4
00713.TW,元大高息低波,55.400001525878906,-0.27,三線多頭,72.9,↑,多頭排列,93%,PE:16.9,EPS:--,營收:--,1.7x,,稍強★★,— 目前無買入信號,$52.0 ~ $53.0,$51.1
3293.TWO,鈊象電子,721.0,-0.41,多空分歧,32.6,↓,空頭排列,24%,PE:19.0,EPS:37.85,營收:17%,1.0x,,偏弱,🎯 一條件滿足 — 待確認,$701.2 ~ $715.3,$695.5
00919.TW,群益台灣精選高息,25.760000228881836,-0.5,偏多,84.7,↑,多頭排列,91%,PE:13.6,EPS:--,營收:--,1.4x,,中性★,— 目前無買入信號,$22.3 ~ $22.8,$22.6
00878.TW,國泰永續高股息,27.899999618530273,-0.78,偏多,85.0,↑,MA20上方,93%,PE:19.4,EPS:--,營收:--,2.1x,,中性★,— 目前無買入信號,$23.1 ~ $23.6,$23.1
0056.TW,元大高股息,44.45000076293945,-1.55,多空分歧,76.4,↑,MA20上方,90%,PE:17.8,EPS:--,營收:--,1.1x,,偏弱,— 目前無買入信號,$38.4 ~ $39.1,$38.6
00631L.TW,元大台灣50正2,31.260000228881836,-2.19,多空分歧,65.6,↓,MA20上方,92%,PE:--,EPS:--,營收:--,2.0x,,偏弱,— 目前無買入信號,$24.8 ~ $25.3,$24.7
TSM,台積電ADR,404.3500061035156,-3.2,三線多頭,49.7,↓,MA20上方,93%,PE:34.7,EPS:11.65,營收:35%,0.9x,,稍強★★,— 目前無買入信號,$362.4 ~ $369.7,$353.3
2308.TW,台達電,2075.0,-3.71,多空分歧,50.0,↓,MA20下方,85%,PE:90.1,EPS:23.03,營收:34%,0.9x,,中性★,🎯 一條件滿足 — 待確認,"$1,820.8 ~ $1,857.4","$1,775.1"
GEV,GE Vernova,1049.22998046875,-3.79,偏多,39.7,↓,空頭排列,83%,PE:30.7,EPS:34.20,營收:16%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$979.2 ~ $998.9,$954.6
3017.TW,奇鋐,2455.0,-3.91,三線多頭,27.9,↓,空頭排列,77%,PE:51.0,EPS:48.12,營收:110%,0.9x,,稍強★★,🎯 一條件滿足 — 待確認,"$2,271.0 ~ $2,316.6","$2,279.5"
NVDA,NVIDIA,225.32000732421875,-4.42,三線多頭,56.2,↑,MA20上方,90%,PE:46.1,EPS:4.89,營收:73%,1.0x,,強勢★★★,— 目前無買入信號,$187.2 ~ $191.0,$188.9
LRCX,科林研發,284.7200012207031,-4.82,偏多,61.2,↑,MA20上方,92%,PE:53.7,EPS:5.30,營收:24%,0.9x,,稍強★★,— 目前無買入信號,$236.8 ~ $241.6,$234.4
AMD,AMD,424.1000061035156,-5.69,多空分歧,67.6,↑,MA20上方,88%,PE:140.9,EPS:3.01,營收:38%,0.6x,,中性★,— 目前無買入信號,$247.7 ~ $252.6,$263.8
MU,美光,724.6599731445312,-6.62,偏多,70.1,↑,MA20上方,87%,PE:34.2,EPS:21.16,營收:196%,1.6x,,稍強★★,— 目前無買入信號,$353.3 ~ $360.4,$422.8
