標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:18.8,EPS:37.84,營收:17%,0.4x,,偏弱,— 目前無買入信號,$678.6 ~ $692.2,$661.5
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:21.1,EPS:--,營收:--,0.1x,外資買超,中性★,— 目前無買入信號,$42.8 ~ $43.7,$41.7
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:19.8,EPS:--,營收:--,0.5x,外資賣超,偏弱,— 目前無買入信號,$47.5 ~ $48.5,$46.3
6111.TWO,6111擎亞,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.3x,,中性★,— 目前無買入信號,$39.0 ~ $39.7,$38.0
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:22.8,EPS:--,營收:--,0.3x,外資賣超,偏弱,— 目前無買入信號,$30.9 ~ $31.6,$30.2
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:40.7,EPS:60.02,營收:110%,1.2x,外資買超,中性★,— 目前無買入信號,"$2,004.9 ~ $2,045.2","$1,954.5"
00713.TW,元大高息低波,,,偏多,,↓,MA20下方,nan%,PE:18.4,EPS:--,營收:--,0.2x,外資賣超,中性★,— 目前無買入信號,$59.3 ~ $60.5,$57.8
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:15.5,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$28.3 ~ $28.8,$27.6
GEV,GE Vernova,1031.449951171875,4.71,多空分歧,40.4,↓,空頭排列,75%,PE:29.6,EPS:34.87,營收:16%,0.8x,,偏弱,🎯 一條件滿足 — 待確認,$973.1 ~ $992.7,$948.7
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:32.6,EPS:73.68,營收:36%,0.8x,外資賣超,偏弱,— 目前無買入信號,"$2,278.6 ~ $2,324.3","$2,221.3"
TSM,台積電ADR,416.4200134277344,-1.14,多空分歧,42.2,↓,MA20下方,76%,PE:36.6,EPS:11.37,營收:36%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$384.1 ~ $391.8,$374.4
2317.TW,鴻海,,,多空分歧,,↑,MA20下方,nan%,PE:19.2,EPS:13.40,營收:29%,0.9x,外資買超,中性★,— 目前無買入信號,$228.8 ~ $233.4,$223.1
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:10.3,EPS:1.93,營收:16%,1.2x,外資賣超,偏弱,— 目前無買入信號,$18.3 ~ $18.6,$17.8
MU,美光,997.0,3.91,多空分歧,52.1,↓,MA20上方,78%,PE:22.5,EPS:44.23,營收:346%,0.8x,,中性★,🎯🎯 兩條件滿足 — 觀察買入點,$785.1 ~ $800.9,$779.9
LRCX,科林研發,318.32000732421875,-0.3,多空分歧,39.0,↓,MA20下方,65%,PE:60.1,EPS:5.30,營收:24%,0.3x,,偏弱,🎯 一條件滿足 — 待確認,$276.9 ~ $282.5,$289.7
NVDA,NVIDIA,209.63729858398438,-1.14,三線多頭,63.1,↑,MA20上方,63%,PE:32.1,EPS:6.53,營收:85%,0.4x,,強勢★★★,— 目前無買入信號,$188.7 ~ $192.5,$184.1
AMD,AMD,536.4425048828125,-2.88,三線多頭,53.4,↓,MA20上方,89%,PE:180.0,EPS:2.98,營收:38%,0.4x,,稍強★★,🎯 一條件滿足 — 待確認,$457.9 ~ $467.1,$446.4
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,0.9x,外資買超,中性★,— 目前無買入信號,$31.5 ~ $32.2,$30.7
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:26.7,EPS:--,營收:--,0.2x,外資賣超,偏弱,— 目前無買入信號,$53.0 ~ $54.0,$51.7
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:69.4,EPS:27.07,營收:34%,0.5x,外資賣超,偏弱,— 目前無買入信號,"$1,656.7 ~ $1,690.0","$1,615.0"
