標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↑,MA20下方,nan%,PE:21.0,EPS:37.86,營收:17%,0.8x,,中性★,— 目前無買入信號,$736.3 ~ $751.1,$717.8
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:20.5,EPS:--,營收:--,0.5x,外資賣超,偏弱,— 目前無買入信號,$45.3 ~ $46.2,$44.1
0056.TW,元大高股息,,,偏多,,↓,MA20下方,nan%,PE:21.3,EPS:--,營收:--,1.0x,外資買超,稍強★★,— 目前無買入信號,$47.4 ~ $48.4,$46.2
6111.TWO,6111擎亞,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.3x,,中性★,— 目前無買入信號,$41.1 ~ $41.9,$40.1
00878.TW,國泰永續高股息,,,偏多,,↓,MA20下方,nan%,PE:23.3,EPS:--,營收:--,0.5x,外資買超,稍強★★,— 目前無買入信號,$29.9 ~ $30.5,$29.1
3017.TW,奇鋐,,,三線多頭,,↑,MA20下方,nan%,PE:44.6,EPS:59.89,營收:110%,0.6x,外資賣超,稍強★★,— 目前無買入信號,"$2,208.9 ~ $2,253.3","$2,153.4"
00713.TW,元大高息低波,,,偏多,,↓,MA20下方,nan%,PE:18.6,EPS:--,營收:--,0.9x,外資賣超,中性★,— 目前無買入信號,$55.4 ~ $56.5,$54.0
2330.TW,台積電,,,三線多頭,,↑,MA20下方,nan%,PE:33.4,EPS:73.59,營收:35%,0.6x,外資賣超,稍強★★,— 目前無買入信號,"$2,198.9 ~ $2,243.1","$2,143.7"
AMD,AMD,557.0800170898438,7.58,多空分歧,56.7,↓,多頭排列,94%,PE:185.7,EPS:3.00,營收:38%,0.5x,,中性★,— 目前無買入信號,$435.0 ~ $443.8,$424.1
TSM,台積電ADR,454.510009765625,4.69,多空分歧,56.7,↓,多頭排列,90%,PE:39.5,EPS:11.51,營收:35%,0.6x,,中性★,— 目前無買入信號,$400.0 ~ $408.1,$392.4
GEV,GE Vernova,1156.3900146484375,3.89,三線多頭,67.9,↑,多頭排列,94%,PE:33.8,EPS:34.17,營收:16%,0.6x,,稍強★★,— 目前無買入信號,$841.3 ~ $858.2,$829.9
NVDA,NVIDIA,196.4199981689453,0.82,多空分歧,41.8,↓,空頭排列,50%,PE:30.1,EPS:6.53,營收:85%,0.3x,,中性★,🎯 一條件滿足 — 待確認,$188.9 ~ $192.6,$184.1
00919.TW,群益台灣精選高息,29.760000228881836,0.78,多空分歧,51.0,↓,MA20上方,90%,PE:15.7,EPS:--,營收:--,0.6x,外資買超,中性★,🎯 一條件滿足 — 待確認,$27.6 ~ $28.1,$26.9
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:18.1,EPS:13.40,營收:29%,0.6x,外資賣超,偏弱,— 目前無買入信號,$234.8 ~ $239.5,$228.9
2530.TW,華建,,,三線空頭,,↑,MA20下方,nan%,PE:9.9,EPS:1.99,營收:16%,0.6x,外資買超,偏弱,— 目前無買入信號,$18.3 ~ $18.6,$17.8
MU,美光,993.0150146484375,1.79,多空分歧,50.6,↓,MA20下方,77%,PE:22.5,EPS:44.19,營收:346%,0.7x,,中性★,🎯🎯 兩條件滿足 — 觀察買入點,$840.2 ~ $857.1,$828.7
00910.TW,第一金太空衛星,65.0,0.31,多空分歧,38.3,↑,MA20下方,59%,PE:31.0,EPS:--,營收:--,0.5x,外資買超,中性★,🎯 一條件滿足 — 待確認,$56.9 ~ $58.0,$55.6
LRCX,科林研發,352.30499267578125,0.25,多空分歧,47.7,↓,MA20下方,75%,PE:66.3,EPS:5.31,營收:24%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$301.0 ~ $307.1,$293.5
00631L.TW,元大台灣50正2,38.75,-0.13,三線多頭,55.4,↓,MA20上方,91%,PE:--,EPS:--,營收:--,1.6x,外資買超,稍強★★,— 目前無買入信號,$31.7 ~ $32.3,$30.9
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:86.6,EPS:23.03,營收:34%,0.7x,外資賣超,偏弱,— 目前無買入信號,"$1,781.0 ~ $1,816.8","$1,736.3"
