標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,三線多頭,,↑,MA20下方,nan%,PE:19.7,EPS:39.64,營收:17%,1.0x,,稍強★★,— 目前無買入信號,$678.6 ~ $692.2,$661.5
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:19.5,EPS:--,營收:--,0.1x,外資賣超,偏弱,— 目前無買入信號,$41.4 ~ $42.2,$40.3
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:20.6,EPS:--,營收:--,0.6x,外資買超,強勢★★★,— 目前無買入信號,$45.6 ~ $46.5,$44.5
6111.TWO,6111擎亞,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:-4.26,營收:128%,0.3x,,中性★,— 目前無買入信號,$35.6 ~ $36.3,$34.7
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:18.9,EPS:--,營收:--,0.7x,外資買超,強勢★★★,— 目前無買入信號,$30.1 ~ $30.8,$29.4
3017.TW,奇鋐,,,多空分歧,,↑,MA20下方,nan%,PE:48.6,EPS:59.89,營收:110%,0.7x,外資買超,稍強★★,— 目前無買入信號,"$2,004.9 ~ $2,045.2","$1,954.5"
00713.TW,元大高息低波,,,偏多,,↓,MA20下方,nan%,PE:18.4,EPS:--,營收:--,0.2x,外資買超,稍強★★,— 目前無買入信號,$59.0 ~ $60.2,$57.5
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:15.1,EPS:--,營收:--,0.4x,外資買超,強勢★★★,— 目前無買入信號,$27.8 ~ $28.4,$27.1
NVDA,NVIDIA,224.0399932861328,3.01,偏多,61.4,↑,多頭排列,83%,PE:34.4,EPS:6.52,營收:85%,0.4x,,稍強★★,— 目前無買入信號,$187.9 ~ $191.6,$184.3
GEV,GE Vernova,1039.1700439453125,2.7,多空分歧,51.2,↑,MA20上方,76%,PE:29.8,EPS:34.91,營收:22%,0.3x,,中性★,— 目前無買入信號,$893.2 ~ $911.1,$870.7
2330.TW,台積電,,,偏多,,↑,MA20下方,nan%,PE:28.2,EPS:85.50,營收:36%,0.6x,外資買超,強勢★★★,— 目前無買入信號,"$2,169.1 ~ $2,212.7","$2,114.6"
AMD,AMD,486.79998779296875,2.63,多空分歧,41.1,↓,MA20下方,78%,PE:123.6,EPS:3.94,營收:50%,0.3x,,中性★,🎯 一條件滿足 — 待確認,$421.9 ~ $430.4,$411.3
TSM,台積電ADR,429.4800109863281,1.76,三線多頭,56.6,↑,多頭排列,81%,PE:32.4,EPS:13.25,營收:36%,0.4x,,強勢★★★,— 目前無買入信號,$370.9 ~ $378.3,$361.5
2317.TW,鴻海,,,三線多頭,,↑,MA20下方,nan%,PE:19.4,EPS:13.94,營收:29%,0.9x,外資買超,強勢★★★,— 目前無買入信號,$225.4 ~ $229.9,$219.7
2530.TW,華建,,,三線空頭,,↓,MA20下方,nan%,PE:10.1,EPS:1.93,營收:16%,0.4x,外資買超,迴避,— 目前無買入信號,$18.9 ~ $19.2,$18.4
MU,美光,930.1676025390625,7.1,多空分歧,45.1,↑,MA20上方,72%,PE:21.0,EPS:44.21,營收:346%,0.6x,,中性★,— 目前無買入信號,$734.2 ~ $748.9,$715.7
LRCX,科林研發,328.7099914550781,5.56,多空分歧,52.4,↑,多頭排列,68%,PE:57.1,EPS:5.76,營收:30%,0.3x,,中性★,🎯 一條件滿足 — 待確認,$249.2 ~ $254.3,$243.0
00631L.TW,元大台灣50正2,,,偏多,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,1.1x,外資買超,稍強★★,— 目前無買入信號,$27.2 ~ $27.8,$26.5
00910.TW,第一金太空衛星,,,多空分歧,,↑,MA20下方,nan%,PE:25.8,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$51.2 ~ $52.3,$50.0
2308.TW,台達電,,,多空分歧,,↑,MA20下方,nan%,PE:66.1,EPS:27.08,營收:48%,0.7x,外資賣超,中性★,— 目前無買入信號,"$1,417.9 ~ $1,446.4","$1,382.2"
