標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:16.4,EPS:42.80,營收:15%,2.6x,,偏弱,— 目前無買入信號,$698.5 ~ $712.5,$680.9
00909.TW,國泰智能電動車ETF,,,三線多頭,,↑,MA20下方,nan%,PE:21.2,EPS:--,營收:--,0.4x,外資買超,強勢★★★,— 目前無買入信號,$41.4 ~ $42.2,$40.3
0056.TW,元大高股息,,,偏多,,↑,MA20下方,nan%,PE:20.8,EPS:--,營收:--,0.5x,外資買超,稍強★★,— 目前無買入信號,$45.6 ~ $46.5,$44.5
6111.TWO,6111擎亞,,,偏空,,↑,MA20下方,nan%,PE:--,EPS:-4.20,營收:174%,0.5x,,偏弱,— 目前無買入信號,$35.2 ~ $35.9,$34.3
00878.TW,國泰永續高股息,,,偏多,,↑,MA20下方,nan%,PE:18.5,EPS:--,營收:--,0.4x,外資買超,稍強★★,— 目前無買入信號,$29.2 ~ $29.8,$28.5
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:42.4,EPS:74.34,營收:66%,0.9x,外資賣超,偏弱,— 目前無買入信號,"$2,007.9 ~ $2,048.3","$1,957.5"
00713.TW,元大高息低波,,,偏多,,↓,MA20下方,nan%,PE:18.5,EPS:--,營收:--,0.6x,外資買超,稍強★★,— 目前無買入信號,$59.0 ~ $60.2,$57.5
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:15.6,EPS:--,營收:--,0.6x,外資買超,強勢★★★,— 目前無買入信號,$27.8 ~ $28.4,$27.1
GEV,GE Vernova,943.7100219726562,1.83,多空分歧,39.4,↓,空頭排列,62%,PE:27.1,EPS:34.85,營收:22%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$913.3 ~ $931.7,$894.3
2330.TW,台積電,,,偏多,,↑,MA20下方,nan%,PE:28.3,EPS:85.44,營收:36%,0.6x,外資買超,強勢★★★,— 目前無買入信號,"$2,179.1 ~ $2,222.8","$2,124.3"
AMD,AMD,483.1199951171875,0.82,多空分歧,48.1,↑,MA20上方,77%,PE:122.9,EPS:3.93,營收:50%,0.2x,,中性★,🎯 一條件滿足 — 待確認,$448.7 ~ $457.8,$437.5
TSM,台積電ADR,418.3999938964844,0.24,偏多,50.1,↓,MA20上方,76%,PE:31.1,EPS:13.44,營收:36%,0.3x,,稍強★★,🎯 一條件滿足 — 待確認,$385.7 ~ $393.4,$376.0
NVDA,NVIDIA,210.8489990234375,-1.03,多空分歧,40.5,↓,MA20下方,65%,PE:32.2,EPS:6.54,營收:85%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$190.6 ~ $194.4,$185.8
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:16.3,EPS:15.11,營收:41%,0.4x,外資賣超,偏弱,— 目前無買入信號,$225.4 ~ $229.9,$219.7
2530.TW,華建,,,偏空,,↓,MA20下方,nan%,PE:31.1,EPS:0.63,營收:-99%,0.3x,外資買超,迴避,— 目前無買入信號,$18.9 ~ $19.2,$18.4
MU,美光,941.135009765625,0.88,多空分歧,57.9,↑,MA20上方,73%,PE:21.3,EPS:44.22,營收:346%,0.3x,,中性★,— 目前無買入信號,$766.2 ~ $781.7,$747.0
LRCX,科林研發,314.1600036621094,-0.16,三線多頭,53.8,↑,MA20下方,64%,PE:54.5,EPS:5.76,營收:30%,0.2x,,稍強★★,🎯 一條件滿足 — 待確認,$275.5 ~ $281.0,$268.5
00631L.TW,元大台灣50正2,,,偏多,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,1.1x,外資買超,稍強★★,— 目前無買入信號,$27.2 ~ $27.8,$26.5
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:23.7,EPS:--,營收:--,0.2x,外資賣超,偏弱,— 目前無買入信號,$51.2 ~ $52.3,$50.0
2308.TW,台達電,,,多空分歧,,↑,MA20下方,nan%,PE:55.9,EPS:31.29,營收:48%,0.8x,外資買超,稍強★★,— 目前無買入信號,"$1,467.6 ~ $1,497.1","$1,430.8"
