標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,三線多頭,,↑,MA20下方,nan%,PE:21.1,EPS:37.84,營收:17%,0.7x,,稍強★★,— 目前無買入信號,$736.3 ~ $751.1,$717.8
6111.TWO,6111擎亞,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.5x,,中性★,— 目前無買入信號,$41.1 ~ $41.9,$40.1
3017.TW,奇鋐,,,多空分歧,,↑,MA20下方,nan%,PE:46.0,EPS:60.01,營收:110%,0.8x,外資買超,稍強★★,— 目前無買入信號,"$2,208.9 ~ $2,253.3","$2,153.4"
NVDA,NVIDIA,194.8300018310547,-1.39,多空分歧,40.4,↓,空頭排列,48%,PE:29.8,EPS:6.53,營收:85%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$188.9 ~ $192.6,$184.1
GEV,GE Vernova,1113.1099853515625,-1.87,三線多頭,67.3,↑,MA20上方,90%,PE:32.6,EPS:34.17,營收:16%,0.8x,,稍強★★,— 目前無買入信號,$838.8 ~ $855.6,$829.9
2330.TW,台積電,,,三線多頭,,↑,MA20下方,nan%,PE:33.2,EPS:73.70,營收:35%,0.9x,外資賣超,稍強★★,— 目前無買入信號,"$2,198.9 ~ $2,243.1","$2,143.7"
TSM,台積電ADR,434.1600036621094,-2.27,三線多頭,53.1,↓,MA20下方,83%,PE:37.7,EPS:11.51,營收:35%,1.4x,,稍強★★,🎯 一條件滿足 — 待確認,$400.2 ~ $408.3,$392.4
AMD,AMD,517.8200073242188,-4.26,三線多頭,54.6,↓,MA20上方,85%,PE:172.6,EPS:3.00,營收:38%,0.6x,,稍強★★,🎯 一條件滿足 — 待確認,$435.0 ~ $443.8,$424.1
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:17.9,EPS:13.41,營收:29%,0.8x,外資買超,中性★,— 目前無買入信號,$236.8 ~ $241.6,$230.9
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:9.7,EPS:1.99,營收:16%,0.8x,外資賣超,偏弱,— 目前無買入信號,$18.3 ~ $18.6,$17.8
MU,美光,975.5599975585938,-5.49,多空分歧,49.0,↓,MA20下方,76%,PE:22.1,EPS:44.19,營收:346%,1.7x,,偏弱,🎯 一條件滿足 — 待確認,$840.5 ~ $857.4,$828.7
LRCX,科林研發,351.4100036621094,-10.19,多空分歧,48.3,↓,MA20下方,75%,PE:66.2,EPS:5.31,營收:24%,1.7x,,偏弱,🎯 一條件滿足 — 待確認,$299.9 ~ $305.9,$293.5
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:90.0,EPS:23.05,營收:34%,1.2x,外資買超,中性★,— 目前無買入信號,"$1,781.0 ~ $1,816.8","$1,736.3"
