標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:19.0,EPS:37.84,營收:17%,0.6x,,偏弱,— 目前無買入信號,$678.6 ~ $692.2,$661.5
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:21.0,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$42.8 ~ $43.7,$41.7
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:20.4,EPS:--,營收:--,1.1x,外資買超,中性★,— 目前無買入信號,$47.5 ~ $48.5,$46.3
6111.TWO,6111擎亞,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.2x,,中性★,— 目前無買入信號,$39.0 ~ $39.7,$38.0
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:22.8,EPS:--,營收:--,0.4x,外資買超,中性★,— 目前無買入信號,$30.9 ~ $31.6,$30.2
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:37.7,EPS:60.09,營收:110%,0.7x,外資賣超,偏弱,— 目前無買入信號,"$2,004.9 ~ $2,045.2","$1,954.5"
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:18.5,EPS:--,營收:--,0.4x,外資買超,中性★,— 目前無買入信號,$59.3 ~ $60.5,$57.8
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:15.5,EPS:--,營收:--,0.5x,外資買超,中性★,— 目前無買入信號,$28.3 ~ $28.8,$27.6
NVDA,NVIDIA,214.0601043701172,3.27,偏多,64.0,↑,MA20上方,69%,PE:32.8,EPS:6.53,營收:85%,0.5x,,稍強★★,— 目前無買入信號,$188.3 ~ $192.0,$184.1
GEV,GE Vernova,987.885009765625,-8.43,多空分歧,31.6,↓,空頭排列,69%,PE:28.9,EPS:34.20,營收:16%,1.2x,,偏弱,🎯 一條件滿足 — 待確認,$977.1 ~ $996.7,$952.5
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:32.6,EPS:73.51,營收:36%,0.9x,外資賣超,偏弱,— 目前無買入信號,"$2,278.6 ~ $2,324.3","$2,221.3"
AMD,AMD,557.0999755859375,2.33,三線多頭,52.8,↓,MA20上方,94%,PE:186.3,EPS:2.99,營收:38%,0.3x,,稍強★★,🎯 一條件滿足 — 待確認,$457.9 ~ $467.1,$446.4
TSM,台積電ADR,422.4649963378906,-0.51,多空分歧,40.8,↓,MA20下方,78%,PE:36.7,EPS:11.51,營收:36%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$384.1 ~ $391.8,$374.4
2317.TW,鴻海,,,多空分歧,,↑,MA20下方,nan%,PE:18.8,EPS:13.41,營收:29%,1.0x,外資買超,中性★,— 目前無買入信號,$228.8 ~ $233.4,$223.1
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:9.7,EPS:1.99,營收:16%,0.7x,外資買超,中性★,— 目前無買入信號,$18.3 ~ $18.6,$17.8
MU,美光,975.2849731445312,0.46,多空分歧,44.6,↓,MA20下方,76%,PE:22.0,EPS:44.27,營收:346%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$787.2 ~ $803.0,$779.9
LRCX,科林研發,321.260009765625,-0.23,多空分歧,31.3,↓,MA20下方,66%,PE:60.8,EPS:5.28,營收:24%,0.2x,,偏弱,🎯 一條件滿足 — 待確認,$280.8 ~ $286.4,$289.7
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,1.6x,外資買超,中性★,— 目前無買入信號,$31.5 ~ $32.2,$30.7
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:27.2,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$53.0 ~ $54.0,$51.7
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:69.7,EPS:26.97,營收:34%,1.0x,外資賣超,偏弱,— 目前無買入信號,"$1,656.7 ~ $1,690.0","$1,615.0"
