標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,偏空,,↑,MA20下方,nan%,PE:16.3,EPS:--,營收:--,1.1x,外資賣超,迴避,— 目前無買入信號,$36.2 ~ $36.9,$35.3
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:15.1,EPS:--,營收:--,1.8x,外資賣超,偏弱,— 目前無買入信號,$36.3 ~ $37.0,$35.4
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:16.3,EPS:--,營收:--,0.9x,外資賣超,偏弱,— 目前無買入信號,$21.2 ~ $21.6,$20.6
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:16.0,EPS:--,營收:--,0.8x,外資賣超,偏弱,— 目前無買入信號,$49.8 ~ $50.8,$48.6
00631L.TW,元大台灣50正2,20.14318084716797,0.0,多空分歧,12.0,↓,MA20下方,0%,PE:--,EPS:--,營收:--,0.0x,,偏弱,🎯 一條件滿足 — 待確認,$-88.8 ~ $-90.6,$19.2
00919.TW,群益台灣精選高息,22.299999237060547,-0.98,多空分歧,47.1,↓,空頭排列,79%,PE:11.6,EPS:--,營收:--,1.2x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$21.7 ~ $22.2,$21.2
2530.TW,華建,25.0,-1.38,偏空,42.4,↑,MA20下方,4%,PE:12.6,EPS:1.99,營收:28%,0.7x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$24.2 ~ $24.7,$23.8
NVDA,NVIDIA,165.1699981689453,-1.4,三線空頭,26.1,↓,空頭排列,63%,PE:33.6,EPS:4.91,營收:73%,0.9x,,迴避,🎯 一條件滿足 — 待確認,$163.4 ~ $166.7,$159.3
2308.TW,台達電,1485.0,-1.66,三線多頭,66.7,↑,MA20上方,94%,PE:64.5,EPS:23.02,營收:42%,1.0x,外資賣超,稍強★★,— 目前無買入信號,"$1,189.0 ~ $1,212.9","$1,159.1"
2330.TW,台積電,1780.0,-2.2,多空分歧,42.8,↓,空頭排列,81%,PE:26.9,EPS:66.22,營收:20%,1.2x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$1,755.4 ~ $1,790.7","$1,711.3"
3017.TW,奇鋐,2135.0,-2.73,三線多頭,69.5,↑,多頭排列,91%,PE:44.2,EPS:48.25,營收:128%,0.4x,外資賣超,稍強★★,— 目前無買入信號,"$1,587.6 ~ $1,619.5","$1,615.0"
2317.TW,鴻海,194.0,-2.76,多空分歧,34.3,↓,空頭排列,55%,PE:14.5,EPS:13.41,營收:22%,0.7x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$188.2 ~ $192.0,$187.2
6111.TWO,6111擎亞,41.5,-2.92,三線空頭,46.3,↓,MA20下方,2%,PE:--,EPS:-0.51,營收:88%,0.5x,,迴避,🎯 一條件滿足 — 待確認,$40.8 ~ $41.6,$39.8
AMD,AMD,196.0399932861328,-2.95,多空分歧,45.0,↑,MA20下方,63%,PE:75.1,EPS:2.61,營收:34%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$187.2 ~ $191.0,$182.6
TSM,台積電ADR,316.5,-3.13,多空分歧,35.7,↓,空頭排列,72%,PE:30.6,EPS:10.36,營收:20%,1.2x,,偏弱,🎯 一條件滿足 — 待確認,$312.2 ~ $318.5,$304.4
GEV,GE Vernova,817.3499755859375,-4.2,多空分歧,46.8,↓,MA20下方,81%,PE:46.3,EPS:17.66,營收:4%,0.8x,,偏弱,🎯 一條件滿足 — 待確認,$772.6 ~ $788.2,$753.2
00910.TW,第一金太空衛星,57.25,-5.06,三線多頭,56.3,↑,MA20上方,89%,PE:31.9,EPS:--,營收:--,2.3x,外資賣超,中性★,🎯 一條件滿足 — 待確認,$52.1 ~ $53.1,$50.8
LRCX,科林研發,199.92999267578125,-5.43,多空分歧,42.0,↓,MA20下方,72%,PE:41.1,EPS:4.86,營收:22%,1.0x,,偏弱,🎯 一條件滿足 — 待確認,$193.1 ~ $197.0,$188.3
3293.TWO,鈊象電子,751.0,-5.65,多空分歧,62.8,↑,MA20上方,46%,PE:19.8,EPS:37.85,營收:12%,1.7x,,偏弱,— 目前無買入信號,$662.1 ~ $675.4,$649.9
MU,美光,321.79998779296875,-9.92,多空分歧,32.2,↓,空頭排列,64%,PE:15.2,EPS:21.18,營收:196%,2.6x,,偏弱,🎯 一條件滿足 — 待確認,$316.8 ~ $323.2,$308.9
