標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:19.3,EPS:--,營收:--,1.4x,外資買超,中性★,— 目前無買入信號,$35.1 ~ $35.8,$34.2
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:16.0,EPS:--,營收:--,1.6x,外資賣超,稍強★★,— 目前無買入信號,$36.9 ~ $37.6,$35.9
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:17.2,EPS:--,營收:--,1.6x,外資買超,強勢★★★,— 目前無買入信號,$21.7 ~ $22.1,$21.1
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:16.7,EPS:--,營收:--,1.9x,外資買超,強勢★★★,— 目前無買入信號,$50.4 ~ $51.4,$49.1
00919.TW,群益台灣精選高息,,,偏多,,↑,MA20下方,nan%,PE:12.0,EPS:--,營收:--,1.3x,外資買超,稍強★★,— 目前無買入信號,$21.9 ~ $22.3,$21.3
2330.TW,台積電,2080.0,1.22,三線多頭,74.5,↑,多頭排列,98%,PE:31.3,EPS:66.35,營收:20%,1.3x,外資買超,強勢★★★,— 目前無買入信號,"$1,693.9 ~ $1,727.9","$1,707.2"
NVDA,NVIDIA,198.8699951171875,1.2,多空分歧,71.4,↑,多頭排列,89%,PE:40.7,EPS:4.89,營收:73%,1.0x,,中性★,— 目前無買入信號,$161.3 ~ $164.5,$159.3
AMD,AMD,258.1199951171875,1.2,多空分歧,71.9,↑,多頭排列,95%,PE:99.3,EPS:2.60,營收:34%,0.5x,,中性★,— 目前無買入信號,$178.6 ~ $182.2,$187.0
6111.TWO,6111擎亞,45.400001525878906,0.89,多空分歧,72.3,↑,多頭排列,23%,PE:--,EPS:-4.63,營收:98%,0.8x,,中性★,— 目前無買入信號,$39.7 ~ $40.5,$38.7
2530.TW,華建,22.850000381469727,0.66,三線空頭,21.1,↓,空頭排列,3%,PE:11.5,EPS:1.99,營收:-91%,1.0x,外資買超,迴避,🎯 一條件滿足 — 待確認,$22.4 ~ $22.8,$21.8
3017.TW,奇鋐,2325.0,0.65,三線多頭,65.3,↑,多頭排列,97%,PE:48.3,EPS:48.13,營收:128%,0.5x,外資賣超,稍強★★,— 目前無買入信號,"$1,823.8 ~ $1,860.4","$1,780.0"
2317.TW,鴻海,207.5,0.0,多空分歧,61.9,↑,MA20上方,58%,PE:15.5,EPS:13.40,營收:22%,1.2x,外資買超,中性★,— 目前無買入信號,$186.6 ~ $190.3,$181.9
GEV,GE Vernova,985.9199829101562,-0.16,三線多頭,60.8,↑,多頭排列,97%,PE:55.8,EPS:17.68,營收:4%,0.8x,,稍強★★,— 目前無買入信號,$800.2 ~ $816.3,$782.8
TSM,台積電ADR,375.1000061035156,-1.26,三線多頭,62.6,↑,多頭排列,94%,PE:36.0,EPS:10.41,營收:20%,1.2x,,稍強★★,— 目前無買入信號,$309.4 ~ $315.6,$304.4
3293.TWO,鈊象電子,747.0,-1.58,多空分歧,53.1,↓,MA20下方,37%,PE:19.7,EPS:37.87,營收:12%,1.1x,,偏弱,🎯 一條件滿足 — 待確認,$716.7 ~ $731.1,$701.3
MU,美光,456.2300109863281,-2.03,三線多頭,66.7,↑,多頭排列,96%,PE:21.5,EPS:21.19,營收:196%,1.4x,,稍強★★,— 目前無買入信號,$309.9 ~ $316.2,$302.1
LRCX,科林研發,265.1600036621094,-2.66,三線多頭,63.2,↑,MA20上方,96%,PE:54.3,EPS:4.88,營收:22%,1.0x,,稍強★★,— 目前無買入信號,$190.9 ~ $194.8,$192.6
00631L.TW,元大台灣50正2,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,16.6x,外資賣超,偏弱,— 目前無買入信號,$19.0 ~ $19.4,$18.5
00910.TW,第一金太空衛星,,,三線多頭,,↑,MA20下方,nan%,PE:37.7,EPS:--,營收:--,1.5x,外資賣超,稍強★★,— 目前無買入信號,$54.2 ~ $55.3,$52.9
2308.TW,台達電,1785.0,2.0,三線多頭,72.0,↑,多頭排列,97%,PE:77.5,EPS:23.03,營收:42%,0.9x,外資買超,強勢★★★,— 目前無買入信號,"$1,277.8 ~ $1,303.5","$1,324.0"
