標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:17.1,EPS:42.77,營收:15%,12.1x,,偏弱,— 目前無買入信號,$692.5 ~ $706.4,$675.1
00909.TW,國泰智能電動車ETF,,,三線多頭,,↑,MA20下方,nan%,PE:20.1,EPS:--,營收:--,0.5x,外資賣超,稍強★★,— 目前無買入信號,$42.3 ~ $43.1,$41.2
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:21.4,EPS:--,營收:--,1.0x,外資買超,強勢★★★,— 目前無買入信號,$48.6 ~ $49.6,$47.4
6111.TWO,6111擎亞,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:-4.21,營收:174%,0.8x,,中性★,— 目前無買入信號,$35.2 ~ $35.9,$34.3
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:18.7,EPS:--,營收:--,0.6x,外資買超,強勢★★★,— 目前無買入信號,$31.0 ~ $31.6,$30.2
3017.TW,奇鋐,,,三線多頭,,↑,MA20下方,nan%,PE:46.1,EPS:74.26,營收:66%,0.8x,外資買超,強勢★★★,— 目前無買入信號,"$2,532.2 ~ $2,583.1","$2,468.6"
00713.TW,元大高息低波,,,偏多,,↑,MA20下方,nan%,PE:18.6,EPS:--,營收:--,0.3x,外資買超,稍強★★,— 目前無買入信號,$59.9 ~ $61.1,$58.4
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:16.0,EPS:--,營收:--,0.7x,外資賣超,稍強★★,— 目前無買入信號,$28.9 ~ $29.5,$28.2
NVDA,NVIDIA,219.99000549316406,1.12,偏多,52.0,↓,MA20上方,78%,PE:27.8,EPS:7.92,營收:106%,0.3x,,稍強★★,🎯 一條件滿足 — 待確認,$206.2 ~ $210.4,$201.0
GEV,GE Vernova,889.760009765625,-2.43,多空分歧,30.3,↓,空頭排列,54%,PE:25.5,EPS:34.84,營收:22%,0.5x,,偏弱,🎯 一條件滿足 — 待確認,$877.6 ~ $895.2,$855.5
2330.TW,台積電,,,三線多頭,,↑,MA20下方,nan%,PE:28.2,EPS:85.43,營收:36%,0.9x,外資賣超,稍強★★,— 目前無買入信號,"$2,298.4 ~ $2,344.6","$2,240.7"
AMD,AMD,468.0150146484375,0.52,多空分歧,47.9,↓,MA20下方,73%,PE:119.7,EPS:3.91,營收:50%,0.2x,,中性★,🎯 一條件滿足 — 待確認,$447.0 ~ $456.0,$437.5
TSM,台積電ADR,417.61248779296875,0.02,偏多,47.2,↑,MA20下方,76%,PE:31.1,EPS:13.44,營收:36%,0.3x,,稍強★★,🎯 一條件滿足 — 待確認,$403.1 ~ $411.2,$393.0
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:16.6,EPS:15.10,營收:41%,0.5x,外資賣超,偏弱,— 目前無買入信號,$236.8 ~ $241.6,$230.9
2530.TW,華建,,,偏空,,↓,MA20下方,nan%,PE:29.8,EPS:0.63,營收:-99%,8.7x,外資賣超,迴避,— 目前無買入信號,$18.9 ~ $19.2,$18.4
MU,美光,943.3150024414062,1.12,三線多頭,60.3,↑,MA20上方,73%,PE:21.3,EPS:44.22,營收:346%,0.3x,,強勢★★★,— 目前無買入信號,$822.9 ~ $839.4,$802.2
LRCX,科林研發,301.5400085449219,-0.12,多空分歧,45.8,↓,空頭排列,60%,PE:52.3,EPS:5.77,營收:30%,0.2x,,偏弱,🎯 一條件滿足 — 待確認,$291.0 ~ $296.9,$284.8
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,1.0x,外資賣超,稍強★★,— 目前無買入信號,$31.3 ~ $32.0,$30.6
00910.TW,第一金太空衛星,,,三線空頭,,↓,MA20下方,nan%,PE:23.1,EPS:--,營收:--,0.4x,外資賣超,迴避,— 目前無買入信號,$54.6 ~ $55.7,$53.3
2308.TW,台達電,,,多空分歧,,↑,MA20下方,nan%,PE:58.8,EPS:31.29,營收:48%,0.7x,外資買超,稍強★★,— 目前無買入信號,"$1,512.4 ~ $1,542.8","$1,474.4"
