標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,799.0,3.9,三線多頭,79.1,↑,多頭排列,62%,PE:21.1,EPS:37.83,營收:17%,3.4x,,稍強★★,— 目前無買入信號,$696.9 ~ $710.9,$688.7
00909.TW,國泰智能電動車ETF,,,三線多頭,,↑,MA20下方,nan%,PE:23.2,EPS:--,營收:--,0.5x,外資買超,強勢★★★,— 目前無買入信號,$45.3 ~ $46.2,$44.2
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:21.1,EPS:--,營收:--,1.3x,外資買超,強勢★★★,— 目前無買入信號,$42.9 ~ $43.8,$41.9
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:22.6,EPS:--,營收:--,1.8x,外資買超,強勢★★★,— 目前無買入信號,$26.2 ~ $26.7,$25.5
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:17.9,EPS:--,營收:--,1.9x,外資買超,強勢★★★,— 目前無買入信號,$53.2 ~ $54.3,$51.9
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:16.0,EPS:--,營收:--,2.4x,外資賣超,稍強★★,— 目前無買入信號,$24.5 ~ $25.0,$23.9
LRCX,科林研發,334.3599853515625,5.44,三線多頭,70.9,↑,多頭排列,100%,PE:63.1,EPS:5.30,營收:24%,0.5x,,稍強★★,— 目前無買入信號,$262.4 ~ $267.7,$255.8
MU,美光,1069.6400146484375,3.3,三線多頭,76.2,↑,多頭排列,99%,PE:50.4,EPS:21.23,營收:196%,1.2x,,稍強★★,— 目前無買入信號,$543.3 ~ $554.3,$587.3
2317.TW,鴻海,301.5,2.73,三線多頭,79.2,↑,多頭排列,98%,PE:22.5,EPS:13.41,營收:29%,1.7x,外資買超,強勢★★★,— 目前無買入信號,$223.1 ~ $227.6,$232.3
TSM,台積電ADR,446.1000061035156,2.4,三線多頭,70.8,↑,多頭排列,99%,PE:38.1,EPS:11.72,營收:35%,0.7x,,強勢★★★,— 目前無買入信號,$381.3 ~ $389.0,$373.5
AMD,AMD,520.9199829101562,2.12,三線多頭,69.9,↑,多頭排列,98%,PE:173.1,EPS:3.01,營收:38%,0.4x,,強勢★★★,— 目前無買入信號,$343.2 ~ $350.1,$334.5
GEV,GE Vernova,970.2000122070312,2.07,多空分歧,34.3,↓,空頭排列,71%,PE:28.4,EPS:34.22,營收:16%,0.7x,,偏弱,🎯 一條件滿足 — 待確認,$934.3 ~ $953.1,$910.8
2330.TW,台積電,2380.0,1.06,三線多頭,69.0,↑,多頭排列,98%,PE:32.3,EPS:73.71,營收:35%,0.9x,外資買超,強勢★★★,— 目前無買入信號,"$2,160.4 ~ $2,203.8","$2,119.4"
6111.TWO,6111擎亞,43.849998474121094,-0.57,多空分歧,32.6,↓,空頭排列,26%,PE:--,EPS:-4.63,營收:98%,1.2x,,中性★,🎯 一條件滿足 — 待確認,$42.6 ~ $43.4,$41.5
NVDA,NVIDIA,222.47000122070312,-0.84,三線多頭,51.3,↓,MA20上方,86%,PE:34.1,EPS:6.53,營收:85%,0.9x,,稍強★★,— 目前無買入信號,$195.0 ~ $199.0,$190.1
3017.TW,奇鋐,2700.0,-3.05,三線多頭,55.4,↑,多頭排列,87%,PE:57.8,EPS:46.71,營收:110%,0.6x,外資賣超,稍強★★,— 目前無買入信號,"$2,284.8 ~ $2,330.7","$2,231.0"
2530.TW,華建,18.799999237060547,-4.57,多空分歧,29.9,↓,MA20下方,7%,PE:9.4,EPS:1.99,營收:16%,1.6x,外資買超,偏弱,🎯 一條件滿足 — 待確認,$17.6 ~ $18.0,$17.2
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,2.0x,外資賣超,稍強★★,— 目前無買入信號,$29.2 ~ $29.8,$28.5
00910.TW,第一金太空衛星,,,三線多頭,,↑,MA20下方,nan%,PE:38.1,EPS:--,營收:--,5.9x,外資賣超,稍強★★,— 目前無買入信號,$66.3 ~ $67.6,$64.7
2308.TW,台達電,2360.0,-2.48,偏多,58.7,↑,MA20上方,90%,PE:105.3,EPS:22.42,營收:34%,0.9x,外資賣超,稍強★★,— 目前無買入信號,"$1,860.6 ~ $1,898.0","$1,823.6"
