標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:19.0,EPS:37.84,營收:17%,0.7x,,偏弱,— 目前無買入信號,$678.6 ~ $692.2,$661.5
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:20.4,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$42.8 ~ $43.7,$41.7
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:19.8,EPS:--,營收:--,1.0x,外資買超,中性★,— 目前無買入信號,$47.5 ~ $48.5,$46.3
6111.TWO,6111擎亞,,,偏空,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.3x,,偏弱,— 目前無買入信號,$39.0 ~ $39.7,$38.0
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:22.3,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$30.9 ~ $31.6,$30.2
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:38.7,EPS:59.99,營收:110%,0.6x,外資賣超,偏弱,— 目前無買入信號,"$2,004.9 ~ $2,045.2","$1,954.5"
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:18.5,EPS:--,營收:--,0.4x,外資買超,中性★,— 目前無買入信號,$59.3 ~ $60.5,$57.8
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:15.3,EPS:--,營收:--,0.4x,外資買超,中性★,— 目前無買入信號,$28.3 ~ $28.8,$27.6
NVDA,NVIDIA,206.82000732421875,1.74,多空分歧,56.2,↑,MA20上方,59%,PE:31.7,EPS:6.53,營收:85%,0.4x,,中性★,— 目前無買入信號,$188.8 ~ $192.5,$184.1
GEV,GE Vernova,1087.921142578125,0.81,多空分歧,37.8,↓,MA20上方,84%,PE:31.8,EPS:34.21,營收:16%,0.6x,,偏弱,🎯 一條件滿足 — 待確認,$977.1 ~ $996.7,$952.5
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:32.8,EPS:73.54,營收:36%,0.9x,外資買超,中性★,— 目前無買入信號,"$2,278.6 ~ $2,324.3","$2,221.3"
AMD,AMD,543.7750244140625,7.98,多空分歧,44.1,↓,MA20上方,91%,PE:180.1,EPS:3.02,營收:38%,0.4x,,中性★,— 目前無買入信號,$457.9 ~ $467.1,$446.4
TSM,台積電ADR,424.4444885253906,5.5,多空分歧,32.2,↓,MA20下方,79%,PE:36.9,EPS:11.51,營收:36%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$384.1 ~ $391.8,$374.4
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:18.4,EPS:13.39,營收:29%,0.8x,外資買超,中性★,— 目前無買入信號,$228.8 ~ $233.4,$223.1
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:9.8,EPS:1.99,營收:16%,0.6x,外資賣超,偏弱,— 目前無買入信號,$18.3 ~ $18.6,$17.8
MU,美光,975.4650268554688,12.71,多空分歧,36.2,↓,MA20下方,76%,PE:22.1,EPS:44.23,營收:346%,0.9x,,中性★,🎯 一條件滿足 — 待確認,$790.0 ~ $805.9,$779.9
LRCX,科林研發,322.13250732421875,5.01,多空分歧,25.7,↓,MA20下方,67%,PE:61.0,EPS:5.28,營收:24%,0.5x,,偏弱,🎯 一條件滿足 — 待確認,$284.4 ~ $290.1,$289.7
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,1.3x,外資賣超,偏弱,— 目前無買入信號,$31.5 ~ $32.2,$30.7
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:25.9,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$53.0 ~ $54.0,$51.7
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:67.7,EPS:27.11,營收:34%,0.9x,外資賣超,偏弱,— 目前無買入信號,"$1,656.7 ~ $1,690.0","$1,615.0"
