標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3017.TW,奇鋐,3380.0,2.89,多空分歧,63.4,↓,MA20上方,92%,PE:45.5,EPS:74.24,營收:66%,0.4x,,中性★,— 目前無買入信號,"$2,726.3 ~ $2,781.1","$2,657.8"
00910.TW,第一金太空衛星,58.0,1.93,多空分歧,28.2,↓,MA20下方,42%,PE:23.4,EPS:--,營收:--,0.3x,,偏弱,🎯 一條件滿足 — 待確認,$53.8 ~ $54.9,$54.2
AMD,AMD,512.0549926757812,1.25,多空分歧,66.5,↑,MA20上方,83%,PE:130.0,EPS:3.94,營收:50%,0.0x,,中性★,— 目前無買入信號,$438.3 ~ $447.1,$427.3
00909.TW,國泰智能電動車ETF,49.13999938964844,1.19,多空分歧,69.1,↑,多頭排列,85%,PE:21.9,EPS:--,營收:--,0.4x,,中性★,— 目前無買入信號,$41.8 ~ $42.6,$41.2
6111.TWO,6111擎亞,36.20000076293945,1.12,多空分歧,47.2,↑,MA20下方,4%,PE:--,EPS:-4.21,營收:174%,0.2x,,中性★,🎯 一條件滿足 — 待確認,$35.1 ~ $35.8,$34.3
00713.TW,元大高息低波,63.650001525878906,0.32,三線多頭,92.4,↑,多頭排列,98%,PE:19.1,EPS:--,營收:--,0.3x,,稍強★★,— 目前無買入信號,$59.6 ~ $60.8,$58.4
2317.TW,鴻海,252.0,0.2,多空分歧,56.2,↑,MA20上方,57%,PE:16.7,EPS:15.12,營收:41%,0.3x,,中性★,🎯 一條件滿足 — 待確認,$236.8 ~ $241.6,$230.9
GEV,GE Vernova,972.2183837890625,0.09,多空分歧,46.5,↑,MA20上方,66%,PE:27.9,EPS:34.87,營收:22%,0.0x,,中性★,🎯 一條件滿足 — 待確認,$858.0 ~ $875.2,$847.8
3293.TWO,鈊象電子,708.0,0.0,多空分歧,29.2,↓,MA20下方,41%,PE:16.5,EPS:42.83,營收:15%,0.5x,,偏弱,🎯 一條件滿足 — 待確認,$679.7 ~ $693.3,$675.1
MU,美光,999.5050048828125,-0.08,三線多頭,60.9,↑,多頭排列,77%,PE:22.6,EPS:44.21,營收:346%,0.0x,,強勢★★★,— 目前無買入信號,$883.2 ~ $900.9,$861.0
TSM,台積電ADR,438.3500061035156,-0.15,多空分歧,68.3,↑,多頭排列,83%,PE:32.4,EPS:13.52,營收:36%,0.0x,,中性★,— 目前無買入信號,$402.3 ~ $410.4,$393.0
0056.TW,元大高股息,55.75,-0.18,三線多頭,85.0,↑,多頭排列,99%,PE:21.8,EPS:--,營收:--,0.3x,,稍強★★,— 目前無買入信號,$50.9 ~ $51.9,$50.0
2330.TW,台積電,2465.0,-0.2,三線多頭,64.1,↑,多頭排列,95%,PE:28.8,EPS:85.46,營收:36%,0.5x,,強勢★★★,— 目前無買入信號,"$2,323.3 ~ $2,370.0","$2,264.9"
2530.TW,華建,19.799999237060547,-0.25,多空分歧,52.6,↑,MA20上方,16%,PE:31.4,EPS:0.63,營收:-99%,0.7x,,偏弱,— 目前無買入信號,$18.7 ~ $19.0,$18.2
LRCX,科林研發,319.07598876953125,-0.42,多空分歧,56.9,↑,MA20上方,64%,PE:55.3,EPS:5.77,營收:30%,0.0x,,中性★,🎯 一條件滿足 — 待確認,$276.6 ~ $282.2,$269.7
NVDA,NVIDIA,224.69000244140625,-0.46,三線多頭,55.0,↑,MA20上方,84%,PE:28.4,EPS:7.90,營收:106%,0.0x,,強勢★★★,— 目前無買入信號,$206.2 ~ $210.4,$201.0
2308.TW,台達電,1795.0,-0.55,多空分歧,54.9,↑,MA20下方,58%,PE:57.1,EPS:31.41,營收:48%,0.7x,,中性★,🎯 一條件滿足 — 待確認,"$1,646.7 ~ $1,679.8","$1,605.3"
00878.TW,國泰永續高股息,34.130001068115234,-0.76,三線多頭,78.3,↑,多頭排列,98%,PE:19.2,EPS:--,營收:--,0.4x,,稍強★★,— 目前無買入信號,$31.5 ~ $32.1,$31.0
00631L.TW,元大台灣50正2,37.540000915527344,-0.79,三線多頭,67.4,↑,多頭排列,86%,PE:--,EPS:--,營收:--,0.8x,,稍強★★,— 目前無買入信號,$33.2 ~ $33.8,$32.3
00919.TW,群益台灣精選高息,32.58000183105469,-1.0,三線多頭,81.0,↑,MA20上方,96%,PE:16.3,EPS:--,營收:--,1.2x,,稍強★★,— 目前無買入信號,$29.2 ~ $29.8,$29.1
