標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:20.7,EPS:--,營收:--,0.6x,,偏弱,— 目前無買入信號,$45.3 ~ $46.2,$44.2
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:19.8,EPS:--,營收:--,1.2x,,偏弱,— 目前無買入信號,$43.4 ~ $44.3,$42.4
00878.TW,國泰永續高股息,,,偏多,,↓,MA20下方,nan%,PE:22.0,EPS:--,營收:--,0.9x,,中性★,— 目前無買入信號,$26.5 ~ $27.0,$25.8
00713.TW,元大高息低波,,,偏多,,↑,MA20下方,nan%,PE:18.0,EPS:--,營收:--,0.8x,,稍強★★,— 目前無買入信號,$54.6 ~ $55.7,$53.2
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:15.9,EPS:--,營收:--,1.5x,,稍強★★,— 目前無買入信號,$25.1 ~ $25.6,$24.5
LRCX,科林研發,362.5199890136719,12.65,三線多頭,68.5,↑,MA20上方,99%,PE:68.7,EPS:5.28,營收:24%,1.3x,,強勢★★★,🎯 一條件滿足 — 待確認,$262.4 ~ $267.7,$255.8
MU,美光,995.8699951171875,11.66,三線多頭,64.4,↓,MA20上方,91%,PE:46.9,EPS:21.23,營收:196%,1.7x,,強勢★★★,— 目前無買入信號,$626.2 ~ $638.7,$632.6
AMD,AMD,488.45001220703125,7.97,多空分歧,56.5,↓,MA20上方,87%,PE:163.4,EPS:2.99,營收:38%,0.6x,,中性★,— 目前無買入信號,$391.4 ~ $399.3,$381.6
GEV,GE Vernova,906.7899780273438,4.58,多空分歧,29.0,↓,空頭排列,61%,PE:26.5,EPS:34.25,營收:16%,1.3x,,中性★,🎯 一條件滿足 — 待確認,$851.7 ~ $868.9,$830.3
TSM,台積電ADR,421.07000732421875,3.01,多空分歧,54.6,↓,MA20上方,88%,PE:36.1,EPS:11.65,營收:35%,1.1x,,中性★,🎯 一條件滿足 — 待確認,$383.1 ~ $390.8,$373.5
NVDA,NVIDIA,204.8699951171875,2.22,多空分歧,39.5,↓,空頭排列,67%,PE:31.4,EPS:6.53,營收:85%,0.9x,,中性★,🎯 一條件滿足 — 待確認,$198.2 ~ $202.1,$193.4
2330.TW,台積電,2250.0,0.04,多空分歧,50.1,↓,MA20下方,87%,PE:30.6,EPS:73.58,營收:35%,1.1x,,中性★,🎯 一條件滿足 — 待確認,"$2,151.6 ~ $2,194.8","$2,113.8"
6111.TWO,6111擎亞,44.0,0.0,多空分歧,25.7,↓,MA20下方,29%,PE:--,EPS:-4.63,營收:128%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$41.1 ~ $41.9,$40.1
3017.TW,奇鋐,2335.0,-1.06,多空分歧,41.9,↓,MA20下方,71%,PE:38.9,EPS:60.01,營收:110%,0.7x,,中性★,🎯 一條件滿足 — 待確認,"$2,248.7 ~ $2,293.9","$2,192.2"
2317.TW,鴻海,258.5,-1.71,多空分歧,53.2,↓,MA20下方,67%,PE:19.3,EPS:13.39,營收:29%,1.3x,,偏弱,🎯 一條件滿足 — 待確認,$226.1 ~ $230.7,$232.3
2530.TW,華建,19.649999618530273,-2.96,多空分歧,45.2,↑,MA20下方,13%,PE:9.9,EPS:1.99,營收:16%,1.2x,,中性★,🎯 一條件滿足 — 待確認,$17.6 ~ $18.0,$17.2
3293.TWO,鈊象電子,762.0,-4.63,偏多,53.7,↑,MA20上方,44%,PE:20.1,EPS:37.87,營收:17%,3.0x,,中性★,🎯 一條件滿足 — 待確認,$699.4 ~ $713.5,$688.7
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,2.6x,,偏弱,— 目前無買入信號,$29.2 ~ $29.8,$28.5
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:32.2,EPS:--,營收:--,1.9x,,偏弱,— 目前無買入信號,$66.5 ~ $67.8,$64.8
2308.TW,台達電,2160.0,-1.82,多空分歧,52.3,↓,MA20下方,81%,PE:93.5,EPS:23.11,營收:34%,1.1x,,中性★,🎯 一條件滿足 — 待確認,"$1,865.0 ~ $1,902.5","$1,823.6"
