標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00713.TW,元大高息低波,62.79999923706055,1.45,三線多頭,75.0,↑,多頭排列,100%,PE:18.9,EPS:--,營收:--,0.5x,,稍強★★,— 目前無買入信號,$59.9 ~ $61.1,$58.4
00878.TW,國泰永續高股息,33.650001525878906,1.42,三線多頭,70.5,↑,多頭排列,99%,PE:18.9,EPS:--,營收:--,0.6x,,稍強★★,— 目前無買入信號,$31.5 ~ $32.1,$30.7
00919.TW,群益台灣精選高息,32.349998474121094,1.22,三線多頭,85.1,↑,多頭排列,100%,PE:16.2,EPS:--,營收:--,1.0x,,稍強★★,— 目前無買入信號,$29.0 ~ $29.6,$28.7
0056.TW,元大高股息,55.099998474121094,0.92,三線多頭,72.2,↑,多頭排列,99%,PE:21.6,EPS:--,營收:--,0.6x,,稍強★★,— 目前無買入信號,$50.4 ~ $51.5,$49.5
00631L.TW,元大台灣50正2,35.93000030517578,0.31,三線多頭,53.0,↑,MA20上方,81%,PE:--,EPS:--,營收:--,1.1x,,稍強★★,— 目前無買入信號,$33.1 ~ $33.8,$32.3
GEV,GE Vernova,898.530029296875,0.0,三線空頭,31.2,↓,空頭排列,55%,PE:25.8,EPS:34.86,營收:22%,0.8x,,迴避,🎯 一條件滿足 — 待確認,$869.6 ~ $887.1,$847.8
TSM,台積電ADR,414.0,-0.32,偏空,39.9,↓,MA20下方,75%,PE:30.7,EPS:13.50,營收:36%,0.6x,,偏弱,🎯 一條件滿足 — 待確認,$403.1 ~ $411.2,$393.0
3293.TWO,鈊象電子,708.0,-0.42,多空分歧,33.5,↓,空頭排列,41%,PE:16.5,EPS:42.80,營收:15%,2.1x,,偏弱,🎯 一條件滿足 — 待確認,$672.9 ~ $686.4,$675.1
NVDA,NVIDIA,217.44000244140625,-1.51,偏多,44.6,↓,MA20下方,74%,PE:27.5,EPS:7.91,營收:106%,0.7x,,稍強★★,🎯 一條件滿足 — 待確認,$206.2 ~ $210.4,$201.0
6111.TWO,6111擎亞,37.5,-1.7,多空分歧,51.3,↑,MA20上方,11%,PE:--,EPS:-4.20,營收:174%,0.3x,,中性★,— 目前無買入信號,$35.2 ~ $35.9,$34.3
00910.TW,第一金太空衛星,56.04999923706055,-1.92,三線空頭,12.0,↓,空頭排列,38%,PE:22.6,EPS:--,營收:--,0.3x,,迴避,🎯 一條件滿足 — 待確認,$55.6 ~ $56.7,$54.2
2317.TW,鴻海,251.0,-1.95,多空分歧,38.0,↓,MA20下方,56%,PE:16.6,EPS:15.10,營收:41%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$236.6 ~ $241.4,$230.9
00909.TW,國泰智能電動車ETF,44.29999923706055,-2.06,多空分歧,51.7,↑,MA20下方,61%,PE:19.7,EPS:--,營收:--,0.4x,,中性★,🎯 一條件滿足 — 待確認,$42.0 ~ $42.9,$41.2
2330.TW,台積電,2385.0,-2.25,多空分歧,42.9,↑,MA20下方,89%,PE:27.9,EPS:85.40,營收:36%,0.7x,,中性★,🎯 一條件滿足 — 待確認,"$2,323.3 ~ $2,370.0","$2,264.9"
AMD,AMD,459.6099853515625,-2.36,三線空頭,42.6,↓,MA20下方,71%,PE:117.5,EPS:3.91,營收:50%,0.4x,,迴避,🎯 一條件滿足 — 待確認,$448.3 ~ $457.3,$437.5
2530.TW,華建,19.25,-2.53,三線空頭,47.5,↓,MA20下方,11%,PE:30.6,EPS:0.63,營收:-99%,0.7x,,迴避,🎯 一條件滿足 — 待確認,$18.7 ~ $19.0,$18.2
MU,美光,933.4400024414062,-2.64,三線多頭,53.1,↑,MA20上方,72%,PE:21.1,EPS:44.25,營收:346%,0.7x,,強勢★★★,🎯 一條件滿足 — 待確認,$822.9 ~ $839.4,$802.2
3017.TW,奇鋐,3310.0,-2.93,三線多頭,55.2,↑,MA20上方,93%,PE:44.5,EPS:74.34,營收:66%,0.5x,,強勢★★★,— 目前無買入信號,"$2,596.5 ~ $2,648.7","$2,531.2"
LRCX,科林研發,290.20001220703125,-3.74,三線空頭,41.8,↓,空頭排列,57%,PE:50.5,EPS:5.75,營收:30%,0.7x,,迴避,🎯 一條件滿足 — 待確認,$285.2 ~ $290.9,$278.0
2308.TW,台達電,1730.0,-7.24,多空分歧,33.7,↑,MA20下方,56%,PE:55.2,EPS:31.33,營收:48%,1.3x,,中性★,🎯 一條件滿足 — 待確認,"$1,616.9 ~ $1,649.4","$1,576.2"
