標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↑,MA20下方,nan%,PE:18.9,EPS:39.64,營收:17%,1.1x,,中性★,— 目前無買入信號,$678.6 ~ $692.2,$661.5
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:18.5,EPS:--,營收:--,0.2x,外資賣超,偏弱,— 目前無買入信號,$42.8 ~ $43.7,$41.7
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:18.1,EPS:--,營收:--,1.3x,外資買超,中性★,— 目前無買入信號,$45.8 ~ $46.7,$44.6
6111.TWO,6111擎亞,,,三線空頭,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.3x,,迴避,— 目前無買入信號,$35.6 ~ $36.3,$34.7
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:17.3,EPS:--,營收:--,0.8x,外資買超,中性★,— 目前無買入信號,$30.3 ~ $30.9,$29.5
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:35.2,EPS:59.92,營收:110%,0.8x,外資賣超,偏弱,— 目前無買入信號,"$2,004.9 ~ $2,045.2","$1,954.5"
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:18.1,EPS:--,營收:--,0.5x,外資賣超,偏弱,— 目前無買入信號,$59.0 ~ $60.2,$57.5
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:14.1,EPS:--,營收:--,0.9x,外資賣超,偏弱,— 目前無買入信號,$27.9 ~ $28.4,$27.2
GEV,GE Vernova,969.9600219726562,7.74,多空分歧,37.5,↓,MA20下方,66%,PE:27.8,EPS:34.84,營收:22%,0.7x,,偏弱,🎯 一條件滿足 — 待確認,$893.2 ~ $911.1,$870.7
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:29.9,EPS:73.70,營收:36%,1.4x,外資賣超,偏弱,— 目前無買入信號,"$2,169.1 ~ $2,212.7","$2,114.6"
AMD,AMD,488.19500732421875,13.65,多空分歧,39.4,↓,MA20下方,78%,PE:162.2,EPS:3.01,營收:38%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$421.9 ~ $430.4,$411.3
TSM,台積電ADR,402.7300109863281,7.49,多空分歧,38.8,↓,MA20下方,70%,PE:35.4,EPS:11.39,營收:36%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$370.9 ~ $378.3,$361.5
NVDA,NVIDIA,193.77999877929688,1.98,多空分歧,36.2,↓,空頭排列,41%,PE:29.6,EPS:6.54,營收:85%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$188.3 ~ $192.1,$184.3
2317.TW,鴻海,,,多空分歧,,↑,MA20下方,nan%,PE:16.5,EPS:13.94,營收:29%,1.1x,外資賣超,偏弱,— 目前無買入信號,$228.8 ~ $233.4,$223.1
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:10.9,EPS:1.93,營收:16%,1.2x,外資買超,中性★,— 目前無買入信號,$18.8 ~ $19.1,$18.3
MU,美光,870.1500244140625,17.75,多空分歧,42.9,↓,MA20下方,67%,PE:19.7,EPS:44.27,營收:346%,1.2x,,中性★,🎯 一條件滿足 — 待確認,$734.2 ~ $748.9,$715.7
LRCX,科林研發,295.82501220703125,17.23,多空分歧,36.7,↓,MA20下方,59%,PE:55.8,EPS:5.30,營收:24%,1.1x,,偏弱,🎯 一條件滿足 — 待確認,$249.2 ~ $254.3,$243.0
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,2.9x,外資買超,中性★,— 目前無買入信號,$27.2 ~ $27.8,$26.5
00910.TW,第一金太空衛星,,,多空分歧,,↑,MA20下方,nan%,PE:20.8,EPS:--,營收:--,0.5x,外資買超,中性★,— 目前無買入信號,$52.3 ~ $53.3,$51.0
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:56.5,EPS:27.06,營收:48%,1.8x,外資賣超,偏弱,— 目前無買入信號,"$1,417.9 ~ $1,446.4","$1,382.2"
