標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,三線多頭,,↑,MA20下方,nan%,PE:20.9,EPS:37.84,營收:17%,2.3x,,稍強★★,— 目前無買入信號,$706.5 ~ $720.6,$688.7
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:22.1,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$45.3 ~ $46.2,$44.2
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:20.7,EPS:--,營收:--,1.3x,外資買超,強勢★★★,— 目前無買入信號,$43.4 ~ $44.3,$42.4
6111.TWO,6111擎亞,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:98%,0.6x,,中性★,— 目前無買入信號,$42.6 ~ $43.4,$41.5
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:22.5,EPS:--,營收:--,1.7x,外資買超,強勢★★★,— 目前無買入信號,$26.5 ~ $27.0,$25.8
3017.TW,奇鋐,,,三線多頭,,↑,MA20下方,nan%,PE:43.4,EPS:59.89,營收:110%,0.8x,外資賣超,稍強★★,— 目前無買入信號,"$2,288.5 ~ $2,334.5","$2,231.0"
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:18.2,EPS:--,營收:--,1.0x,外資賣超,稍強★★,— 目前無買入信號,$54.1 ~ $55.2,$52.8
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:16.2,EPS:--,營收:--,1.5x,外資買超,強勢★★★,— 目前無買入信號,$25.1 ~ $25.6,$24.5
GEV,GE Vernova,929.1801147460938,-3.54,多空分歧,29.6,↓,空頭排列,65%,PE:27.2,EPS:34.20,營收:16%,0.6x,,偏弱,🎯 一條件滿足 — 待確認,$918.1 ~ $936.6,$895.3
NVDA,NVIDIA,206.2198944091797,-5.69,多空分歧,34.9,↓,MA20下方,69%,PE:31.5,EPS:6.54,營收:85%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$205.0 ~ $209.1,$199.9
2330.TW,台積電,,,三線多頭,,↑,MA20下方,nan%,PE:32.1,EPS:73.70,營收:35%,1.2x,外資賣超,稍強★★,— 目前無買入信號,"$2,174.1 ~ $2,217.8","$2,119.4"
TSM,台積電ADR,418.7650146484375,-5.88,偏多,55.6,↑,MA20上方,87%,PE:35.8,EPS:11.70,營收:35%,0.8x,,稍強★★,🎯 一條件滿足 — 待確認,$380.6 ~ $388.3,$373.5
2317.TW,鴻海,,,三線多頭,,↑,MA20下方,nan%,PE:21.2,EPS:13.39,營收:29%,1.4x,外資賣超,稍強★★,— 目前無買入信號,$238.3 ~ $243.1,$232.3
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:9.8,EPS:1.99,營收:16%,1.2x,外資買超,中性★,— 目前無買入信號,$17.6 ~ $18.0,$17.2
LRCX,科林研發,310.1650085449219,-7.8,三線多頭,60.0,↑,MA20上方,86%,PE:58.7,EPS:5.28,營收:24%,0.5x,,稍強★★,— 目前無買入信號,$262.4 ~ $267.7,$255.8
AMD,AMD,470.6300964355469,-10.05,多空分歧,59.6,↓,MA20下方,82%,PE:158.0,EPS:2.98,營收:38%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$391.4 ~ $399.3,$381.6
MU,美光,888.1400146484375,-10.83,多空分歧,62.3,↑,MA20上方,80%,PE:41.9,EPS:21.21,營收:196%,1.4x,,中性★,— 目前無買入信號,$592.3 ~ $604.2,$632.6
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,3.4x,外資賣超,稍強★★,— 目前無買入信號,$29.2 ~ $29.8,$28.5
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:36.5,EPS:--,營收:--,1.8x,外資賣超,偏弱,— 目前無買入信號,$70.6 ~ $72.0,$68.8
2308.TW,台達電,,,三線多頭,,↑,MA20下方,nan%,PE:99.8,EPS:23.04,營收:34%,1.0x,外資賣超,稍強★★,— 目前無買入信號,"$1,870.6 ~ $1,908.2","$1,823.6"
