標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,三線多頭,,↑,MA20下方,nan%,PE:21.1,EPS:37.84,營收:17%,1.2x,,稍強★★,— 目前無買入信號,$736.3 ~ $751.1,$717.8
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:21.1,EPS:--,營收:--,0.2x,外資賣超,偏弱,— 目前無買入信號,$45.7 ~ $46.6,$44.5
6111.TWO,6111擎亞,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.6x,,中性★,— 目前無買入信號,$41.1 ~ $41.9,$40.1
3017.TW,奇鋐,,,多空分歧,,↑,MA20下方,nan%,PE:45.7,EPS:60.00,營收:110%,0.8x,外資買超,稍強★★,— 目前無買入信號,"$2,208.9 ~ $2,253.3","$2,153.4"
NVDA,NVIDIA,193.48500061035156,-2.07,多空分歧,39.4,↓,空頭排列,49%,PE:29.7,EPS:6.52,營收:85%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$188.7 ~ $192.5,$184.1
2330.TW,台積電,,,三線多頭,,↑,MA20下方,nan%,PE:33.5,EPS:73.65,營收:35%,0.9x,外資賣超,稍強★★,— 目前無買入信號,"$2,198.9 ~ $2,243.1","$2,143.7"
TSM,台積電ADR,434.8598937988281,-2.11,三線多頭,53.3,↓,MA20下方,83%,PE:37.8,EPS:11.51,營收:35%,0.9x,,稍強★★,🎯 一條件滿足 — 待確認,$400.3 ~ $408.3,$392.4
GEV,GE Vernova,1104.125,-2.66,三線多頭,66.3,↑,MA20上方,89%,PE:32.2,EPS:34.26,營收:16%,0.5x,,稍強★★,— 目前無買入信號,$839.2 ~ $856.1,$829.9
AMD,AMD,514.1699829101562,-4.94,三線多頭,54.0,↓,MA20下方,84%,PE:173.2,EPS:2.97,營收:38%,0.4x,,稍強★★,🎯 一條件滿足 — 待確認,$435.0 ~ $443.8,$424.1
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:17.8,EPS:13.39,營收:29%,1.0x,外資賣超,偏弱,— 目前無買入信號,$237.7 ~ $242.5,$231.7
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:9.5,EPS:1.99,營收:16%,3.6x,外資賣超,偏弱,— 目前無買入信號,$18.3 ~ $18.6,$17.8
MU,美光,970.6699829101562,-5.97,多空分歧,48.7,↓,MA20下方,75%,PE:21.9,EPS:44.28,營收:346%,1.2x,,中性★,🎯 一條件滿足 — 待確認,$839.9 ~ $856.8,$828.7
LRCX,科林研發,350.7950134277344,-10.34,多空分歧,48.2,↓,MA20下方,75%,PE:66.4,EPS:5.28,營收:24%,0.9x,,偏弱,🎯 一條件滿足 — 待確認,$299.8 ~ $305.9,$293.5
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:30.8,EPS:--,營收:--,0.6x,外資買超,中性★,— 目前無買入信號,$57.0 ~ $58.2,$55.6
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:85.4,EPS:23.08,營收:34%,0.6x,外資賣超,偏弱,— 目前無買入信號,"$1,781.0 ~ $1,816.8","$1,736.3"
