標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,749.0,0.94,多空分歧,50.0,↓,MA20下方,65%,PE:17.5,EPS:42.77,營收:15%,1.2x,,偏弱,🎯 一條件滿足 — 待確認,$695.2 ~ $709.2,$686.8
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:18.9,EPS:--,營收:--,0.5x,外資賣超,偏弱,— 目前無買入信號,$41.4 ~ $42.2,$40.3
0056.TW,元大高股息,,,偏多,,↑,MA20下方,nan%,PE:20.3,EPS:--,營收:--,0.5x,外資賣超,中性★,— 目前無買入信號,$45.6 ~ $46.5,$44.5
00878.TW,國泰永續高股息,,,偏多,,↑,MA20下方,nan%,PE:18.2,EPS:--,營收:--,0.6x,外資賣超,中性★,— 目前無買入信號,$29.2 ~ $29.8,$28.5
3017.TW,奇鋐,3095.0,2.58,偏多,78.5,↑,MA20上方,91%,PE:41.8,EPS:74.05,營收:66%,0.7x,外資買超,稍強★★,— 目前無買入信號,"$1,941.2 ~ $1,980.3","$1,947.8"
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:18.3,EPS:--,營收:--,0.7x,外資買超,中性★,— 目前無買入信號,$59.0 ~ $60.2,$57.5
00919.TW,群益台灣精選高息,,,偏多,,↑,MA20下方,nan%,PE:15.2,EPS:--,營收:--,0.4x,外資賣超,中性★,— 目前無買入信號,$27.8 ~ $28.4,$27.1
TSM,台積電ADR,412.0899963378906,-0.32,多空分歧,56.8,↑,MA20下方,74%,PE:30.9,EPS:13.35,營收:36%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$370.9 ~ $378.3,$361.5
MU,美光,937.10498046875,-0.39,三線多頭,58.2,↑,MA20上方,72%,PE:21.2,EPS:44.22,營收:346%,0.7x,,強勢★★★,— 目前無買入信號,$734.2 ~ $748.9,$715.7
NVDA,NVIDIA,217.55999755859375,-0.99,多空分歧,71.9,↑,MA20上方,74%,PE:33.3,EPS:6.53,營收:85%,0.6x,,中性★,— 目前無買入信號,$188.6 ~ $192.3,$184.3
2330.TW,台積電,2350.0,-1.26,多空分歧,61.8,↑,MA20下方,87%,PE:27.5,EPS:85.54,營收:36%,0.6x,外資賣超,中性★,🎯 一條件滿足 — 待確認,"$2,169.1 ~ $2,212.7","$2,114.6"
2317.TW,鴻海,245.0,-1.61,多空分歧,59.3,↓,MA20下方,51%,PE:17.6,EPS:13.94,營收:41%,0.5x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$225.4 ~ $229.9,$219.7
GEV,GE Vernova,987.4600219726562,-1.7,多空分歧,51.1,↑,MA20下方,69%,PE:28.3,EPS:34.86,營收:22%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$893.2 ~ $911.1,$870.7
2530.TW,華建,19.0,-1.81,偏空,25.6,↓,MA20下方,9%,PE:30.2,EPS:0.63,營收:-99%,1.2x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$18.6 ~ $19.0,$18.4
6111.TWO,6111擎亞,35.70000076293945,-2.06,三線空頭,33.3,↑,空頭排列,2%,PE:--,EPS:-4.26,營收:174%,0.5x,,偏弱,🎯 一條件滿足 — 待確認,$35.1 ~ $35.9,$34.3
AMD,AMD,466.4200134277344,-3.71,多空分歧,45.4,↑,MA20下方,73%,PE:119.0,EPS:3.92,營收:50%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$421.9 ~ $430.4,$411.3
LRCX,科林研發,307.1700134277344,-6.33,多空分歧,53.5,↑,MA20下方,62%,PE:53.2,EPS:5.77,營收:30%,0.9x,,中性★,🎯 一條件滿足 — 待確認,$249.2 ~ $254.3,$243.0
00631L.TW,元大台灣50正2,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,1.2x,外資賣超,偏弱,— 目前無買入信號,$27.2 ~ $27.8,$26.5
00910.TW,第一金太空衛星,,,多空分歧,,↑,MA20下方,nan%,PE:24.8,EPS:--,營收:--,0.2x,外資買超,中性★,— 目前無買入信號,$51.2 ~ $52.3,$50.0
2308.TW,台達電,1765.0,-3.02,多空分歧,66.7,↑,MA20上方,59%,PE:56.4,EPS:31.30,營收:48%,0.9x,外資賣超,中性★,— 目前無買入信號,"$1,417.9 ~ $1,446.4","$1,382.2"
