標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:20.3,EPS:37.87,營收:12%,1.2x,,偏弱,— 目前無買入信號,$719.4 ~ $733.8,$701.3
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:19.6,EPS:--,營收:--,1.4x,外資買超,中性★,— 目前無買入信號,$35.1 ~ $35.8,$34.2
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:16.3,EPS:--,營收:--,1.1x,外資買超,強勢★★★,— 目前無買入信號,$36.9 ~ $37.6,$35.9
6111.TWO,6111擎亞,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:-4.63,營收:98%,2.8x,,中性★,— 目前無買入信號,$39.7 ~ $40.5,$38.7
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:17.5,EPS:--,營收:--,1.8x,外資買超,強勢★★★,— 目前無買入信號,$21.7 ~ $22.1,$21.1
3017.TW,奇鋐,,,三線多頭,,↑,MA20下方,nan%,PE:50.7,EPS:48.13,營收:128%,0.7x,外資賣超,稍強★★,— 目前無買入信號,"$1,825.8 ~ $1,862.5","$1,780.0"
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:16.8,EPS:--,營收:--,1.8x,外資買超,強勢★★★,— 目前無買入信號,$50.4 ~ $51.4,$49.1
00919.TW,群益台灣精選高息,,,偏多,,↑,MA20下方,nan%,PE:12.2,EPS:--,營收:--,1.3x,外資買超,稍強★★,— 目前無買入信號,$21.9 ~ $22.3,$21.3
NVDA,NVIDIA,198.65499877929688,-0.11,多空分歧,84.3,↑,多頭排列,88%,PE:40.6,EPS:4.89,營收:73%,0.5x,,中性★,— 目前無買入信號,$160.2 ~ $163.4,$159.3
GEV,GE Vernova,974.0,-1.21,偏多,70.2,↑,MA20上方,95%,PE:55.2,EPS:17.65,營收:4%,0.3x,,稍強★★,— 目前無買入信號,$803.0 ~ $819.1,$782.8
2330.TW,台積電,,,三線多頭,,↑,MA20下方,nan%,PE:31.4,EPS:66.35,營收:20%,1.1x,外資賣超,稍強★★,— 目前無買入信號,"$1,751.2 ~ $1,786.4","$1,707.2"
AMD,AMD,276.2398986816406,7.02,三線多頭,91.2,↑,多頭排列,98%,PE:105.8,EPS:2.61,營收:34%,0.9x,,稍強★★,— 目前無買入信號,$176.1 ~ $179.6,$187.0
TSM,台積電ADR,363.6000061035156,-3.07,三線多頭,69.1,↑,MA20上方,90%,PE:34.7,EPS:10.47,營收:20%,1.6x,,稍強★★,— 目前無買入信號,$310.0 ~ $316.3,$304.4
2317.TW,鴻海,,,多空分歧,,↑,MA20下方,nan%,PE:15.4,EPS:13.40,營收:22%,0.8x,外資賣超,偏弱,— 目前無買入信號,$186.6 ~ $190.3,$181.9
2530.TW,華建,,,三線空頭,,↓,MA20下方,nan%,PE:11.4,EPS:1.99,營收:-91%,1.1x,外資賣超,迴避,— 目前無買入信號,$22.4 ~ $22.8,$21.8
MU,美光,457.7099914550781,0.32,三線多頭,76.0,↑,多頭排列,97%,PE:21.6,EPS:21.17,營收:196%,0.8x,,稍強★★,— 目前無買入信號,$309.9 ~ $316.2,$302.1
LRCX,科林研發,261.739990234375,-1.29,三線多頭,74.6,↑,MA20上方,94%,PE:53.6,EPS:4.88,營收:22%,0.3x,,稍強★★,— 目前無買入信號,$191.4 ~ $195.2,$192.6
00631L.TW,元大台灣50正2,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,11.0x,外資買超,中性★,— 目前無買入信號,$19.0 ~ $19.4,$18.5
00910.TW,第一金太空衛星,,,三線多頭,,↑,MA20下方,nan%,PE:37.9,EPS:--,營收:--,1.0x,外資買超,強勢★★★,— 目前無買入信號,$54.2 ~ $55.3,$52.9
2308.TW,台達電,,,三線多頭,,↑,MA20下方,nan%,PE:80.1,EPS:23.03,營收:42%,0.8x,外資買超,強勢★★★,— 目前無買入信號,"$1,358.2 ~ $1,385.5","$1,324.0"
