標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:19.3,EPS:37.88,營收:12%,1.2x,,偏弱,— 目前無買入信號,$732.3 ~ $747.0,$713.9
00909.TW,國泰智能電動車ETF,,,三線多頭,,↑,MA20下方,nan%,PE:20.6,EPS:--,營收:--,1.1x,外資買超,強勢★★★,— 目前無買入信號,$36.3 ~ $37.0,$35.4
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:17.5,EPS:--,營收:--,2.0x,外資買超,強勢★★★,— 目前無買入信號,$37.6 ~ $38.4,$36.7
6111.TWO,6111擎亞,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:98%,0.6x,,中性★,— 目前無買入信號,$42.0 ~ $42.8,$40.9
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:19.0,EPS:--,營收:--,2.0x,外資賣超,稍強★★,— 目前無買入信號,$22.5 ~ $23.0,$22.0
3017.TW,奇鋐,,,多空分歧,,↑,MA20下方,nan%,PE:50.6,EPS:48.15,營收:128%,1.7x,外資賣超,中性★,— 目前無買入信號,"$2,139.2 ~ $2,182.2","$2,085.5"
00713.TW,元大高息低波,,,偏多,,↓,MA20下方,nan%,PE:16.4,EPS:--,營收:--,1.4x,外資買超,稍強★★,— 目前無買入信號,$51.8 ~ $52.8,$50.5
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:13.1,EPS:--,營收:--,3.0x,外資買超,強勢★★★,— 目前無買入信號,$22.6 ~ $23.0,$22.0
2330.TW,台積電,,,三線多頭,,↑,MA20下方,nan%,PE:30.6,EPS:73.58,營收:35%,1.1x,外資賣超,稍強★★,— 目前無買入信號,"$1,915.4 ~ $1,953.9","$1,867.2"
AMD,AMD,415.8299865722656,17.05,三線多頭,79.7,↑,多頭排列,96%,PE:160.6,EPS:2.59,營收:34%,1.4x,,強勢★★★,— 目前無買入信號,$208.7 ~ $212.9,$224.0
TSM,台積電ADR,415.93499755859375,5.46,三線多頭,73.8,↑,多頭排列,99%,PE:35.9,EPS:11.60,營收:35%,1.0x,,強勢★★★,— 目前無買入信號,$351.6 ~ $358.7,$349.7
NVDA,NVIDIA,205.72000122070312,4.69,多空分歧,56.4,↓,MA20上方,90%,PE:42.1,EPS:4.89,營收:73%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$179.7 ~ $183.3,$175.2
GEV,GE Vernova,1111.550048828125,1.49,三線多頭,67.9,↓,MA20上方,91%,PE:32.5,EPS:34.17,營收:16%,0.5x,,稍強★★,— 目前無買入信號,$919.4 ~ $937.9,$912.5
2317.TW,鴻海,,,多空分歧,,↑,MA20下方,nan%,PE:18.8,EPS:13.39,營收:22%,3.9x,外資買超,中性★,— 目前無買入信號,$195.5 ~ $199.4,$190.6
2530.TW,華建,,,三線空頭,,↓,MA20下方,nan%,PE:10.4,EPS:1.99,營收:-91%,2.4x,外資賣超,迴避,— 目前無買入信號,$19.9 ~ $20.3,$19.4
LRCX,科林研發,294.32000732421875,6.72,三線多頭,65.7,↑,MA20上方,99%,PE:55.5,EPS:5.30,營收:24%,0.7x,,稍強★★,— 目前無買入信號,$240.4 ~ $245.2,$234.4
MU,美光,653.760009765625,2.12,三線多頭,86.6,↑,多頭排列,98%,PE:30.9,EPS:21.19,營收:196%,1.4x,,強勢★★★,— 目前無買入信號,$363.5 ~ $370.8,$386.5
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,15.6x,外資賣超,稍強★★,— 目前無買入信號,$22.7 ~ $23.2,$22.2
00910.TW,第一金太空衛星,,,三線多頭,,↓,MA20下方,nan%,PE:31.9,EPS:--,營收:--,1.4x,外資賣超,中性★,— 目前無買入信號,$63.9 ~ $65.2,$62.3
2308.TW,台達電,,,三線多頭,,↑,MA20下方,nan%,PE:95.4,EPS:23.17,營收:34%,1.3x,外資買超,強勢★★★,— 目前無買入信號,"$1,606.9 ~ $1,639.2","$1,566.5"
