標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:18.6,EPS:--,營收:--,1.7x,外資買超,中性★,— 目前無買入信號,$35.1 ~ $35.8,$34.2
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:15.9,EPS:--,營收:--,1.4x,外資賣超,稍強★★,— 目前無買入信號,$36.9 ~ $37.6,$35.9
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:17.1,EPS:--,營收:--,1.1x,外資買超,強勢★★★,— 目前無買入信號,$21.7 ~ $22.1,$21.1
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:16.5,EPS:--,營收:--,1.6x,外資買超,強勢★★★,— 目前無買入信號,$50.4 ~ $51.4,$49.1
00919.TW,群益台灣精選高息,,,偏多,,↑,MA20下方,nan%,PE:12.0,EPS:--,營收:--,0.9x,外資買超,稍強★★,— 目前無買入信號,$21.9 ~ $22.3,$21.3
MU,美光,465.6600036621094,9.17,三線多頭,65.5,↑,MA20上方,99%,PE:22.0,EPS:21.20,營收:196%,1.8x,,強勢★★★,— 目前無買入信號,$309.9 ~ $316.2,$302.1
3017.TW,奇鋐,2310.0,5.0,三線多頭,62.4,↑,多頭排列,98%,PE:47.8,EPS:48.28,營收:128%,0.5x,外資買超,強勢★★★,— 目前無買入信號,"$1,791.2 ~ $1,827.2","$1,775.1"
NVDA,NVIDIA,196.50999450683594,3.8,多空分歧,72.0,↑,多頭排列,87%,PE:40.1,EPS:4.90,營收:73%,0.9x,,中性★,— 目前無買入信號,$163.0 ~ $166.3,$159.3
2317.TW,鴻海,207.5,3.75,多空分歧,60.7,↑,MA20上方,58%,PE:15.5,EPS:13.40,營收:22%,1.0x,外資買超,中性★,🎯 一條件滿足 — 待確認,$185.4 ~ $189.1,$181.9
AMD,AMD,255.07000732421875,3.34,多空分歧,75.3,↑,多頭排列,93%,PE:97.4,EPS:2.62,營收:34%,0.5x,,中性★,— 目前無買入信號,$178.8 ~ $182.4,$187.0
2330.TW,台積電,2055.0,3.27,三線多頭,73.3,↑,多頭排列,100%,PE:31.1,EPS:66.17,營收:20%,1.2x,外資買超,強勢★★★,— 目前無買入信號,"$1,706.1 ~ $1,740.4","$1,707.2"
TSM,台積電ADR,379.8900146484375,2.79,三線多頭,66.9,↑,多頭排列,96%,PE:36.5,EPS:10.42,營收:20%,1.0x,,稍強★★,— 目前無買入信號,$310.5 ~ $316.7,$304.4
LRCX,科林研發,272.4100036621094,1.9,三線多頭,64.2,↑,多頭排列,100%,PE:55.9,EPS:4.87,營收:22%,0.7x,,稍強★★,— 目前無買入信號,$191.4 ~ $195.3,$192.6
6111.TWO,6111擎亞,45.0,1.12,多空分歧,62.3,↑,MA20上方,21%,PE:--,EPS:-4.63,營收:98%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$39.7 ~ $40.5,$38.7
GEV,GE Vernova,987.5,-0.37,三線多頭,63.0,↑,多頭排列,97%,PE:56.0,EPS:17.64,營收:4%,0.6x,,稍強★★,— 目前無買入信號,$795.9 ~ $811.9,$782.8
2530.TW,華建,22.700000762939453,-0.66,三線空頭,17.6,↓,空頭排列,2%,PE:11.4,EPS:1.99,營收:-91%,1.3x,外資買超,迴避,🎯 一條件滿足 — 待確認,$22.4 ~ $22.8,$21.8
3293.TWO,鈊象電子,759.0,-0.91,多空分歧,58.7,↓,MA20上方,42%,PE:20.0,EPS:37.87,營收:12%,0.8x,,偏弱,🎯 一條件滿足 — 待確認,$711.8 ~ $726.1,$694.5
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,14.2x,外資賣超,偏弱,— 目前無買入信號,$19.0 ~ $19.4,$18.5
00910.TW,第一金太空衛星,,,三線多頭,,↑,MA20下方,nan%,PE:38.0,EPS:--,營收:--,1.2x,外資買超,強勢★★★,— 目前無買入信號,$54.2 ~ $55.3,$52.9
2308.TW,台達電,1750.0,0.57,三線多頭,71.0,↑,多頭排列,95%,PE:75.8,EPS:23.10,營收:42%,0.8x,外資賣超,稍強★★,— 目前無買入信號,"$1,271.3 ~ $1,296.9","$1,309.5"
