標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:22.5,EPS:--,營收:--,0.5x,外資買超,中性★,— 目前無買入信號,$45.3 ~ $46.2,$44.2
0056.TW,元大高股息,,,偏多,,↓,MA20下方,nan%,PE:20.6,EPS:--,營收:--,0.6x,外資買超,稍強★★,— 目前無買入信號,$43.8 ~ $44.7,$42.7
00878.TW,國泰永續高股息,,,偏多,,↓,MA20下方,nan%,PE:22.7,EPS:--,營收:--,0.8x,外資買超,稍強★★,— 目前無買入信號,$26.8 ~ $27.3,$26.1
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:18.4,EPS:--,營收:--,0.7x,外資買超,強勢★★★,— 目前無買入信號,$54.7 ~ $55.8,$53.3
MU,美光,1087.989990234375,10.84,三線多頭,62.4,↓,MA20上方,99%,PE:51.3,EPS:21.20,營收:196%,1.3x,,稍強★★,— 目前無買入信號,$648.9 ~ $662.0,$632.6
AMD,AMD,547.260009765625,6.98,三線多頭,57.1,↓,MA20上方,97%,PE:181.2,EPS:3.02,營收:38%,0.6x,,稍強★★,— 目前無買入信號,$391.4 ~ $399.3,$381.6
00631L.TW,元大台灣50正2,37.06999969482422,6.43,三線多頭,56.5,↓,MA20上方,92%,PE:--,EPS:--,營收:--,2.0x,外資買超,強勢★★★,— 目前無買入信號,$29.2 ~ $29.8,$28.5
LRCX,科林研發,388.9200134277344,6.03,三線多頭,69.6,↑,多頭排列,99%,PE:73.7,EPS:5.28,營收:24%,1.1x,,稍強★★,— 目前無買入信號,$262.4 ~ $267.7,$255.8
GEV,GE Vernova,979.9299926757812,4.17,多空分歧,37.5,↓,MA20上方,71%,PE:28.6,EPS:34.24,營收:16%,1.0x,,偏弱,🎯 一條件滿足 — 待確認,$851.7 ~ $868.9,$830.3
TSM,台積電ADR,440.8599853515625,3.99,三線多頭,59.2,↓,MA20上方,97%,PE:37.9,EPS:11.62,營收:35%,0.8x,,稍強★★,— 目前無買入信號,$382.2 ~ $389.9,$372.6
NVDA,NVIDIA,212.4499969482422,3.54,多空分歧,48.5,↓,MA20下方,75%,PE:32.5,EPS:6.53,營收:85%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$198.3 ~ $202.3,$193.4
2330.TW,台積電,2375.0,2.81,三線多頭,61.6,↓,MA20上方,96%,PE:31.3,EPS:75.76,營收:35%,0.8x,外資買超,強勢★★★,— 目前無買入信號,"$2,159.9 ~ $2,203.3","$2,113.8"
2317.TW,鴻海,267.5,2.69,多空分歧,53.3,↓,MA20下方,72%,PE:19.5,EPS:13.75,營收:29%,0.8x,外資買超,中性★,🎯🎯 兩條件滿足 — 觀察買入點,$229.7 ~ $234.3,$232.3
00919.TW,群益台灣精選高息,30.690000534057617,1.66,三線多頭,68.2,↓,多頭排列,98%,PE:16.2,EPS:--,營收:--,2.5x,外資賣超,稍強★★,— 目前無買入信號,$25.5 ~ $26.0,$24.9
3017.TW,奇鋐,2410.0,0.21,多空分歧,36.7,↓,空頭排列,74%,PE:40.2,EPS:59.88,營收:110%,0.3x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$2,242.5 ~ $2,287.6","$2,192.2"
6111.TWO,6111擎亞,44.900001525878906,0.0,多空分歧,45.9,↑,MA20下方,35%,PE:--,EPS:-4.63,營收:128%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$41.1 ~ $41.9,$40.1
2308.TW,台達電,2210.0,-0.23,多空分歧,44.2,↓,MA20下方,83%,PE:95.9,EPS:23.04,營收:34%,0.7x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$1,870.6 ~ $1,908.2","$1,823.6"
2530.TW,華建,19.950000762939453,-0.25,多空分歧,56.5,↑,MA20上方,16%,PE:10.0,EPS:1.99,營收:16%,0.4x,外資賣超,偏弱,— 目前無買入信號,$17.6 ~ $18.0,$17.2
3293.TWO,鈊象電子,751.0,-0.53,多空分歧,54.3,↓,MA20下方,39%,PE:19.9,EPS:37.83,營收:17%,0.7x,,偏弱,🎯 一條件滿足 — 待確認,$709.7 ~ $724.0,$693.5
00910.TW,第一金太空衛星,70.44999694824219,-6.38,多空分歧,34.2,↓,MA20下方,70%,PE:33.6,EPS:--,營收:--,3.5x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$64.3 ~ $65.6,$64.3
