標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↑,MA20下方,nan%,PE:19.6,EPS:39.62,營收:17%,2.5x,,中性★,— 目前無買入信號,$678.6 ~ $692.2,$661.5
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:20.3,EPS:--,營收:--,0.4x,外資買超,中性★,— 目前無買入信號,$41.4 ~ $42.2,$40.3
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:19.4,EPS:--,營收:--,1.6x,外資買超,中性★,— 目前無買入信號,$45.6 ~ $46.5,$44.5
6111.TWO,6111擎亞,,,三線空頭,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.4x,,迴避,— 目前無買入信號,$35.6 ~ $36.3,$34.7
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:18.3,EPS:--,營收:--,0.8x,外資買超,中性★,— 目前無買入信號,$30.1 ~ $30.8,$29.4
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:38.7,EPS:59.92,營收:110%,0.4x,外資賣超,偏弱,— 目前無買入信號,"$2,004.9 ~ $2,045.2","$1,954.5"
00713.TW,元大高息低波,,,多空分歧,,↓,MA20下方,nan%,PE:18.4,EPS:--,營收:--,0.9x,外資賣超,偏弱,— 目前無買入信號,$59.0 ~ $60.2,$57.5
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:14.8,EPS:--,營收:--,0.8x,外資買超,中性★,— 目前無買入信號,$27.8 ~ $28.4,$27.1
NVDA,NVIDIA,199.42340087890625,2.25,多空分歧,46.6,↓,MA20下方,49%,PE:30.5,EPS:6.53,營收:85%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$189.1 ~ $192.9,$184.3
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:32.9,EPS:73.65,營收:36%,1.9x,外資買超,中性★,— 目前無買入信號,"$2,169.1 ~ $2,212.7","$2,114.6"
TSM,台積電ADR,406.6099853515625,0.82,多空分歧,44.3,↓,MA20下方,72%,PE:35.8,EPS:11.37,營收:36%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$370.9 ~ $378.3,$361.5
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:18.0,EPS:13.93,營收:29%,1.4x,外資買超,中性★,— 目前無買入信號,$225.4 ~ $229.9,$219.7
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:10.3,EPS:1.93,營收:16%,1.8x,外資賣超,偏弱,— 目前無買入信號,$18.9 ~ $19.2,$18.4
LRCX,科林研發,302.45001220703125,1.59,多空分歧,42.8,↓,MA20下方,61%,PE:52.6,EPS:5.75,營收:30%,0.6x,,偏弱,🎯 一條件滿足 — 待確認,$249.2 ~ $254.3,$243.0
GEV,GE Vernova,996.989990234375,1.53,多空分歧,45.1,↓,MA20下方,70%,PE:28.6,EPS:34.86,營收:22%,0.5x,,偏弱,🎯 一條件滿足 — 待確認,$893.2 ~ $911.1,$870.7
AMD,AMD,489.239990234375,0.79,多空分歧,42.6,↓,MA20下方,78%,PE:162.5,EPS:3.01,營收:38%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$421.9 ~ $430.4,$411.3
MU,美光,845.6099853515625,-3.32,多空分歧,44.0,↓,MA20下方,64%,PE:19.1,EPS:44.26,營收:346%,1.1x,,中性★,🎯 一條件滿足 — 待確認,$734.2 ~ $748.9,$715.7
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,3.5x,外資買超,中性★,— 目前無買入信號,$27.2 ~ $27.8,$26.5
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:22.4,EPS:--,營收:--,0.4x,外資買超,中性★,— 目前無買入信號,$51.2 ~ $52.3,$50.0
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:60.6,EPS:27.08,營收:48%,2.5x,外資賣超,偏弱,— 目前無買入信號,"$1,417.9 ~ $1,446.4","$1,382.2"
