標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,704.0,-0.56,多空分歧,35.7,↓,空頭排列,38%,PE:16.4,EPS:42.80,營收:15%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$680.5 ~ $694.2,$675.1
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:21.3,EPS:--,營收:--,0.3x,,中性★,— 目前無買入信號,$42.3 ~ $43.1,$41.2
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:21.8,EPS:--,營收:--,0.2x,,稍強★★,— 目前無買入信號,$51.2 ~ $52.3,$50.0
6111.TWO,6111擎亞,36.04999923706055,-0.41,偏空,49.2,↑,MA20下方,3%,PE:--,EPS:-4.21,營收:174%,0.1x,,偏弱,🎯 一條件滿足 — 待確認,$35.1 ~ $35.8,$34.3
00878.TW,國泰永續高股息,,,偏多,,↑,MA20下方,nan%,PE:19.2,EPS:--,營收:--,0.4x,,稍強★★,— 目前無買入信號,$31.8 ~ $32.4,$31.0
3017.TW,奇鋐,3460.0,2.37,多空分歧,70.7,↓,多頭排列,95%,PE:46.7,EPS:74.04,營收:66%,0.4x,,中性★,— 目前無買入信號,"$2,726.3 ~ $2,781.1","$2,657.8"
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:19.1,EPS:--,營收:--,0.4x,,稍強★★,— 目前無買入信號,$59.9 ~ $61.1,$58.4
00919.TW,群益台灣精選高息,,,多空分歧,,↑,MA20下方,nan%,PE:16.3,EPS:--,營收:--,0.8x,,中性★,— 目前無買入信號,$29.9 ~ $30.5,$29.1
NVDA,NVIDIA,,,多空分歧,,↑,MA20下方,nan%,PE:28.2,EPS:7.73,營收:106%,0.6x,,中性★,— 目前無買入信號,$206.2 ~ $210.4,$201.0
GEV,GE Vernova,,,多空分歧,,↑,MA20下方,nan%,PE:26.5,EPS:34.90,營收:22%,0.5x,,中性★,— 目前無買入信號,$869.6 ~ $887.1,$847.8
2330.TW,台積電,2450.0,-0.61,三線多頭,56.7,↑,MA20上方,94%,PE:28.7,EPS:85.51,營收:36%,0.5x,,強勢★★★,— 目前無買入信號,"$2,323.3 ~ $2,370.0","$2,264.9"
AMD,AMD,,,多空分歧,,↑,MA20下方,nan%,PE:128.8,EPS:3.91,營收:50%,0.4x,,中性★,— 目前無買入信號,$438.3 ~ $447.1,$427.3
TSM,台積電ADR,,,多空分歧,,↑,MA20下方,nan%,PE:32.2,EPS:13.31,營收:36%,0.6x,,中性★,— 目前無買入信號,$403.1 ~ $411.2,$393.0
2317.TW,鴻海,251.0,-0.4,多空分歧,56.2,↑,MA20上方,56%,PE:16.7,EPS:15.06,營收:41%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$236.8 ~ $241.6,$230.9
2530.TW,華建,19.549999237060547,-1.26,多空分歧,46.3,↑,MA20上方,14%,PE:31.0,EPS:0.63,營收:-99%,0.8x,,偏弱,🎯 一條件滿足 — 待確認,$18.7 ~ $19.0,$18.2
MU,美光,,,三線多頭,,↑,MA20下方,nan%,PE:23.3,EPS:42.03,營收:346%,0.7x,,強勢★★★,— 目前無買入信號,$883.2 ~ $900.9,$861.0
LRCX,科林研發,,,多空分歧,,↑,MA20下方,nan%,PE:51.8,EPS:5.75,營收:30%,0.9x,,中性★,— 目前無買入信號,$276.6 ~ $282.2,$269.7
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,0.7x,,稍強★★,— 目前無買入信號,$33.2 ~ $33.8,$32.3
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:22.8,EPS:--,營收:--,0.2x,,偏弱,— 目前無買入信號,$55.6 ~ $56.7,$54.2
2308.TW,台達電,1675.0,-6.69,多空分歧,44.0,↓,MA20下方,49%,PE:53.5,EPS:31.32,營收:48%,1.4x,,偏弱,🎯 一條件滿足 — 待確認,"$1,646.7 ~ $1,679.8","$1,605.3"
