標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:18.6,EPS:37.83,營收:17%,1.1x,,偏弱,— 目前無買入信號,$697.5 ~ $711.5,$680.0
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:20.4,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$44.5 ~ $45.4,$43.4
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:21.2,EPS:--,營收:--,0.6x,外資買超,中性★,— 目前無買入信號,$50.2 ~ $51.3,$49.0
6111.TWO,6111擎亞,,,三線空頭,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.3x,,迴避,— 目前無買入信號,$39.0 ~ $39.7,$38.0
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:23.1,EPS:--,營收:--,0.4x,外資買超,中性★,— 目前無買入信號,$31.9 ~ $32.6,$31.1
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:36.1,EPS:60.00,營收:110%,0.3x,外資買超,中性★,— 目前無買入信號,"$2,004.9 ~ $2,045.2","$1,954.5"
00713.TW,元大高息低波,,,偏多,,↓,MA20下方,nan%,PE:18.5,EPS:--,營收:--,0.4x,外資買超,稍強★★,— 目前無買入信號,$59.2 ~ $60.4,$57.7
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:15.7,EPS:--,營收:--,0.4x,外資買超,中性★,— 目前無買入信號,$28.9 ~ $29.5,$28.2
NVDA,NVIDIA,209.11000061035156,-1.27,三線多頭,58.9,↑,多頭排列,63%,PE:32.1,EPS:6.52,營收:85%,0.4x,,強勢★★★,— 目前無買入信號,$188.8 ~ $192.6,$184.1
2330.TW,台積電,,,偏多,,↓,MA20下方,nan%,PE:33.2,EPS:73.57,營收:35%,0.9x,外資賣超,中性★,— 目前無買入信號,"$2,313.4 ~ $2,359.9","$2,255.2"
TSM,台積電ADR,418.47900390625,-0.45,多空分歧,42.9,↓,空頭排列,77%,PE:36.3,EPS:11.52,營收:35%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$406.2 ~ $414.3,$398.5
GEV,GE Vernova,1044.56005859375,-2.01,多空分歧,48.7,↓,MA20下方,77%,PE:30.5,EPS:34.22,營收:16%,0.5x,,偏弱,🎯 一條件滿足 — 待確認,$975.8 ~ $995.4,$951.3
AMD,AMD,527.9199829101562,-3.69,多空分歧,51.3,↓,MA20下方,87%,PE:175.4,EPS:3.01,營收:38%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$492.9 ~ $502.8,$480.5
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:17.8,EPS:13.40,營收:29%,0.5x,外資買超,中性★,— 目前無買入信號,$228.8 ~ $233.4,$223.1
2530.TW,華建,,,偏空,,↑,MA20下方,nan%,PE:9.6,EPS:1.99,營收:16%,0.5x,外資賣超,迴避,— 目前無買入信號,$18.3 ~ $18.6,$17.8
LRCX,科林研發,328.989990234375,-4.94,多空分歧,42.2,↓,空頭排列,69%,PE:62.1,EPS:5.30,營收:24%,0.5x,,偏弱,🎯 一條件滿足 — 待確認,$306.1 ~ $312.2,$303.7
MU,美光,904.2999877929688,-8.02,多空分歧,40.2,↓,空頭排列,70%,PE:20.4,EPS:44.24,營收:346%,1.0x,,中性★,🎯 一條件滿足 — 待確認,$850.5 ~ $867.6,$847.4
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,1.1x,外資買超,中性★,— 目前無買入信號,$34.2 ~ $34.9,$33.3
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:27.9,EPS:--,營收:--,0.3x,外資賣超,偏弱,— 目前無買入信號,$56.5 ~ $57.7,$55.1
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:69.8,EPS:27.08,營收:34%,0.7x,外資買超,中性★,— 目前無買入信號,"$1,771.1 ~ $1,806.7","$1,726.6"
