標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,三線多頭,,↑,MA20下方,nan%,PE:23.4,EPS:--,營收:--,1.0x,外資買超,強勢★★★,— 目前無買入信號,$43.9 ~ $44.8,$42.8
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:22.1,EPS:--,營收:--,0.5x,外資賣超,稍強★★,— 目前無買入信號,$52.1 ~ $53.2,$50.8
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:19.8,EPS:--,營收:--,0.4x,外資賣超,稍強★★,— 目前無買入信號,$32.4 ~ $33.1,$31.6
3017.TW,奇鋐,3470.0,2.36,三線多頭,55.6,↓,MA20上方,95%,PE:46.7,EPS:74.24,營收:66%,0.5x,外資買超,強勢★★★,— 目前無買入信號,"$3,084.5 ~ $3,146.5","$3,007.0"
6111.TWO,6111擎亞,36.29999923706055,-0.55,多空分歧,44.0,↑,MA20上方,15%,PE:--,EPS:-4.18,營收:174%,0.3x,,中性★,🎯 一條件滿足 — 待確認,$32.9 ~ $33.6,$32.1
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:19.1,EPS:--,營收:--,0.6x,外資賣超,稍強★★,— 目前無買入信號,$59.9 ~ $61.1,$58.4
00919.TW,群益台灣精選高息,,,三線多頭,,↓,MA20下方,nan%,PE:16.0,EPS:--,營收:--,0.5x,外資賣超,中性★,— 目前無買入信號,$29.8 ~ $30.4,$29.0
2330.TW,台積電,2500.0,1.63,三線多頭,67.4,↑,多頭排列,98%,PE:29.2,EPS:85.61,營收:36%,0.6x,外資買超,強勢★★★,— 目前無買入信號,"$2,335.8 ~ $2,382.7","$2,297.0"
2317.TW,鴻海,256.0,1.19,偏多,63.9,↑,MA20上方,60%,PE:17.0,EPS:15.10,營收:41%,0.5x,外資買超,強勢★★★,— 目前無買入信號,$242.3 ~ $247.2,$236.2
GEV,GE Vernova,949.3200073242188,0.33,多空分歧,58.2,↑,MA20上方,63%,PE:27.2,EPS:34.88,營收:22%,0.5x,,中性★,— 目前無買入信號,$863.9 ~ $881.3,$842.2
3293.TWO,鈊象電子,729.0,0.28,偏多,67.1,↑,多頭排列,54%,PE:17.0,EPS:42.94,營收:15%,0.4x,,稍強★★,— 目前無買入信號,$683.6 ~ $697.3,$666.4
TSM,台積電ADR,447.6499938964844,-0.96,多空分歧,66.2,↑,多頭排列,86%,PE:33.4,EPS:13.42,營收:36%,0.6x,,中性★,— 目前無買入信號,$399.9 ~ $407.9,$394.5
LRCX,科林研發,307.6300048828125,-1.07,多空分歧,57.5,↑,MA20上方,58%,PE:51.8,EPS:5.94,營收:30%,0.4x,,中性★,— 目前無買入信號,$262.8 ~ $268.1,$257.4
2530.TW,華建,20.149999618530273,-1.23,偏多,59.2,↑,MA20上方,23%,PE:32.5,EPS:0.62,營收:-99%,0.4x,外資買超,稍強★★,— 目前無買入信號,$18.2 ~ $18.5,$17.8
AMD,AMD,614.875,-1.43,三線多頭,80.6,↑,多頭排列,98%,PE:156.5,EPS:3.93,營收:50%,0.3x,,稍強★★,— 目前無買入信號,$404.4 ~ $412.6,$427.3
NVDA,NVIDIA,225.07989501953125,-1.66,三線多頭,51.0,↑,MA20上方,85%,PE:28.5,EPS:7.91,營收:106%,0.4x,,強勢★★★,— 目前無買入信號,$207.4 ~ $211.6,$202.7
MU,美光,1070.5699462890625,-2.33,三線多頭,64.0,↑,多頭排列,83%,PE:24.2,EPS:44.28,營收:346%,0.5x,,強勢★★★,— 目前無買入信號,$873.2 ~ $890.7,$875.5
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,0.8x,外資買超,強勢★★★,— 目前無買入信號,$34.3 ~ $35.0,$33.4
00910.TW,第一金太空衛星,,,多空分歧,,↑,MA20下方,nan%,PE:24.0,EPS:--,營收:--,0.3x,外資賣超,偏弱,— 目前無買入信號,$55.0 ~ $56.1,$53.6
2308.TW,台達電,1900.0,0.0,多空分歧,60.8,↑,MA20上方,61%,PE:60.6,EPS:31.35,營收:48%,0.8x,外資賣超,中性★,— 目前無買入信號,"$1,552.2 ~ $1,583.4","$1,513.2"
