標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:18.6,EPS:37.88,營收:17%,0.7x,,偏弱,— 目前無買入信號,$697.5 ~ $711.5,$680.0
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:20.4,EPS:--,營收:--,0.2x,外資買超,中性★,— 目前無買入信號,$44.5 ~ $45.4,$43.4
0056.TW,元大高股息,,,偏多,,↓,MA20下方,nan%,PE:21.1,EPS:--,營收:--,0.8x,外資賣超,中性★,— 目前無買入信號,$50.2 ~ $51.3,$49.0
6111.TWO,6111擎亞,,,偏空,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.5x,,偏弱,— 目前無買入信號,$39.0 ~ $39.7,$38.0
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:23.0,EPS:--,營收:--,0.4x,外資賣超,偏弱,— 目前無買入信號,$31.9 ~ $32.6,$31.1
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:37.1,EPS:59.97,營收:110%,0.7x,外資賣超,偏弱,— 目前無買入信號,"$2,004.9 ~ $2,045.2","$1,954.5"
00713.TW,元大高息低波,,,偏多,,↓,MA20下方,nan%,PE:18.6,EPS:--,營收:--,1.1x,外資買超,稍強★★,— 目前無買入信號,$59.3 ~ $60.5,$57.8
00919.TW,群益台灣精選高息,,,多空分歧,,↓,MA20下方,nan%,PE:15.6,EPS:--,營收:--,0.5x,外資賣超,偏弱,— 目前無買入信號,$28.9 ~ $29.5,$28.2
NVDA,NVIDIA,206.27999877929688,-2.93,三線多頭,59.2,↑,MA20上方,59%,PE:31.6,EPS:6.52,營收:85%,0.4x,,強勢★★★,— 目前無買入信號,$188.5 ~ $192.3,$184.1
GEV,GE Vernova,1018.719970703125,-3.46,多空分歧,43.2,↓,空頭排列,73%,PE:29.8,EPS:34.19,營收:16%,0.6x,,偏弱,🎯 一條件滿足 — 待確認,"$987.0 ~ $1,006.9",$962.2
2330.TW,台積電,,,偏多,,↓,MA20下方,nan%,PE:33.5,EPS:73.69,營收:35%,0.9x,外資賣超,中性★,— 目前無買入信號,"$2,313.4 ~ $2,359.9","$2,255.2"
TSM,台積電ADR,404.510009765625,-3.57,多空分歧,40.8,↓,空頭排列,71%,PE:35.2,EPS:11.49,營收:35%,1.3x,,中性★,🎯 一條件滿足 — 待確認,$402.0 ~ $410.1,$392.2
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:18.1,EPS:13.41,營收:29%,0.6x,外資買超,中性★,— 目前無買入信號,$228.8 ~ $233.4,$223.1
2530.TW,華建,,,偏空,,↑,MA20下方,nan%,PE:9.7,EPS:1.99,營收:16%,0.5x,外資買超,偏弱,— 目前無買入信號,$18.3 ~ $18.6,$17.8
LRCX,科林研發,317.7449951171875,-5.27,多空分歧,34.9,↓,空頭排列,65%,PE:60.0,EPS:5.30,營收:24%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$300.5 ~ $306.5,$303.7
AMD,AMD,492.5201110839844,-6.92,多空分歧,44.1,↓,MA20下方,79%,PE:163.2,EPS:3.02,營收:38%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$489.9 ~ $499.7,$477.6
MU,美光,841.60400390625,-6.93,多空分歧,20.6,↓,空頭排列,64%,PE:19.0,EPS:44.22,營收:346%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$821.4 ~ $837.9,$816.1
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,1.2x,外資買超,中性★,— 目前無買入信號,$34.2 ~ $34.9,$33.3
00910.TW,第一金太空衛星,,,多空分歧,,↓,MA20下方,nan%,PE:27.2,EPS:--,營收:--,0.3x,外資賣超,偏弱,— 目前無買入信號,$56.5 ~ $57.7,$55.1
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:70.5,EPS:27.03,營收:34%,0.7x,外資賣超,偏弱,— 目前無買入信號,"$1,771.1 ~ $1,806.7","$1,726.6"
