標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
2530.TW,華建,19.549999237060547,2.89,三線空頭,45.2,↓,MA20下方,13%,PE:31.0,EPS:0.63,營收:-99%,1.2x,,迴避,🎯 一條件滿足 — 待確認,$18.6 ~ $18.9,$18.4
6111.TWO,6111擎亞,36.54999923706055,2.38,三線空頭,33.3,↑,空頭排列,6%,PE:--,EPS:-4.26,營收:174%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$35.1 ~ $35.8,$34.3
3293.TWO,鈊象電子,758.0,1.2,偏多,44.1,↓,MA20下方,70%,PE:17.7,EPS:42.77,營收:15%,1.5x,,稍強★★,🎯 一條件滿足 — 待確認,$701.3 ~ $715.4,$686.8
00909.TW,國泰智能電動車ETF,44.599998474121094,1.07,多空分歧,64.9,↑,MA20下方,62%,PE:19.8,EPS:--,營收:--,0.3x,,中性★,🎯 一條件滿足 — 待確認,$41.4 ~ $42.2,$40.3
2330.TW,台積電,2375.0,1.06,多空分歧,44.0,↑,MA20上方,89%,PE:27.8,EPS:85.54,營收:36%,0.5x,,中性★,🎯 一條件滿足 — 待確認,"$2,169.1 ~ $2,212.7","$2,114.6"
00713.TW,元大高息低波,61.150001525878906,0.82,多空分歧,63.1,↓,MA20上方,96%,PE:18.4,EPS:--,營收:--,0.7x,,偏弱,🎯 一條件滿足 — 待確認,$59.0 ~ $60.2,$57.5
2317.TW,鴻海,246.5,0.61,多空分歧,46.9,↓,MA20下方,52%,PE:17.7,EPS:13.94,營收:41%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$225.4 ~ $229.9,$219.7
00919.TW,群益台灣精選高息,30.309999465942383,-0.1,偏多,79.4,↑,MA20上方,94%,PE:15.2,EPS:--,營收:--,0.4x,,中性★,— 目前無買入信號,$27.8 ~ $28.4,$27.1
TSM,台積電ADR,412.0899963378906,-0.32,多空分歧,56.8,↑,MA20下方,74%,PE:31.0,EPS:13.31,營收:36%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$370.9 ~ $378.3,$361.5
MU,美光,937.1099853515625,-0.39,三線多頭,58.2,↑,MA20上方,72%,PE:21.3,EPS:44.04,營收:346%,0.7x,,強勢★★★,— 目前無買入信號,$734.2 ~ $748.9,$715.7
00878.TW,國泰永續高股息,32.150001525878906,-0.71,多空分歧,76.4,↑,MA20上方,91%,PE:18.1,EPS:--,營收:--,0.6x,,偏弱,— 目前無買入信號,$29.2 ~ $29.8,$28.5
NVDA,NVIDIA,217.55999755859375,-0.99,多空分歧,71.9,↑,MA20上方,74%,PE:33.7,EPS:6.46,營收:85%,0.6x,,中性★,— 目前無買入信號,$188.6 ~ $192.3,$184.3
2308.TW,台達電,1745.0,-1.13,多空分歧,58.5,↑,MA20上方,58%,PE:55.5,EPS:31.42,營收:48%,0.8x,,中性★,— 目前無買入信號,"$1,417.9 ~ $1,446.4","$1,382.2"
0056.TW,元大高股息,52.04999923706055,-1.23,多空分歧,80.1,↑,MA20上方,91%,PE:20.4,EPS:--,營收:--,0.3x,,偏弱,— 目前無買入信號,$45.6 ~ $46.5,$44.5
00631L.TW,元大台灣50正2,34.27000045776367,-1.55,多空分歧,70.3,↑,MA20上方,75%,PE:--,EPS:--,營收:--,0.8x,,中性★,— 目前無買入信號,$27.2 ~ $27.8,$26.5
GEV,GE Vernova,987.4600219726562,-1.7,多空分歧,51.1,↑,MA20下方,69%,PE:28.8,EPS:34.26,營收:22%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$893.2 ~ $911.1,$870.7
00910.TW,第一金太空衛星,61.150001525878906,-3.17,多空分歧,73.3,↑,MA20上方,50%,PE:24.7,EPS:--,營收:--,0.1x,,中性★,— 目前無買入信號,$50.6 ~ $51.6,$50.0
3017.TW,奇鋐,2985.0,-3.55,多空分歧,70.5,↑,MA20上方,87%,PE:40.2,EPS:74.28,營收:66%,0.6x,,中性★,— 目前無買入信號,"$1,965.9 ~ $2,005.5","$1,947.8"
AMD,AMD,466.4200134277344,-3.71,多空分歧,45.4,↑,MA20下方,73%,PE:123.4,EPS:3.78,營收:50%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$421.9 ~ $430.4,$411.3
LRCX,科林研發,307.1700134277344,-6.33,多空分歧,53.5,↑,MA20下方,62%,PE:56.8,EPS:5.41,營收:30%,1.0x,,中性★,🎯 一條件滿足 — 待確認,$249.2 ~ $254.3,$243.0
