標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:18.9,EPS:--,營收:--,2.3x,外資買超,中性★,— 目前無買入信號,$32.9 ~ $33.5,$32.1
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:17.0,EPS:--,營收:--,2.8x,外資賣超,稍強★★,— 目前無買入信號,$36.9 ~ $37.6,$35.9
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:17.5,EPS:--,營收:--,1.9x,外資買超,強勢★★★,— 目前無買入信號,$21.7 ~ $22.1,$21.1
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:16.5,EPS:--,營收:--,1.7x,外資賣超,稍強★★,— 目前無買入信號,$50.4 ~ $51.4,$49.1
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:12.6,EPS:--,營收:--,2.0x,外資買超,強勢★★★,— 目前無買入信號,$21.9 ~ $22.3,$21.3
GEV,GE Vernova,1127.56005859375,13.75,三線多頭,90.6,↑,多頭排列,98%,PE:63.9,EPS:17.65,營收:4%,1.3x,,稍強★★,— 目前無買入信號,$799.9 ~ $816.0,$782.8
MU,美光,487.4800109863281,8.48,三線多頭,87.0,↑,多頭排列,99%,PE:23.0,EPS:21.21,營收:196%,1.6x,,強勢★★★,— 目前無買入信號,$308.9 ~ $315.1,$302.1
AMD,AMD,303.4599914550781,6.67,三線多頭,96.6,↑,多頭排列,100%,PE:115.8,EPS:2.62,營收:34%,1.0x,,稍強★★,— 目前無買入信號,$174.6 ~ $178.1,$187.1
TSM,台積電ADR,387.44000244140625,5.26,三線多頭,74.1,↑,MA20上方,99%,PE:33.2,EPS:11.67,營收:35%,1.3x,,強勢★★★,— 目前無買入信號,$312.2 ~ $318.5,$304.4
3017.TW,奇鋐,2695.0,5.07,三線多頭,82.8,↑,多頭排列,96%,PE:55.9,EPS:48.24,營收:128%,0.7x,外資賣超,稍強★★,— 目前無買入信號,"$1,849.9 ~ $1,887.1","$1,857.5"
2317.TW,鴻海,221.0,4.74,多空分歧,83.2,↑,多頭排列,68%,PE:16.5,EPS:13.40,營收:22%,2.3x,外資買超,中性★,— 目前無買入信號,$185.1 ~ $188.8,$181.9
LRCX,科林研發,265.54998779296875,2.78,多空分歧,73.7,↑,MA20上方,96%,PE:54.6,EPS:4.86,營收:22%,0.9x,,中性★,— 目前無買入信號,$192.3 ~ $196.2,$192.6
3293.TWO,鈊象電子,790.0,1.41,三線多頭,63.3,↑,多頭排列,57%,PE:20.9,EPS:37.84,營收:12%,1.0x,,稍強★★,— 目前無買入信號,$724.4 ~ $738.9,$706.2
NVDA,NVIDIA,202.5,1.31,偏多,91.6,↑,多頭排列,91%,PE:41.3,EPS:4.90,營收:73%,0.6x,,稍強★★,— 目前無買入信號,$159.9 ~ $163.1,$159.3
6111.TWO,6111擎亞,49.400001525878906,1.02,多空分歧,93.2,↑,多頭排列,39%,PE:--,EPS:-4.63,營收:98%,1.1x,,中性★,— 目前無買入信號,$39.1 ~ $39.9,$38.7
2330.TW,台積電,2050.0,0.0,多空分歧,77.9,↑,多頭排列,96%,PE:27.9,EPS:73.60,營收:35%,0.8x,外資賣超,偏弱,— 目前無買入信號,"$1,700.3 ~ $1,734.5","$1,707.2"
2530.TW,華建,21.75,-2.47,三線空頭,12.0,↓,空頭排列,1%,PE:10.9,EPS:1.99,營收:-91%,1.7x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$21.3 ~ $21.7,$21.0
00631L.TW,元大台灣50正2,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,25.1x,外資賣超,偏弱,— 目前無買入信號,$19.1 ~ $19.5,$18.7
00910.TW,第一金太空衛星,,,三線多頭,,↑,MA20下方,nan%,PE:33.8,EPS:--,營收:--,0.7x,外資賣超,稍強★★,— 目前無買入信號,$54.2 ~ $55.3,$52.9
2308.TW,台達電,2015.0,0.0,三線多頭,91.0,↑,多頭排列,98%,PE:87.0,EPS:23.17,營收:42%,0.9x,外資賣超,稍強★★,— 目前無買入信號,"$1,258.1 ~ $1,283.4","$1,324.0"
