標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,708.0,-0.42,多空分歧,33.5,↓,空頭排列,41%,PE:16.5,EPS:42.83,營收:15%,2.0x,,偏弱,🎯 一條件滿足 — 待確認,$672.9 ~ $686.4,$675.1
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:19.7,EPS:--,營收:--,0.4x,,中性★,— 目前無買入信號,$42.3 ~ $43.1,$41.2
0056.TW,元大高股息,,,三線多頭,,↑,MA20下方,nan%,PE:21.6,EPS:--,營收:--,0.6x,,稍強★★,— 目前無買入信號,$50.7 ~ $51.8,$49.5
6111.TWO,6111擎亞,37.5,-1.7,多空分歧,51.3,↑,MA20上方,11%,PE:--,EPS:-4.20,營收:174%,0.3x,,中性★,— 目前無買入信號,$35.2 ~ $35.9,$34.3
00878.TW,國泰永續高股息,,,三線多頭,,↑,MA20下方,nan%,PE:18.9,EPS:--,營收:--,0.5x,,稍強★★,— 目前無買入信號,$31.5 ~ $32.1,$30.7
3017.TW,奇鋐,3310.0,-2.93,三線多頭,55.2,↑,MA20上方,93%,PE:44.6,EPS:74.14,營收:66%,0.5x,,強勢★★★,— 目前無買入信號,"$2,596.5 ~ $2,648.7","$2,531.2"
00713.TW,元大高息低波,,,三線多頭,,↑,MA20下方,nan%,PE:18.9,EPS:--,營收:--,0.5x,,稍強★★,— 目前無買入信號,$59.9 ~ $61.1,$58.4
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:16.2,EPS:--,營收:--,1.0x,,稍強★★,— 目前無買入信號,$29.4 ~ $30.0,$28.7
NVDA,NVIDIA,,,偏多,,↓,MA20下方,nan%,PE:28.4,EPS:7.91,營收:106%,0.9x,,稍強★★,— 目前無買入信號,$206.2 ~ $210.4,$201.0
GEV,GE Vernova,,,三線空頭,,↓,MA20下方,nan%,PE:26.4,EPS:34.86,營收:22%,0.9x,,迴避,— 目前無買入信號,$869.6 ~ $887.1,$847.8
2330.TW,台積電,2385.0,-2.25,多空分歧,42.9,↑,MA20下方,89%,PE:27.9,EPS:85.38,營收:36%,0.6x,,中性★,🎯 一條件滿足 — 待確認,"$2,323.3 ~ $2,370.0","$2,264.9"
AMD,AMD,,,三線空頭,,↓,MA20下方,nan%,PE:116.9,EPS:3.91,營收:50%,0.3x,,迴避,— 目前無買入信號,$448.7 ~ $457.8,$437.5
TSM,台積電ADR,,,偏空,,↓,MA20下方,nan%,PE:30.7,EPS:13.55,營收:36%,0.5x,,偏弱,— 目前無買入信號,$403.1 ~ $411.2,$393.0
2317.TW,鴻海,251.0,-1.95,多空分歧,38.0,↓,MA20下方,56%,PE:16.6,EPS:15.11,營收:41%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$236.6 ~ $241.4,$230.9
2530.TW,華建,19.25,-2.53,三線空頭,47.5,↓,MA20下方,11%,PE:30.6,EPS:0.63,營收:-99%,0.7x,,迴避,🎯 一條件滿足 — 待確認,$18.7 ~ $19.0,$18.2
MU,美光,,,三線多頭,,↑,MA20下方,nan%,PE:21.6,EPS:44.25,營收:346%,0.6x,,強勢★★★,— 目前無買入信號,$822.9 ~ $839.4,$802.2
LRCX,科林研發,,,三線空頭,,↓,MA20下方,nan%,PE:50.1,EPS:5.75,營收:30%,0.4x,,迴避,— 目前無買入信號,$285.2 ~ $290.9,$278.0
00631L.TW,元大台灣50正2,,,三線多頭,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,1.1x,,稍強★★,— 目前無買入信號,$33.1 ~ $33.8,$32.3
00910.TW,第一金太空衛星,,,三線空頭,,↓,MA20下方,nan%,PE:22.6,EPS:--,營收:--,0.3x,,迴避,— 目前無買入信號,$56.3 ~ $57.4,$54.9
2308.TW,台達電,1730.0,-7.24,多空分歧,33.7,↑,MA20下方,56%,PE:55.3,EPS:31.31,營收:48%,1.1x,,中性★,🎯 一條件滿足 — 待確認,"$1,616.9 ~ $1,649.4","$1,576.2"
