標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:19.8,EPS:37.81,營收:17%,1.4x,,偏弱,— 目前無買入信號,$706.5 ~ $720.6,$688.7
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:21.8,EPS:--,營收:--,0.9x,外資買超,中性★,— 目前無買入信號,$41.2 ~ $42.1,$40.2
0056.TW,元大高股息,,,三線多頭,,↓,MA20下方,nan%,PE:18.5,EPS:--,營收:--,1.0x,外資買超,稍強★★,— 目前無買入信號,$40.4 ~ $41.2,$39.4
6111.TWO,6111擎亞,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:98%,0.7x,,中性★,— 目前無買入信號,$43.3 ~ $44.2,$42.2
00878.TW,國泰永續高股息,,,三線多頭,,↓,MA20下方,nan%,PE:19.7,EPS:--,營收:--,1.6x,外資買超,稍強★★,— 目前無買入信號,$24.0 ~ $24.5,$23.4
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:52.9,EPS:48.15,營收:110%,0.8x,外資賣超,偏弱,— 目前無買入信號,"$2,288.5 ~ $2,334.5","$2,231.0"
00713.TW,元大高息低波,,,偏多,,↑,MA20下方,nan%,PE:17.0,EPS:--,營收:--,1.0x,外資買超,稍強★★,— 目前無買入信號,$52.4 ~ $53.5,$51.1
00919.TW,群益台灣精選高息,,,三線多頭,,↑,MA20下方,nan%,PE:14.1,EPS:--,營收:--,0.8x,外資買超,強勢★★★,— 目前無買入信號,$23.2 ~ $23.6,$22.6
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:30.6,EPS:73.59,營收:35%,0.8x,外資買超,中性★,— 目前無買入信號,"$2,094.5 ~ $2,136.6","$2,041.8"
AMD,AMD,474.3999938964844,5.52,三線多頭,75.9,↓,MA20上方,98%,PE:157.6,EPS:3.01,營收:38%,0.6x,,稍強★★,— 目前無買入信號,$304.4 ~ $310.5,$300.7
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:18.7,EPS:13.39,營收:29%,0.9x,外資買超,中性★,— 目前無買入信號,$216.9 ~ $221.3,$211.5
2530.TW,華建,,,偏空,,↑,MA20下方,nan%,PE:10.3,EPS:1.99,營收:16%,1.5x,外資賣超,迴避,— 目前無買入信號,$19.9 ~ $20.3,$19.4
LRCX,科林研發,307.864990234375,1.86,三線多頭,68.2,↑,MA20上方,99%,PE:58.2,EPS:5.29,營收:24%,0.3x,,稍強★★,— 目前無買入信號,$240.4 ~ $245.2,$234.4
MU,美光,773.280029296875,1.47,三線多頭,68.3,↓,MA20上方,94%,PE:36.5,EPS:21.19,營收:196%,0.8x,,稍強★★,— 目前無買入信號,$458.1 ~ $467.3,$473.6
GEV,GE Vernova,1047.0,0.3,多空分歧,45.6,↓,MA20下方,82%,PE:30.6,EPS:34.24,營收:16%,0.3x,,偏弱,🎯 一條件滿足 — 待確認,$975.2 ~ $994.8,$950.7
TSM,台積電ADR,406.5834045410156,-0.14,三線多頭,52.2,↓,MA20上方,93%,PE:35.0,EPS:11.60,營收:35%,0.3x,,稍強★★,🎯 一條件滿足 — 待確認,$382.8 ~ $390.5,$373.2
NVDA,NVIDIA,216.125,-1.54,多空分歧,63.3,↓,MA20上方,81%,PE:33.1,EPS:6.52,營收:85%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$192.7 ~ $196.6,$188.9
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,1.5x,外資買超,中性★,— 目前無買入信號,$27.1 ~ $27.6,$26.4
00910.TW,第一金太空衛星,,,三線多頭,,↑,MA20下方,nan%,PE:37.2,EPS:--,營收:--,0.9x,外資買超,強勢★★★,— 目前無買入信號,$63.9 ~ $65.2,$62.3
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:90.5,EPS:23.14,營收:34%,0.7x,外資賣超,偏弱,— 目前無買入信號,"$1,870.6 ~ $1,908.2","$1,823.6"
