標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,三線多頭,,↑,MA20下方,nan%,PE:19.5,EPS:39.63,營收:17%,0.8x,,稍強★★,— 目前無買入信號,$678.6 ~ $692.2,$661.5
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:20.3,EPS:--,營收:--,0.1x,外資買超,中性★,— 目前無買入信號,$41.4 ~ $42.2,$40.3
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:19.8,EPS:--,營收:--,0.6x,外資買超,中性★,— 目前無買入信號,$45.6 ~ $46.5,$44.5
6111.TWO,6111擎亞,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:-4.26,營收:128%,0.3x,,中性★,— 目前無買入信號,$35.6 ~ $36.3,$34.7
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:18.3,EPS:--,營收:--,0.9x,外資賣超,偏弱,— 目前無買入信號,$30.1 ~ $30.8,$29.4
3017.TW,奇鋐,,,多空分歧,,↑,MA20下方,nan%,PE:43.4,EPS:59.93,營收:110%,1.0x,外資買超,稍強★★,— 目前無買入信號,"$2,004.9 ~ $2,045.2","$1,954.5"
00713.TW,元大高息低波,,,三線多頭,,↓,MA20下方,nan%,PE:18.3,EPS:--,營收:--,0.3x,外資賣超,中性★,— 目前無買入信號,$59.0 ~ $60.2,$57.5
00919.TW,群益台灣精選高息,,,偏多,,↓,MA20下方,nan%,PE:14.8,EPS:--,營收:--,0.4x,外資買超,稍強★★,— 目前無買入信號,$27.8 ~ $28.4,$27.1
NVDA,NVIDIA,211.49009704589844,2.35,三線多頭,49.2,↑,MA20上方,66%,PE:32.4,EPS:6.53,營收:85%,0.4x,,強勢★★★,— 目前無買入信號,$189.1 ~ $192.9,$184.3
GEV,GE Vernova,1014.39501953125,0.76,多空分歧,45.4,↓,MA20下方,73%,PE:29.1,EPS:34.83,營收:22%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$893.2 ~ $911.1,$870.7
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:31.5,EPS:73.71,營收:36%,1.2x,外資賣超,偏弱,— 目前無買入信號,"$2,169.1 ~ $2,212.7","$2,114.6"
AMD,AMD,526.719970703125,8.68,多空分歧,49.6,↓,MA20上方,87%,PE:175.6,EPS:3.00,營收:38%,0.5x,,中性★,— 目前無買入信號,$421.9 ~ $430.4,$411.3
TSM,台積電ADR,418.760009765625,3.11,多空分歧,49.7,↑,MA20上方,77%,PE:37.0,EPS:11.33,營收:36%,0.7x,,中性★,— 目前無買入信號,$370.9 ~ $378.3,$361.5
2317.TW,鴻海,,,三線多頭,,↑,MA20下方,nan%,PE:17.9,EPS:13.94,營收:29%,0.6x,外資買超,強勢★★★,— 目前無買入信號,$225.4 ~ $229.9,$219.7
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:10.0,EPS:1.93,營收:16%,1.2x,外資賣超,偏弱,— 目前無買入信號,$18.9 ~ $19.2,$18.4
MU,美光,892.2150268554688,7.56,多空分歧,49.2,↓,MA20下方,68%,PE:20.0,EPS:44.63,營收:346%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$734.2 ~ $748.9,$715.7
LRCX,科林研發,315.0350036621094,6.93,多空分歧,44.5,↓,MA20上方,64%,PE:54.6,EPS:5.77,營收:30%,0.6x,,偏弱,🎯 一條件滿足 — 待確認,$249.2 ~ $254.3,$243.0
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,1.5x,外資賣超,偏弱,— 目前無買入信號,$27.2 ~ $27.8,$26.5
00910.TW,第一金太空衛星,,,多空分歧,,↑,MA20下方,nan%,PE:23.8,EPS:--,營收:--,0.5x,外資買超,中性★,— 目前無買入信號,$51.2 ~ $52.3,$50.0
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:60.0,EPS:27.02,營收:48%,1.7x,外資買超,中性★,— 目前無買入信號,"$1,417.9 ~ $1,446.4","$1,382.2"
