標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,多空分歧,,↓,MA20下方,nan%,PE:16.8,EPS:42.82,營收:15%,1.6x,,偏弱,— 目前無買入信號,$711.4 ~ $725.7,$693.5
00909.TW,國泰智能電動車ETF,,,多空分歧,,↑,MA20下方,nan%,PE:20.5,EPS:--,營收:--,0.5x,外資賣超,偏弱,— 目前無買入信號,$41.4 ~ $42.2,$40.3
0056.TW,元大高股息,,,多空分歧,,↑,MA20下方,nan%,PE:20.5,EPS:--,營收:--,0.3x,外資賣超,偏弱,— 目前無買入信號,$45.6 ~ $46.5,$44.5
6111.TWO,6111擎亞,,,偏空,,↑,MA20下方,nan%,PE:--,EPS:-4.26,營收:174%,0.3x,,偏弱,— 目前無買入信號,$35.2 ~ $35.9,$34.3
00878.TW,國泰永續高股息,32.43000030517578,0.15,偏多,64.4,↑,MA20上方,92%,PE:18.3,EPS:--,營收:--,0.3x,外資買超,稍強★★,— 目前無買入信號,$29.2 ~ $29.8,$28.5
3017.TW,奇鋐,,,多空分歧,,↑,MA20下方,nan%,PE:38.5,EPS:74.20,營收:66%,0.4x,外資買超,稍強★★,— 目前無買入信號,"$1,998.0 ~ $2,038.2","$1,947.8"
00713.TW,元大高息低波,61.400001525878906,-0.24,偏多,62.0,↓,多頭排列,98%,PE:18.5,EPS:--,營收:--,0.6x,外資買超,稍強★★,🎯 一條件滿足 — 待確認,$59.0 ~ $60.2,$57.5
00919.TW,群益台灣精選高息,30.649999618530273,-0.49,三線多頭,70.8,↑,多頭排列,97%,PE:15.3,EPS:--,營收:--,0.4x,外資賣超,稍強★★,— 目前無買入信號,$27.8 ~ $28.4,$27.1
GEV,GE Vernova,940.2000122070312,-1.74,多空分歧,34.7,↓,MA20下方,62%,PE:26.9,EPS:34.93,營收:22%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$893.2 ~ $911.1,$870.7
2330.TW,台積電,,,三線多頭,,↑,MA20下方,nan%,PE:27.8,EPS:85.55,營收:36%,0.4x,外資賣超,稍強★★,— 目前無買入信號,"$2,169.1 ~ $2,212.7","$2,114.6"
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:17.5,EPS:13.94,營收:41%,0.3x,外資賣超,偏弱,— 目前無買入信號,$225.4 ~ $229.9,$219.7
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:30.9,EPS:0.63,營收:-99%,0.5x,外資賣超,偏弱,— 目前無買入信號,$18.9 ~ $19.2,$18.4
00910.TW,第一金太空衛星,59.650001525878906,0.08,多空分歧,52.2,↓,MA20下方,46%,PE:24.1,EPS:--,營收:--,0.1x,外資買超,中性★,🎯 一條件滿足 — 待確認,$51.2 ~ $52.3,$50.0
00631L.TW,元大台灣50正2,34.11000061035156,-2.1,多空分歧,60.3,↑,MA20上方,75%,PE:--,EPS:--,營收:--,0.6x,外資賣超,偏弱,— 目前無買入信號,$27.2 ~ $27.8,$26.5
NVDA,NVIDIA,209.66000366210938,-2.36,多空分歧,47.3,↓,MA20下方,63%,PE:32.1,EPS:6.53,營收:85%,0.4x,,中性★,🎯 一條件滿足 — 待確認,$189.1 ~ $192.9,$184.3
TSM,台積電ADR,408.6549987792969,-2.46,多空分歧,43.7,↓,MA20下方,73%,PE:30.5,EPS:13.41,營收:36%,0.5x,,中性★,🎯 一條件滿足 — 待確認,$370.9 ~ $378.3,$361.5
LRCX,科林研發,305.3999938964844,-2.74,多空分歧,44.9,↑,MA20下方,61%,PE:53.1,EPS:5.75,營收:30%,0.3x,,中性★,🎯 一條件滿足 — 待確認,$249.2 ~ $254.3,$243.0
AMD,AMD,458.95001220703125,-3.02,多空分歧,33.2,↓,MA20下方,71%,PE:116.8,EPS:3.93,營收:50%,0.2x,,中性★,🎯 一條件滿足 — 待確認,$421.9 ~ $430.4,$411.3
MU,美光,911.2650146484375,-5.74,多空分歧,52.6,↑,MA20上方,70%,PE:20.6,EPS:44.28,營收:346%,0.5x,,中性★,— 目前無買入信號,$734.2 ~ $748.9,$715.7
2308.TW,台達電,,,多空分歧,,↑,MA20下方,nan%,PE:55.4,EPS:31.33,營收:48%,0.4x,外資賣超,中性★,— 目前無買入信號,"$1,417.9 ~ $1,446.4","$1,382.2"
