標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:20.4,EPS:--,營收:--,0.4x,外資買超,中性★,— 目前無買入信號,$41.2 ~ $42.1,$40.2
0056.TW,元大高股息,,,多空分歧,,↓,MA20下方,nan%,PE:17.6,EPS:--,營收:--,0.5x,外資買超,中性★,— 目前無買入信號,$40.0 ~ $40.8,$39.0
00878.TW,國泰永續高股息,,,多空分歧,,↓,MA20下方,nan%,PE:18.8,EPS:--,營收:--,0.8x,外資買超,中性★,— 目前無買入信號,$23.7 ~ $24.2,$23.1
00713.TW,元大高息低波,,,偏多,,↑,MA20下方,nan%,PE:16.8,EPS:--,營收:--,0.9x,外資買超,稍強★★,— 目前無買入信號,$52.4 ~ $53.5,$51.1
00919.TW,群益台灣精選高息,,,偏多,,↑,MA20下方,nan%,PE:13.7,EPS:--,營收:--,0.7x,外資買超,稍強★★,— 目前無買入信號,$23.2 ~ $23.6,$22.6
AMD,AMD,444.7699890136719,7.42,多空分歧,67.9,↓,MA20上方,93%,PE:149.3,EPS:2.98,營收:38%,0.5x,,中性★,— 目前無買入信號,$287.6 ~ $293.4,$290.8
LRCX,科林研發,289.4389953613281,5.87,多空分歧,63.1,↓,MA20上方,94%,PE:54.6,EPS:5.30,營收:24%,0.4x,,偏弱,— 目前無買入信號,$240.2 ~ $245.0,$234.4
MU,美光,728.260009765625,4.22,多空分歧,69.1,↓,MA20上方,88%,PE:34.4,EPS:21.17,營收:196%,1.2x,,中性★,— 目前無買入信號,$415.7 ~ $424.0,$457.6
TSM,台積電ADR,402.55499267578125,2.53,多空分歧,52.8,↓,MA20上方,92%,PE:34.6,EPS:11.62,營收:35%,0.5x,,中性★,🎯🎯 兩條件滿足 — 觀察買入點,$373.9 ~ $381.4,$364.5
6111.TWO,6111擎亞,46.5,2.31,多空分歧,58.0,↓,MA20下方,35%,PE:--,EPS:-4.63,營收:98%,0.6x,,中性★,🎯🎯 兩條件滿足 — 觀察買入點,$43.3 ~ $44.2,$42.2
GEV,GE Vernova,1031.280029296875,1.93,多空分歧,42.0,↓,空頭排列,80%,PE:30.2,EPS:34.20,營收:16%,0.5x,,偏弱,🎯 一條件滿足 — 待確認,$975.2 ~ $994.8,$950.7
NVDA,NVIDIA,223.99020385742188,1.53,多空分歧,70.1,↑,MA20上方,88%,PE:45.7,EPS:4.90,營收:73%,0.5x,,中性★,— 目前無買入信號,$190.3 ~ $194.1,$188.9
2530.TW,華建,20.899999618530273,0.97,三線空頭,45.8,↑,空頭排列,7%,PE:10.5,EPS:1.99,營收:16%,0.9x,外資賣超,迴避,🎯 一條件滿足 — 待確認,$19.9 ~ $20.3,$19.4
3293.TWO,鈊象電子,728.0,0.0,多空分歧,35.1,↓,MA20下方,28%,PE:19.2,EPS:37.86,營收:17%,1.0x,,偏弱,🎯 一條件滿足 — 待確認,$700.3 ~ $714.4,$688.7
2330.TW,台積電,2185.0,-0.91,多空分歧,50.5,↓,MA20下方,89%,PE:29.7,EPS:73.65,營收:35%,0.9x,外資賣超,中性★,🎯🎯 兩條件滿足 — 觀察買入點,"$2,029.8 ~ $2,070.6","$1,978.8"
2317.TW,鴻海,240.0,-2.04,多空分歧,61.2,↓,MA20上方,79%,PE:17.9,EPS:13.40,營收:29%,1.0x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$211.4 ~ $215.7,$206.1
3017.TW,奇鋐,2340.0,-2.09,多空分歧,25.4,↓,空頭排列,72%,PE:48.5,EPS:48.28,營收:110%,0.5x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,"$2,224.0 ~ $2,268.7","$2,231.0"
00631L.TW,元大台灣50正2,,,多空分歧,,↓,MA20下方,nan%,PE:--,EPS:--,營收:--,1.4x,外資賣超,偏弱,— 目前無買入信號,$25.8 ~ $26.3,$25.1
00910.TW,第一金太空衛星,,,三線多頭,,↑,MA20下方,nan%,PE:35.8,EPS:--,營收:--,0.8x,外資買超,強勢★★★,— 目前無買入信號,$63.9 ~ $65.2,$62.3
2308.TW,台達電,1915.0,0.0,多空分歧,31.6,↓,MA20下方,77%,PE:82.6,EPS:23.17,營收:34%,0.8x,外資買超,中性★,🎯 一條件滿足 — 待確認,"$1,870.6 ~ $1,908.2","$1,823.6"
