標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
LRCX,科林研發,246.49000549316406,9.87,三線多頭,59.2,↑,MA20上方,95%,PE:50.5,EPS:4.88,營收:22%,1.0x,,稍強★★,🎯 一條件滿足 — 待確認,$197.6 ~ $201.6,$192.6
MU,美光,406.7300109863281,7.72,多空分歧,38.2,↑,MA20上方,84%,PE:19.2,EPS:21.19,營收:196%,1.7x,,稍強★★,🎯 一條件滿足 — 待確認,$309.9 ~ $316.2,$302.1
TSM,台積電ADR,365.8999938964844,5.96,三線多頭,61.4,↑,MA20上方,91%,PE:35.3,EPS:10.36,營收:20%,1.3x,,稍強★★,🎯 一條件滿足 — 待確認,$312.2 ~ $318.5,$304.4
AMD,AMD,231.82000732421875,4.64,多空分歧,68.2,↑,多頭排列,81%,PE:88.5,EPS:2.62,營收:34%,0.7x,,中性★,— 目前無買入信號,$184.7 ~ $188.4,$186.5
GEV,GE Vernova,936.0700073242188,2.78,三線多頭,61.2,↑,多頭排列,96%,PE:53.0,EPS:17.67,營收:4%,0.8x,,稍強★★,— 目前無買入信號,$793.7 ~ $809.6,$778.2
NVDA,NVIDIA,182.0800018310547,2.23,多空分歧,51.9,↑,MA20上方,74%,PE:37.2,EPS:4.90,營收:73%,0.8x,,中性★,🎯 一條件滿足 — 待確認,$163.4 ~ $166.7,$159.3
2330.TW,台積電,1955.0,0.26,偏多,55.0,↑,MA20上方,95%,PE:29.5,EPS:66.30,營收:20%,1.0x,,稍強★★,— 目前無買入信號,"$1,740.9 ~ $1,775.9","$1,707.2"
3017.TW,奇鋐,2235.0,0.22,三線多頭,64.5,↑,MA20上方,96%,PE:46.4,EPS:48.17,營收:128%,0.6x,,強勢★★★,— 目前無買入信號,"$1,731.3 ~ $1,766.1","$1,687.8"
00713.TW,元大高息低波,52.400001525878906,0.19,三線多頭,51.7,↑,多頭排列,91%,PE:16.4,EPS:--,營收:--,1.1x,,稍強★★,— 目前無買入信號,$50.4 ~ $51.4,$49.1
0056.TW,元大高股息,39.08000183105469,0.15,偏多,47.2,↑,MA20上方,91%,PE:15.6,EPS:--,營收:--,0.7x,,稍強★★,— 目前無買入信號,$36.9 ~ $37.6,$35.9
00878.TW,國泰永續高股息,22.899999618530273,-0.09,偏多,50.7,↑,MA20上方,88%,PE:16.8,EPS:--,營收:--,0.8x,,稍強★★,— 目前無買入信號,$21.7 ~ $22.1,$21.1
00909.TW,國泰智能電動車ETF,39.63999938964844,-0.1,多空分歧,44.3,↑,MA20上方,60%,PE:17.6,EPS:--,營收:--,1.2x,,中性★,— 目前無買入信號,$35.1 ~ $35.8,$34.2
00631L.TW,元大台灣50正2,22.809999465942383,-0.52,多空分歧,1.0,↓,MA20下方,1%,PE:--,EPS:--,營收:--,13.0x,,偏弱,🎯 一條件滿足 — 待確認,$-253.4 ~ $-258.5,$18.5
00919.TW,群益台灣精選高息,22.860000610351562,-0.61,多空分歧,43.3,↑,MA20上方,87%,PE:11.9,EPS:--,營收:--,0.7x,,中性★,🎯 一條件滿足 — 待確認,$21.9 ~ $22.3,$21.3
2317.TW,鴻海,200.0,-0.74,多空分歧,41.5,↑,MA20下方,58%,PE:14.9,EPS:13.40,營收:22%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$183.5 ~ $187.2,$181.9
6111.TWO,6111擎亞,43.650001525878906,-0.8,多空分歧,48.3,↑,MA20上方,16%,PE:--,EPS:-4.63,營收:98%,0.9x,,中性★,— 目前無買入信號,$39.7 ~ $40.5,$38.7
3293.TWO,鈊象電子,764.0,-1.04,三線多頭,54.9,↑,MA20上方,45%,PE:20.2,EPS:37.83,營收:12%,1.4x,,稍強★★,— 目前無買入信號,$700.8 ~ $714.9,$685.8
2308.TW,台達電,1645.0,-1.2,三線多頭,61.2,↑,多頭排列,96%,PE:71.1,EPS:23.14,營收:42%,1.3x,,稍強★★,— 目前無買入信號,"$1,293.7 ~ $1,319.7","$1,285.2"
2530.TW,華建,23.549999237060547,-1.67,三線空頭,27.5,↓,空頭排列,3%,PE:11.8,EPS:1.99,營收:-91%,0.9x,,迴避,🎯 一條件滿足 — 待確認,$23.1 ~ $23.6,$22.6
00910.TW,第一金太空衛星,66.05000305175781,-2.0,三線多頭,64.6,↑,多頭排列,97%,PE:36.8,EPS:--,營收:--,1.8x,,稍強★★,— 目前無買入信號,$51.3 ~ $52.4,$52.9
