標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,偏多,,↓,MA20下方,nan%,PE:19.3,EPS:37.87,營收:17%,0.8x,,中性★,— 目前無買入信號,$706.6 ~ $720.8,$688.9
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:20.3,EPS:--,營收:--,0.1x,外資賣超,偏弱,— 目前無買入信號,$44.7 ~ $45.6,$43.6
0056.TW,元大高股息,,,偏多,,↓,MA20下方,nan%,PE:21.0,EPS:--,營收:--,0.9x,外資賣超,中性★,— 目前無買入信號,$50.6 ~ $51.6,$49.3
6111.TWO,6111擎亞,,,三線空頭,,↓,MA20下方,nan%,PE:--,EPS:-4.63,營收:128%,0.6x,,迴避,— 目前無買入信號,$41.6 ~ $42.4,$40.5
3017.TW,奇鋐,,,多空分歧,,↓,MA20下方,nan%,PE:37.1,EPS:59.93,營收:110%,0.5x,外資賣超,偏弱,— 目前無買入信號,"$2,208.9 ~ $2,253.3","$2,153.4"
00713.TW,元大高息低波,60.54999923706055,0.0,偏多,51.2,↓,MA20上方,94%,PE:18.4,EPS:--,營收:--,0.6x,外資賣超,中性★,🎯🎯 兩條件滿足 — 觀察買入點,$58.9 ~ $60.1,$57.4
NVDA,NVIDIA,204.12989807128906,-3.24,偏多,45.9,↑,MA20上方,57%,PE:31.2,EPS:6.54,營收:85%,0.4x,,稍強★★,— 目前無買入信號,$188.8 ~ $192.6,$184.1
2330.TW,台積電,,,多空分歧,,↓,MA20下方,nan%,PE:33.1,EPS:73.66,營收:35%,1.0x,外資賣超,偏弱,— 目前無買入信號,"$2,313.4 ~ $2,359.9","$2,255.2"
TSM,台積電ADR,423.8367919921875,-2.37,多空分歧,38.3,↓,MA20下方,79%,PE:36.9,EPS:11.50,營收:35%,0.6x,,中性★,🎯 一條件滿足 — 待確認,$410.0 ~ $418.3,$404.7
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:17.6,EPS:13.40,營收:29%,0.6x,外資賣超,偏弱,— 目前無買入信號,$232.8 ~ $237.5,$227.0
2530.TW,華建,,,多空分歧,,↑,MA20下方,nan%,PE:9.8,EPS:1.99,營收:16%,0.5x,外資賣超,偏弱,— 目前無買入信號,$18.3 ~ $18.6,$17.8
00631L.TW,元大台灣50正2,36.86000061035156,0.22,多空分歧,36.2,↓,空頭排列,84%,PE:--,EPS:--,營收:--,1.4x,外資買超,中性★,🎯 一條件滿足 — 待確認,$34.9 ~ $35.6,$34.0
00878.TW,國泰永續高股息,33.130001068115234,-0.18,偏多,38.2,↓,空頭排列,90%,PE:23.1,EPS:--,營收:--,0.5x,外資賣超,中性★,🎯 一條件滿足 — 待確認,$32.3 ~ $33.0,$31.6
00919.TW,群益台灣精選高息,29.709999084472656,-0.87,多空分歧,34.8,↓,MA20下方,89%,PE:15.7,EPS:--,營收:--,0.7x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$28.8 ~ $29.4,$28.3
AMD,AMD,538.52001953125,-3.47,三線多頭,47.9,↓,MA20上方,90%,PE:178.9,EPS:3.01,營收:38%,0.3x,,稍強★★,🎯 一條件滿足 — 待確認,$491.5 ~ $501.4,$479.2
GEV,GE Vernova,1047.2249755859375,-4.06,多空分歧,42.8,↓,MA20下方,78%,PE:30.6,EPS:34.17,營收:16%,0.5x,,偏弱,🎯 一條件滿足 — 待確認,$902.5 ~ $920.6,$879.8
00910.TW,第一金太空衛星,58.79999923706055,-4.39,多空分歧,41.7,↓,空頭排列,48%,PE:28.0,EPS:--,營收:--,0.8x,外資賣超,偏弱,🎯 一條件滿足 — 待確認,$56.5 ~ $57.6,$55.6
MU,美光,928.489990234375,-5.19,多空分歧,31.9,↓,空頭排列,72%,PE:21.0,EPS:44.26,營收:346%,0.7x,,中性★,🎯 一條件滿足 — 待確認,$868.4 ~ $885.8,$864.9
LRCX,科林研發,329.57000732421875,-5.93,多空分歧,36.8,↓,空頭排列,69%,PE:62.3,EPS:5.29,營收:24%,0.4x,,偏弱,🎯 一條件滿足 — 待確認,$311.5 ~ $317.8,$303.7
2308.TW,台達電,,,多空分歧,,↓,MA20下方,nan%,PE:81.7,EPS:23.12,營收:34%,0.8x,外資買超,中性★,— 目前無買入信號,"$1,781.0 ~ $1,816.8","$1,736.3"
