標的,名稱,價格,漲跌%,三線,RSI,MACD,均線,52W,PE,EPS,營收,量能,外資,評級,買入點,進場區間,止損
3293.TWO,鈊象電子,,,三線多頭,,↓,MA20下方,nan%,PE:17.1,EPS:42.83,營收:15%,2.1x,,稍強★★,— 目前無買入信號,$709.4 ~ $723.7,$691.6
00909.TW,國泰智能電動車ETF,,,多空分歧,,↓,MA20下方,nan%,PE:20.6,EPS:--,營收:--,0.6x,外資買超,中性★,— 目前無買入信號,$41.4 ~ $42.2,$40.3
0056.TW,元大高股息,,,多空分歧,,↑,MA20下方,nan%,PE:20.5,EPS:--,營收:--,0.2x,外資買超,中性★,— 目前無買入信號,$45.6 ~ $46.5,$44.5
6111.TWO,6111擎亞,,,三線空頭,,↑,MA20下方,nan%,PE:--,EPS:-4.26,營收:174%,0.1x,,偏弱,— 目前無買入信號,$35.2 ~ $35.9,$34.3
00878.TW,國泰永續高股息,,,多空分歧,,↑,MA20下方,nan%,PE:18.2,EPS:--,營收:--,0.3x,外資買超,中性★,— 目前無買入信號,$29.2 ~ $29.8,$28.5
3017.TW,奇鋐,,,多空分歧,,↑,MA20下方,nan%,PE:38.5,EPS:74.33,營收:66%,0.4x,外資賣超,中性★,— 目前無買入信號,"$1,998.0 ~ $2,038.2","$1,947.8"
00713.TW,元大高息低波,,,偏多,,↓,MA20下方,nan%,PE:18.5,EPS:--,營收:--,0.4x,外資賣超,中性★,— 目前無買入信號,$59.0 ~ $60.2,$57.5
00919.TW,群益台灣精選高息,,,偏多,,↑,MA20下方,nan%,PE:15.4,EPS:--,營收:--,0.6x,外資買超,稍強★★,— 目前無買入信號,$27.8 ~ $28.4,$27.1
2330.TW,台積電,,,多空分歧,,↑,MA20下方,nan%,PE:28.2,EPS:85.50,營收:36%,0.5x,外資買超,稍強★★,— 目前無買入信號,"$2,169.1 ~ $2,212.7","$2,114.6"
TSM,台積電ADR,417.93499755859375,0.47,多空分歧,58.8,↑,MA20上方,76%,PE:31.2,EPS:13.40,營收:36%,0.4x,,中性★,— 目前無買入信號,$370.9 ~ $378.3,$361.5
2317.TW,鴻海,,,多空分歧,,↓,MA20下方,nan%,PE:17.6,EPS:13.95,營收:41%,0.4x,外資賣超,偏弱,— 目前無買入信號,$225.4 ~ $229.9,$219.7
2530.TW,華建,,,三線空頭,,↓,MA20下方,nan%,PE:31.6,EPS:0.63,營收:-99%,0.6x,外資買超,迴避,— 目前無買入信號,$18.9 ~ $19.2,$18.4
LRCX,科林研發,311.7484130859375,0.39,多空分歧,56.4,↑,MA20上方,63%,PE:54.3,EPS:5.74,營收:30%,0.3x,,中性★,— 目前無買入信號,$249.2 ~ $254.3,$243.0
AMD,AMD,469.82501220703125,0.08,多空分歧,46.2,↓,MA20下方,74%,PE:119.2,EPS:3.94,營收:50%,0.2x,,中性★,🎯 一條件滿足 — 待確認,$421.9 ~ $430.4,$411.3
GEV,GE Vernova,960.5900268554688,-0.56,多空分歧,40.7,↓,MA20下方,65%,PE:27.5,EPS:34.87,營收:22%,0.2x,,偏弱,🎯 一條件滿足 — 待確認,$893.2 ~ $911.1,$870.7
NVDA,NVIDIA,215.25999450683594,-0.73,多空分歧,60.2,↓,MA20上方,71%,PE:33.0,EPS:6.53,營收:85%,0.3x,,中性★,🎯 一條件滿足 — 待確認,$189.1 ~ $192.9,$184.3
MU,美光,964.5599975585938,-1.0,多空分歧,68.3,↑,MA20上方,75%,PE:21.8,EPS:44.23,營收:346%,0.4x,,中性★,— 目前無買入信號,$734.2 ~ $748.9,$715.7
00631L.TW,元大台灣50正2,,,多空分歧,,↑,MA20下方,nan%,PE:--,EPS:--,營收:--,0.7x,外資買超,中性★,— 目前無買入信號,$27.2 ~ $27.8,$26.5
00910.TW,第一金太空衛星,,,多空分歧,,↑,MA20下方,nan%,PE:24.1,EPS:--,營收:--,0.2x,外資賣超,偏弱,— 目前無買入信號,$51.2 ~ $52.3,$50.0
2308.TW,台達電,,,多空分歧,,↑,MA20下方,nan%,PE:55.7,EPS:31.41,營收:48%,0.4x,外資賣超,中性★,— 目前無買入信號,"$1,417.9 ~ $1,446.4","$1,382.2"
